feature	mean_ctrl	mean_exp	sd_ctrl	sd_exp	FC	log2FC	method	statistic	pval	negLog10pval	padj	negLog10padj	sig_pval	sig_padj	Chain	DB	p.signif	p.adj.signif	star	color
32:0	0.33291937251306986	0.39530087766853345	0.09339924748843738	0.09994323525150473	1.1873772159444238	0.24777833524856255	t-test	1.497973865716646	0.15147194663733074	0.8196677932260438	0.2255965162683649	0.6466676111475044	no	no	32	0	ns	ns		0.24777833524856255
32:1	0.25536843427208084	0.36803824570690996	0.07898474835746434	0.09117358259693427	1.4412049271320109	0.5272754891121223	t-test	2.9170881242187052	0.009199319371544194	2.0362443035367614	0.030664397905147314	1.5133655582564238	yes	yes	32	1	*	*	*	0.5272754891121223
33:1	0.04945408132844571	0.040217775164895615	0.011850862670600057	0.006062188047067943	0.8132347034775991	-0.29825631371017153	t-test	-2.0073784970229025	0.059964061020844395	1.222108962561244	0.10762780183228482	0.9680755295734863	no	no	33	1	ns	ns		-0.29825631371017153
34:1	6.888482939877855	8.476406040700063	1.70249029896929	1.6658944995779812	1.2305185502644744	0.299266406819104	t-test	2.138298770451292	0.04645786071335741	1.332940792421596	0.08789324999824374	1.0560444764743342	yes	no	34	1	*	ns	*	0.299266406819104
34:2	4.32985845476553	7.137171206197357	1.605460648876696	2.815156194248197	1.6483613219138935	0.72103251691251	t-test	2.548611600675494	0.020158194317835984	1.6955483726690395	0.052261985268463665	1.28181409681377	yes	no	34	2	*	ns	*	0.72103251691251
34:3	0.07698614327017576	0.08421600759068817	0.03199102245570377	0.03087547116428385	1.0939112418599781	0.12949568500137687	t-test	0.6465755719438969	0.5260660624216567	0.2789597145085082	0.6137437394919328	0.21201292487789497	no	no	34	3	ns	ns		0.12949568500137687
35:1	0.02140316894111371	0.015242571540323276	0.013340790099574402	0.008827381614136359	0.7121642398964371	-0.489718099820092	t-test	-0.5257078343501986	0.6055079314526322	0.21788016372893643	0.6622743000263164	0.17896209769856677	no	no	35	1	ns	ns		-0.489718099820092
36:1	1.0528099519467637	1.0236360753532483	0.3125322060381792	0.18861095856240725	0.9722895128987243	-0.04054213431534597	t-test	-0.07258116756365651	0.9429398481267738	0.02551601082559607	0.9429398481267738	0.02551601082559607	no	no	36	1	ns	ns		-0.04054213431534597
36:2	2.4948358135058517	3.340082241588393	0.5024139118276664	0.8311237374378264	1.3387984185198802	0.4209387519281815	t-test	2.4913198954328153	0.022713957221030975	1.6437071964917698	0.05678489305257744	1.2457671878197323	yes	no	36	2	*	ns	*	0.4209387519281815
36:3	1.2208506537416317	1.335887508018828	0.3424723850194889	0.44298548798586895	1.0942268031922122	0.12991180022161722	t-test	0.5751028331020961	0.5723411240139069	0.24234504792236458	0.6390761492359872	0.19444739031951833	no	no	36	3	ns	ns		0.12991180022161722
36:4	1.9915490600951729	2.3880340538630485	0.7236342501541336	0.7632134849030595	1.1990837191572514	0.2619323901920594	t-test	1.2795257103751638	0.21695969575058902	0.6636209368374267	0.3037435740508246	0.5174929011591887	no	no	36	4	ns	ns		0.2619323901920594
36:5	0.11282420851546635	0.12223325002248546	0.02824613634015042	0.0350084503694892	1.083395590634516	0.11556012423740321	t-test	0.5708365621717142	0.5751685343123885	0.24020488088019346	0.6390761492359872	0.19444739031951833	no	no	36	5	ns	ns		0.11556012423740321
38:1	0.25717598404313885	0.18220219468464333	0.07549770558373552	0.027186043309384046	0.7084728201295835	-0.4972155882739521	t-test	-3.008618460490802	0.007542677999350543	2.122474432134271	0.02778881368181779	1.5561299930728432	yes	yes	38	1	*	*	*	-0.4972155882739521
38:2	0.12529174792859363	0.08162617130219167	0.032892033153715035	0.01809314660619815	0.6514888063395214	-0.6181877037795929	t-test	-3.894230730670493	0.0010629955086120862	2.973468570461753	0.008267742844760671	2.082613039886821	yes	yes	38	2	*	*	*	-0.6181877037795929
38:3	0.47735083952547436	0.32205481403975333	0.18602519763442787	0.1489405648726031	0.6746710959174222	-0.5677437392900334	t-test	-1.956049433477701	0.06616045635598412	1.1794015078055378	0.11578079862297222	0.9363634591192432	no	no	38	3	ns	ns		-0.5677437392900334
38:4	1.5811387564701416	1.8137514890327682	0.4475621984852164	0.3623441716221745	1.1471172163801295	0.1980128184243894	t-test	1.348925580223949	0.19408740603947805	0.7120026442355859	0.28304413380757215	0.5481458415969163	no	no	38	4	ns	ns		0.1980128184243894
38:5	0.6758311556809673	0.7072483787640306	0.1944326333890564	0.20004291725741252	1.046486793068022	0.06555410452673237	t-test	0.3500464738175529	0.7303663800240329	0.13645922630904297	0.7630693522639149	0.11743598899561257	no	no	38	5	ns	ns		0.06555410452673237
38:6	0.811238744427043	0.9498973218129301	0.21249812881768118	0.32150481520681906	1.1709220353914656	0.22764501870960857	t-test	0.9511052460565461	0.3541483320873685	0.4508147992332549	0.44268541510921067	0.35390478622519844	no	no	38	6	ns	ns		0.22764501870960857
38:7	0.046849081417713795	0.04943624553380113	0.01548945892221286	0.018489879021753298	1.0552233691205122	0.07754842017683658	t-test	0.16204644840706192	0.8730744390727888	0.05894872639714029	0.8857276918129742	0.05269977712013877	no	no	38	7	ns	ns		0.07754842017683658
39:1	0.04673536305367723	0.022336782639846883	0.018765416790962493	0.010222540827563327	0.477941780706663	-1.0650932042990249	t-test	-2.2832875651911713	0.034783586285970135	1.4586256430373588	0.06956717257194027	1.1575956473733775	yes	no	39	1	*	ns	*	-1.0650932042990249
40:1	0.6311473052809039	0.41976799454463115	0.200314241140319	0.059053353855818495	0.6650872007728934	-0.5883845875441325	t-test	-3.069350733176997	0.0066074236896458294	2.1799678439143153	0.025695536570844894	1.5901423090033646	yes	yes	40	1	*	*	*	-0.5883845875441325
40:2	0.39595310256118155	0.2799326014117889	0.10759116340399352	0.049044436532894184	0.706984235256837	-0.5002500495420186	t-test	-3.1358261626717088	0.00571313182355494	2.2431257550078914	0.023524660449932105	1.6284766363719083	yes	yes	40	2	*	*	*	-0.5002500495420186
40:3	0.02488233946428258	0.01751876867038399	0.011361897102247063	0.010055993979264117	0.704064370455654	-0.5062207587921874	t-test	-1.0077887019403806	0.32691224945865505	0.485568806025227	0.4160701356746519	0.38083345550521397	no	no	40	3	ns	ns		-0.5062207587921874
40:4	0.04458980346084567	0.024770291116612053	0.018564112962750845	0.0185478401851347	0.5555146960529409	-0.8481030165002691	t-test	-2.3740548134254458	0.028924319260803695	1.5387368534567842	0.06327194838300808	1.1987887917624334	yes	no	40	4	*	ns	*	-0.8481030165002691
40:5	0.18972429936784313	0.16746343090335747	0.06870925332523146	0.06047850357473952	0.8826672780521085	-0.18005837928323143	t-test	-0.6646571997794263	0.5146955186846228	0.288449613018555	0.6106557001342983	0.21420358464644235	no	no	40	5	ns	ns		-0.18005837928323143
40:6	0.37724045192411415	0.4060907955405174	0.11344936854739136	0.13725601700832027	1.076477332876822	0.10631794134398175	t-test	0.42005174932653105	0.6794191152111192	0.16786223857590152	0.731682124073513	0.13567755520450026	no	no	40	6	ns	ns		0.10631794134398175
40:7	0.03855216368261099	0.03303077147833476	0.013076393416654853	0.01467045488332963	0.8567812626618759	-0.22300116540654566	t-test	-1.0644805221673899	0.3011830619219955	0.5211694558466885	0.3904224876766608	0.4084651756554002	no	no	40	7	ns	ns		-0.22300116540654566
40:8	0.022357283865583402	0.02284857133961185	0.011051642693451703	0.007234566114333531	1.021974381010778	0.03135903105834908	t-test	0.7241842981104053	0.47826035978324344	0.32033561377747455	0.5772107790487421	0.23866556732615501	no	no	40	8	ns	ns		0.03135903105834908
41:1	0.251332350414741	0.13764127882095614	0.10006829789629867	0.027469225082330715	0.5476464871864871	-0.8686831793601545	t-test	-3.967472910617068	9.029362151337872e-4	3.0443429278635024	0.008267742844760671	2.082613039886821	yes	yes	41	1	*	*	*	-0.8686831793601545
41:2	0.16372703630525443	0.09767832219568917	0.04903528313056228	0.019664545383917556	0.5965925017635858	-0.7451822495247808	t-test	-4.2978601754899755	4.331471981017601e-4	3.3633644905755617	0.006800069026339519	2.167486678822262	yes	yes	41	2	*	*	*	-0.7451822495247808
42:1	0.4947428366100358	0.3188676774033745	0.11841947337456869	0.07076057260266376	0.644511964212048	-0.6337209549983698	t-test	-4.032726967660273	7.808003362155472e-4	3.107460008332495	0.008267742844760671	2.082613039886821	yes	yes	42	1	*	*	*	-0.6337209549983698
42:2	1.6704660391757733	1.3656280834989214	0.3720339029538448	0.21359302711930656	0.8175132277293932	-0.29068602063724586	t-test	-2.056744850043493	0.054502039346732284	1.263587247072674	0.1003984935334542	0.9982728036752271	no	no	42	2	ns	ns		-0.29068602063724586
42:3	0.7440975119291698	0.5814702604771221	0.17534371717972377	0.09931409192841695	0.781443629571593	-0.35578628854751326	t-test	-2.450630962737101	0.02471123012497692	1.607105634881524	0.05964779685339256	1.2244055927662232	yes	no	42	3	*	ns	*	-0.35578628854751326
42:4	0.05719438031768013	0.0378061196397104	0.02382941564113712	0.007113028510304582	0.6610110893713738	-0.5972536197551706	t-test	-2.321455824976572	0.03219692065034504	1.4921856627300552	0.06829649834921675	1.1656015625936857	yes	no	42	4	*	ns	*	-0.5972536197551706
49:1	0.0078122270747152025	0.01612542808857616	0.010259216897745501	0.014003336900620675	2.0641269044479253	1.045531671725059	t-test	1.8933729962532562	0.0744980298262225	1.1278552124451826	0.12719175823989207	0.8955410291506614	no	no	49	1	ns	ns		1.045531671725059
49:2	0.01889689065300077	0.05374068177545051	0.014849608250043647	0.03269553901613011	2.8438901807857286	1.5078657551490136	t-test	1.6495086848559763	0.11638518333799218	0.9341023049449826	0.18104361852576561	0.7422167787060695	no	no	49	2	ns	ns		1.5078657551490136
50:0	0.009403723848781284	0.02392490781106156	0.012090591245085758	0.01783364656442287	2.5441950652519654	1.3472092873215846	t-test	1.709225088797318	0.10459335050362999	0.9804959247553204	0.17432225083938332	0.758647175138964	no	no	50	0	ns	ns		1.3472092873215846
51:1	0.1265530836159566	0.3918089414386373	0.07990316397659218	0.21641192636382467	3.0960046981362974	1.630407660750022	t-test	4.246221343208315	4.857192161671085e-4	3.3136147145005004	0.006800069026339519	2.167486678822262	yes	yes	51	1	*	*	*	1.630407660750022
51:2	0.12272680474662456	0.35298366759547584	0.08134975762308985	0.1842886387151773	2.8761741848019895	1.524151049887254	t-test	3.9187657207651796	0.001006438292726639	2.9972128476504962	0.008267742844760671	2.082613039886821	yes	yes	51	2	*	*	*	1.524151049887254
52:1	0.027452650087953234	0.08269377983287135	0.01984388097412293	0.0360815834378381	3.0122330473719554	1.5908333912852255	t-test	2.610098057263983	0.017718975471682892	1.7515613930504386	0.05156774813515175	1.2876218329879017	yes	no	52	1	*	ns	*	1.5908333912852255
54:2	0.2174225866516788	1.0019985454627296	0.1272832744960036	0.4333499851877169	4.608530148102682	2.204306688578121	t-test	6.249928214993893	6.782557796711556e-6	5.168606496764899	4.747790457698089e-4	3.323508456750642	yes	yes	54	2	*	*	*	2.204306688578121
54:3	0.13753732277464695	0.6850324586581795	0.13354828056834575	0.3404118575756858	4.980702291119887	2.3163491801410077	t-test	5.093986611829737	7.578646309265673e-5	4.120408360715982	0.0026525262082429855	2.576340316365706	yes	yes	54	3	*	*	*	2.3163491801410077
56:5	0.014313476576945119	0.048633479603547754	0.019727801432453052	0.06469021605161887	3.3977405378845735	1.764575688013845	t-test	1.1744203308951284	0.2555307328352684	0.5925568595288528	0.3466079661139098	0.46016146008847114	no	no	56	5	ns	ns		1.764575688013845
56:6	0.0346772885078631	0.11038433477440909	0.03203263099300994	0.07300342140808544	3.183188176589394	1.6704724455091013	t-test	2.935787018240319	0.008834524762380664	2.053816807631676	0.030664397905147314	1.5133655582564238	yes	yes	56	6	*	*	*	1.6704724455091013
56:7	0.03741901154738217	0.06217747445860151	0.031928585122767895	0.05123204554047573	1.6616546479285992	0.7326205689355054	t-test	0.6177407688425663	0.5444832633503531	0.26401546530453285	0.6248168595823724	0.20424726030104307	no	no	56	7	ns	ns		0.7326205689355054
56:8	0.01925004889029633	0.038560124178538366	0.014548932635271454	0.01665879428081628	2.0031182465191537	1.0022475877165269	t-test	2.174430521203749	0.04325289482634813	1.3639848207994678	0.08410285105123247	1.0751892815524982	yes	no	56	8	*	ns	*	1.0022475877165269
58:5	0.01064775905294815	0.04118375535844776	0.010932661498779249	0.015274291043634872	3.8678331425094377	1.9515255586031472	t-test	3.555227962426033	0.0022615073259972126	2.6456020010487236	0.01583055128198049	1.8005039610344666	yes	yes	58	5	*	*	*	1.9515255586031472
58:7	0.025706954231979988	0.06629534451840079	0.01606285100581951	0.026493605885116175	2.5788875617138647	1.3667488736723024	t-test	2.5824844956139614	0.018777629280988403	1.7263592392890885	0.05156774813515175	1.2876218329879017	yes	no	58	7	*	ns	*	1.3667488736723024
58:8	0.01996503519602254	0.05270417796996301	0.01680113731739759	0.02111370458912156	2.639823944836461	1.4004417165606777	t-test	2.638397334530308	0.016692985371593205	1.777465987199317	0.050804738087457585	1.294095783202653	yes	no	58	8	*	ns	*	1.4004417165606777
64:1	0.035101457679387355	0.028790117985170664	0.01796792826351187	0.00816575720616081	0.8201972193900398	-0.28595724219882457	t-test	0.3025785338546755	0.7656797955065417	0.11595281276735116	0.7881997894920282	0.1033636854593307	no	no	64	1	ns	ns		-0.28595724219882457
68:1	0.07497308475136721	0.07151734119947158	0.020441823178730608	0.01994183760025844	0.9539068778701597	-0.0680796603046843	t-test	-0.3501750939642643	0.7302714902535243	0.13651565385295028	0.7630693522639149	0.11743598899561257	no	no	68	1	ns	ns		-0.0680796603046843
68:3	0.0833320949778684	0.05244484746689958	0.025814832034355743	0.026809356184782716	0.6293475218741116	-0.6680712103222394	t-test	-2.681924232621118	0.01522454152871847	1.8174557768261654	0.048441723045922404	1.314780417634115	yes	yes	68	3	*	*	*	-0.6680712103222394
72:3	0.03301432133682122	0.02309064426865502	0.010380481087456206	0.00813019463350482	0.6994129618197475	-0.5157835619632689	t-test	-2.2975978443848066	0.033792004322989504	1.4711860479232817	0.06956717257194027	1.1575956473733775	yes	no	72	3	*	ns	*	-0.5157835619632689
72:5	0.10717097814791245	0.06333676557050129	0.038534641939912496	0.024350064794672978	0.5909880330016845	-0.7587991775199538	t-test	-3.2321555594756797	0.00462358207639417	2.3350214285059017	0.023524660449932105	1.6284766363719083	yes	yes	72	5	*	*	*	-0.7587991775199538
72:6	0.33480956083273855	0.19461585287815386	0.1273047965488423	0.0711712746543222	0.5812732838157465	-0.7827114932026042	t-test	-3.4152247897315013	0.0030856687183366312	2.5106507022266378	0.0196360736621422	1.706945347370606	yes	yes	72	6	*	*	*	-0.7827114932026042
76:5	0.03488171288314492	0.015602975559585086	0.015733312556435407	0.011532532978765964	0.4473110483953484	-1.1606497021421496	t-test	-2.573028674407646	0.01915373502162779	1.7177465250313404	0.05156774813515175	1.2876218329879017	yes	no	76	5	*	ns	*	-1.1606497021421496
76:7	0.20087913425879608	0.11530502777442139	0.09297857063494047	0.04035746074618304	0.5740020146934321	-0.8008722942527363	t-test	-3.139271300522791	0.005670155845281024	2.2464050042789743	0.023524660449932105	1.6284766363719083	yes	yes	76	7	*	*	*	-0.8008722942527363
76:9	0.2919253596656016	0.14981057482027238	0.12206125193780645	0.04791908064748572	0.5131810918786888	-0.9624600794780485	t-test	-4.335126794624079	3.988106045557867e-4	3.3992333021185828	0.006800069026339519	2.167486678822262	yes	yes	76	9	*	*	*	-0.9624600794780485
80:7	0.026163334723784654	0.010471102369051537	0.01253586055498692	0.011223694624019268	0.4002204795221471	-1.3211331021837063	t-test	-3.2019181768808798	0.004941607728921757	2.3061317324115302	0.023524660449932105	1.6284766363719083	yes	yes	80	7	*	*	*	-1.3211331021837063
