"","BS-671D03","KT-974D03","KT-880D03","KT-695D03","KT-663D03","KT-539D03","KT-538D03","KT-537D03","KT-313D03","BS-351D03","BS-346D03","BS-082D03","KT-718D03","KT-705D03","KT-352D03","KT-347D03","KT-247D03","KT-193D03","BS-064D03","JV-048D03","KT-805D03","KT-771D03","KT-723D03","KT-716D03","KT-445D03","KT-412D03","JV-138D03","BS-377D03","BS-364D03","BS-336D03","JV-071D03","KT-612D03","KT-565D03","KT-525D03","KT-522D03","KT-434D03","KT-417D03","KT-312D03","JV-157D03","JV-148D03","KT-926D03","JV-035D03","KT-515D03"
"TG 58:8",1.93520216336578,-0.189339181748696,-0.684506739970431,0.670110181762391,-0.696634459643199,-0.771388181225631,-0.0696199360260225,0.209562001721827,-0.696634459643199,0.355143532573965,3.12979743157923,-1.1109439818902,1.25981219666209,-0.696634459643199,-0.145551316312037,1.34061402705546,0.398829355449603,0.726319624766619,0.664901375810553,-0.836454366434205,-0.86323690689717,0.250591853563549,-0.771388181225631,-1.99062621390144,-1.59791980707207,-0.407722172386038,-1.81046322010392,-0.708854406206636,0.250591853563549,0.0872768076638307,0.290600108432208,0.511745996393182,-0.102925070794628,-0.162923542040599,1.63701192420443,1.32339076218255,-0.62520424540707,0.188647408489988,-0.171680594934263,0.804721282601558,-0.975067427333623,-0.0289363648082279,0.0797853478057634
"TG 54:3",1.62177593294332,-1.23582127701957,-0.782989220308863,0.255982085939565,-1.54561141990865,-1.15446898290257,-0.895254733068003,-0.908403993383922,-1.32699487881591,-0.0530213853776119,-0.089532383340233,-1.60713667761274,-1.16851199963908,-0.888722587186482,-0.394632042285299,0.471653326589023,0.196590596255165,-0.0485186665098961,0.112705189977559,-1.59670766649182,0.520842814213318,0.866123219239773,-0.145202008234595,0.0260514165876134,-0.555344648125627,-0.36757627528874,-1.78926735993743,-0.604263458181254,0.904991900888906,0.575457451478333,1.88976817058532,0.871036602307598,1.37229085329283,0.057121029875086,1.86406650828956,1.56928428660495,0.68698728948026,0.396421220777775,0.0451921557410558,0.856248465443187,-0.249322486705513,1.03185216202588,1.21486147178774
