feature	BS-082D03	BS-364D03	KT-193D03	KT-247D03	KT-312D03	KT-313D03	KT-347D03	KT-412D03	KT-417D03	KT-445D03	KT-522D03	KT-525D03	KT-537D03	KT-538D03	KT-539D03	KT-565D03	KT-663D03	KT-695D03	KT-705D03	KT-723D03
FA 18:0	26,59	28,48	37,99	44,22	22,71	65,77	15,87	23,94	35,07	17,25	33,68	23,45	23,25	49,76	34,47	31,88	35,60	26,23	36,68	18,79
FA 18:1	66,04	127,61	309,93	415,15	129,61	343,06	79,31	135,12	139,11	75,45	374,19	146,72	124,64	486,19	224,77	228,06	78,17	111,36	204,44	91,00
FA 18:2	21,92	43,10	101,73	122,71	52,59	115,28	30,77	53,05	66,15	26,23	108,01	54,13	49,29	114,45	73,53	83,98	20,77	67,91	89,14	32,75
FA 18:3	0,00	0,00	3,02	3,75	2,29	4,83	0,00	1,77	0,00	0,00	3,12	1,10	0,00	2,98	0,00	0,00	0,00	2,41	2,77	0,00
FA 20:3	0,00	0,00	2,45	3,38	0,00	3,19	0,00	0,00	0,00	0,00	3,54	1,33	0,00	3,55	2,59	0,00	0,00	0,00	1,68	0,00
FA 20:4	0,00	0,00	0,00	1,85	1,11	2,29	0,00	0,00	0,00	0,00	1,74	0,99	0,00	1,94	1,52	0,00	0,00	0,00	0,00	0,00
FA 22:6	0,00	0,00	0,00	1,72	3,82	6,67	0,00	0,00	0,00	0,00	1,26	1,18	0,00	2,10	1,83	0,00	1,16	0,00	0,00	0,00
PI 34:1	0,00	0,00	0,00	0,00	2,18	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
PI 34:2	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
PI 36:2	0,00	5,86	3,77	5,29	5,12	0,00	5,38	3,23	7,50	0,00	0,00	2,80	0,00	1,99	0,00	11,87	2,45	3,77	4,45	3,99
PI 36:4	0,00	0,00	0,00	0,00	4,44	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
PI 38:3	0,00	1,31	0,00	0,15	0,97	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
PI 38:4	8,92	24,29	23,56	32,19	28,51	7,51	21,82	12,29	23,66	10,19	31,66	16,20	6,55	11,82	12,44	34,10	10,31	14,92	21,23	17,72
