feature	mean_exp	mean_ctrl	pval	padj	M	A	negLogP	sig_fc.pval_color
CE 18:2	0.021243995548223392	0.022818220739062922	0.6654322496047562	0.9130649915309689	-0.10313116900310096	-5.505235473053123	0.17689615524658686	none
Cer 40:1;O2	0.00996044184359641	0.006934956884629929	0.5337150746917487	0.8949991252523171	0.5223228282454841	-6.910735957352247	0.2726905304492051	none
Cer 41:1;O2	0.007704692199489989	0.005243036047080491	0.5157954040525583	0.8949991252523171	0.5553348578392179	-7.2977143909934	0.28752253192182226	none
Cer 42:2;O2	0.011860360940744625	0.013923864261707844	0.26415087297586537	0.816702650961886	-0.23141173956804112	-6.28200240458413	0.578147949701726	none
DG 32:0	0.01929035866729619	0.019040725742127906	0.34272450535446264	0.816702650961886	0.01879149940521718	-5.705371971688086	0.4650548417045604	none
DG 32:1	0.012998821650129711	0.016345541661783262	0.12649980092959492	0.5994990565793846	-0.3305163380767769	-6.100217172602982	0.8979101579288468	none
DG 34:1	0.06379838721159446	0.08074643633422764	0.09750361154606453	0.559362824132686	-0.3398786353551051	-3.8003969181892225	1.0109792976811722	none
DG 34:2	0.009974114208723146	0.013100312237658623	0.9781390994246849	0.9973658326948209	-0.3933405700881885	-6.4509252769222485	0.009599380573374512	none
DG 36:1	0.0026221779489363907	0.0027485014156847626	0.787526338058595	0.9527162664620968	-0.06787962793590992	-8.541078876157819	0.10373491273552335	none
DG 36:2	0.04316814762292838	0.055913657327865414	0.16595886265638699	0.695750616521007	-0.3732335281184906	-4.3472722386967915	0.7799995501249861	none
DG 36:3	0.018349763237240493	0.02712033446986643	0.025448632735459848	0.3525043235486445	-0.5636135226368322	-5.486287980028836	1.5943355457985806	down-regulated
FA 14:0	0.04784892761598489	0.06081981218834118	0.2674230120642726	0.816702650961886	-0.3460547697536206	-4.212342213320101	0.5728012239157689	none
FA 16:0	0.8713264743073658	1.1528320799825373	0.24112028296927832	0.816702650961886	-0.40389710355996034	0.0032338354342930364	0.6177662553582257	none
FA 16:1	0.14446952125397122	0.17484060198087986	0.5056652767854964	0.8949991252523171	-0.2752750911389495	-2.653525389974364	0.29613686764134123	none
FA 18:0	0.29660449132803873	0.38780467408668223	0.20254144059616025	0.761276449137292	-0.38678974795404897	-1.559992776969347	0.6934861053828936	none
FA 18:1	1.5403359357773625	1.8004409203969651	0.31428308769795266	0.816702650961886	-0.2251052335000248	0.7357976430121544	0.5026789887472163	none
FA 18:2	0.5941604746858162	0.6562505135477087	0.33969816490181326	0.816702650961886	-0.14339401062589383	-0.6793784535552263	0.46890679924468776	none
LPC 14:0	0.20856557471187032	0.21137416413124507	0.8301870857493296	0.9626637483689034	-0.01929799954114974	-2.251778045078111	0.08082402671686693	none
LPC 15:0	0.11567049761901296	0.08937808071504244	0.643229008275108	0.9130649915309689	0.372027974186353	-3.297921137727322	0.19163437805044783	none
LPC 16:0	32.6017524340575	35.26274144840378	0.06538477632268101	0.559362824132686	-0.11319512378237943	5.083475172154335	1.1845233576189422	none
LPC 16:1	0.7339850491733256	0.6758731027292336	0.39795222537492303	0.8803068041180958	0.11899827508663172	-0.5056765558787806	0.40016906235199595	none
LPC 17:0	0.3138642553739836	0.2491952283111672	0.6647712933533148	0.9130649915309689	0.33286429272182483	-1.8382195051955341	0.17732774284522712	none
LPC 18:0	11.819353598644181	13.050408274323548	0.07396632072606223	0.559362824132686	-0.14294380479401714	3.6345511338547327	1.1309659836789148	none
LPC 18:1	7.634747778730154	7.904687844995635	0.6973354841152897	0.9269459483971534	-0.05012799490081068	2.9576444944351143	0.1565582350340411	none
LPC 18:2	7.544120653647378	6.221809201581996	0.12394893109154739	0.5994990565793846	0.2780185955520313	2.776343451543834	0.9067572141405671	none
LPC 18:3	1.6626715400953835	1.7787028071420017	0.4397517026600499	0.8949991252523171	-0.09732228630722303	0.7821643362655182	0.35679247033682815	none
LPC 20:3	1.239755284114499	1.2441358546236228	0.949255212663435	0.9973658326948209	-0.0050886561035804545	0.31259970250544133	0.02261700933196279	none
LPC 20:4	2.230149739814871	2.506988057305188	0.4072860990549463	0.8803068041180958	-0.16881454269795187	1.2415478521832197	0.3901004124201503	none
LPC 22:5	0.11440600728988133	0.14160452861886466	0.6480927150518973	0.9130649915309689	-0.3077045967428498	-2.9739129886323314	0.18836286024804244	none
LPC 22:6	0.46983734156195484	0.5681451972321278	0.5947854443623557	0.9130649915309689	-0.27409829728955587	-0.9527175663421008	0.22563966810983152	none
LPC O-16:0	0.2046174935181868	0.3058736496116176	0.6281999901923079	0.9130649915309689	-0.580006335251941	-1.9989954354867163	0.20190207471788113	none
PC 30:0	0.03799491631089094	0.025633869214856286	0.08338814385774374	0.559362824132686	0.5677551424079315	-5.0019273609409165	1.0788956930455726	none
PC 32:0	0.2278608569718153	0.18163983439892661	0.021030365657227656	0.3525043235486445	0.3270724862610875	-2.297311225186692	1.6771531761232048	up-regulated
PC 32:1	0.3096450640535081	0.20774793303204686	0.08146646873514458	0.559362824132686	0.5757813256161675	-1.979203308966933	1.0890211083128807	none
PC 32:1;O/32:0;P	0.017250723641788403	0.014621948359409467	0.6177113493403947	0.9130649915309689	0.2385213203242632	-5.976459967899835	0.20921441920524608	none
PC 32:2	0.01690095622590064	0.011339971969013037	0.7383915445613631	0.9527162664620968	0.5756877998003731	-6.174595215750998	0.13171328512863295	none
PC 34:0;P/34:1;O	0.04294201264994105	0.03793009463266289	0.2568660206979843	0.816702650961886	0.17904683943081595	-4.630989799009735	0.5902933422084744	none
PC 34:1	4.896992125194377	3.845564309323866	0.017829768136092917	0.3525043235486445	0.34870055706437747	2.1175455975324287	1.7488543044898246	up-regulated
PC 34:1;P/34:2;O	0.06769725916603625	0.0570426850077534	0.18288093121892665	0.7119293393879644	0.2470555338682308	-4.008286531588216	0.7378315755412496	none
PC 34:2	5.5628771143697415	3.765033852562682	0.0074472562496637395	0.27058364373778254	0.5631683997109921	2.1942470365202267	2.128003702434286	up-regulated
PC 34:3	0.13059763543185973	0.09118341686558643	0.015375669959836412	0.3525043235486445	0.5182853994060239	-3.1959420185453276	1.8131659517463017	up-regulated
PC 36:1	0.988315595312875	0.829933593280055	0.23949679341451954	0.816702650961886	0.251975901512272	-0.1429442395732596	0.6207002969120591	none
PC 36:1;P/36:2;O	0.018417905794040648	0.01593646433395131	0.985724399127459	0.9973658326948209	0.20877744095328762	-5.867135880978145	0.006244493445259769	none
PC 36:2	3.062492760305608	2.4822164920528853	0.004382417370677372	0.23884174670191677	0.30307748478173074	1.463167691215431	2.3582862636647812	up-regulated
PC 36:2;P/36:3;O	0.06572838139309337	0.06731663665608059	0.9291264192356209	0.9973658326948209	-0.03444663891379867	-3.9101164121955003	0.031925190805996276	none
PC 36:3	1.7266317217017173	1.365201299215219	0.003713209981026426	0.23884174670191677	0.33884670654724947	0.6185370457870472	2.43025049084318	up-regulated
