	feature	KT-539_D0_D60	BS-671_D0_D60	KT-805_D0_D60	BS-336_D0_D60	BS-082_D0_D60	BS-351_D0_D60	BS-377_D0_D60	KT-313_D0_D60	BS-364_D0_D60	KT-880_D0_D60	JV-138_D0_D60	KT-412_D0_D60	KT-771_D0_D60	KT-723_D0_D60	KT-538_D0_D60	KT-716_D0_D60	KT-974_D0_D60	KT-537_D0_D60	KT-445_D0_D60	BS-346_D0_D60	KT-663_D0_D60	KT-695_D0_D60	BS-064_D0_D60	KT-705_D0_D60	KT-347_D0_D60	KT-515_D0_D60	KT-718_D0_D60	KT-417_D0_D60	KT-522_D0_D60	KT-312_D0_D60	JV-157_D0_D60	KT-193_D0_D60	JV-035_D0_D60	KT-434_D0_D60	KT-247_D0_D60	KT-612_D0_D60	KT-525_D0_D60	KT-352_D0_D60	JV-148_D0_D60
1	9-hydroxy-trans-10,cis-12-octadecadienoic acid 	1.792479777533182	0.8387107210367473	0.5705028254071095	1.1594670426137255	12.144158008499893	4.84610700202567	0.9099148116314583	10.45376475280978	0.11375143163233516	3.7406886832648065	0.31289159926721316	1.2369354008221558	0.18454554391940028	0.3142451167408498	1.5839145585948138	0.22216882726605255	1.4242175958795071	0.5910413295541289	0.043230308727094824	1.221742194246562	1.1282563753805495	18.831253498811176	0.39160221444697857	11.24556922930723	1.0720280752287183	0.06056934600790609	1.348810383579581	0.35297508235105074	0.4450776990591969	1.4945611556520035	4.647814444567232	0.7028873132445652	2.417397554637371	1.130484991514637	0.020435953881076246	0.8243909736095318	5.110579600041525	0.1283628579593804	1.173727542665187
2	13-hydroxy-9Z,11E-octadecadienoic acid	1.8893307905005854	1.0390332523579102	0.6658655465837834	0.7971093887057753	13.25188639146164	4.407674791097693	1.1737178973941138	6.738056990111384	0.19086517504889683	2.091768500231665	0.30621768865957966	4.587750214554422	0.2143243033816666	0.3133143592218678	2.01288531347734	0.2734367796882736	1.435114571475262	0.38876937404302314	0.04868310680611692	0.8647311046356712	0.5967885510677662	10.936653538126505	0.7224435009702221	6.027905207513656	2.765122548229418	0.11276060620160891	1.4474437018656034	0.49073010860343597	0.5498514498663776	1.1102504921191827	4.153047705846797	0.3840904981744443	2.3692711141917346	2.785309211140004	0.034439931553844276	1.0446595065915574	4.346882834751338	0.2040646748852172	0.8248216996628596
3	9,10-dihydroxy-12Z-octadecenoic acid	0.8509044593713513	0.9774452851466713	0.7208156008029826	0.6814775069573416	0.7671510438645376	0.6268519863242177	1.4650370269213342	0.4486345124491522	0.44287420151408013	0.35955285408496684	0.9300548909467474	1.5904576101330075	0.7236129376118833	1.0074132896152468	0.6054067653180248	1.6837406670533217	1.1940279867871393	1.0547139037882736	0.3990386709392403	1.2308431032593634	0.5722404739115814	0.9971429923712734	1.159712118189206	1.3834562553951932	1.790653208912588	0.9151653574681237	1.1031191031191032	0.12859823143794707	0.751645343021113	1.2563710858141621	3.0610383526651477	0.04592397924513954	4.050825378520939	7.581400824014127	3.8854565263605445	1.291851470610496	1.1457959890088278	1.0256656995949789	0.5919881820877422
4	12,13-dihydroxy-9Z-octadecenoic acid	0.3098250017584973	1.433218725204972	0.4917250792580468	0.8084913649861174	0.34954089259022	1.050703619074383	0.9196765129189225	0.4194261832087385	0.5210765464755983	0.26420259127052653	0.8743047423887589	0.81940854143138	0.4925008651910488	1.0833425243746417	0.7271060743155513	1.1859802079750217	0.8202456608120525	4.093361686864287	0.3936261349378735	1.3994891965735257	0.8837714515045498	1.2286043493232326	1.5350385769768888	1.4969936259709429	2.081833779201665	0.7695963064804697	0.5894714979550103	0.18362839851865234	0.5658393391546044	1.3274924929285832	3.7344522232436805	0.08576666965507526	6.517140502012252	11.099100771595985	3.428856479189673	1.5780352332594343	1.2224367109745506	0.9778483487946437	0.48692487072898705
5	9-oxo-10E,12E-octadecadienoic acid	1.3686642927494508	1.163767424097766	0.7799636016985875	0.9434964402757373	1.8991899136540469	1.1460571428571429	0.7956992931127024	1.5424421182762467	1.204181266059332	0.8860532340045784	0.968662528274993	1.8256833333333335	0.5458230024640562	1.372768483380831	1.8874666666666666	0.5382979546069675	1.2942648299128479	0.9111933287714131	0.1004980597060531	2.661346700182951	1.031830501342772	2.333461145194274	0.7207819276787854	1.4231914675117	2.1581333333333332	0.6073238619364081	0.7225250385208013	0.7382573970123183	0.2122653771435759	0.8262804081830052	10.12047679863772	0.6413426186253731	0.8236102692873842	1.0	0.08320198599728741	1.8773913177958896	0.8508246544335508	0.28611348214413446	1.8288617615998701
6	13-oxo-9,11-octadecadienoic acid	1.4100000000000001	1.0426271601171977	0.5368903312016798	1.05823800024427	7.438404828993392	1.0255080504130736	0.7557951974678664	1.6337590415913203	0.4505071432989053	1.5425967480236131	3.31495	2.1314166666666665	0.36056175521462436	1.2079333333333333	1.4852272431982954	0.10451185788862574	2.4859999999999998	1.0	0.14994178340951037	1.3921122258990963	1.5339166666666666	3.5858752198809842	0.9402513219086449	2.1232379152038887	1.4460604958752812	0.45049062440366794	0.48648385684401707	0.20363052173722976	0.3284775422546095	0.5737089661828297	11.832770225508124	0.5789118967876816	0.7683637142020233	1.2453166666666666	0.059798049729927444	1.8486666666666665	1.6266666666666665	0.2597413841618362	1.2494485734835772
7	9,10,13-trihydroxy-11-octadecenoic acid	0.9720761415268045	1.131582943360804	1.0	0.976460199318784	0.9831767685833384	1.0656605963868533	0.8402419896930317	1.9019666390694767	0.8333174143292263	0.8898404747156464	0.7452212686150063	0.8321757554470366	0.7461944085165655	0.8075913587724611	0.8105164250722958	1.3320166666666666	1.0	1.8462729277102783	0.14096250485518957	1.2799807983242175	1.0125722482386197	2.1958333333333333	0.6973794828682155	1.016060387055328	1.072878083140036	0.6892733220977496	1.0	0.6442240153500882	0.19630837830252126	0.6078123953403093	23.34697564399158	0.7823184511721394	0.9732979139987511	3.2131333333333334	0.19261285744966553	1.456186696380504	0.9000780078007801	0.6186970240673142	1.1206706951929881
8	9S,12S,13S-trihydroxy-10E-octadecenoic acid	0.38445912522943954	1.1485281069776287	1.120292532887822	0.8798951891550645	0.5459241950878584	1.2213574736760366	0.9879597240206405	1.9032886494159227	0.7191035344730475	0.5726150332141723	0.6719526146250414	0.6284535511065219	0.6796145461259329	0.8001174139575842	0.659558489976251	1.207965233531438	0.5865497003307553	2.4631068425076457	0.0856426487207346	1.0760860633285856	0.7194322281621153	2.9820831702249384	0.5379188972623279	1.1266156345735696	1.3280148558112437	0.8149653326927053	0.914080372121397	0.2932497563802049	0.1778153536955151	0.9708211641312615	42.346042197378104	0.4150304749053734	1.3284822068481328	8.085849999999999	0.156355948911396	1.2855228722767367	0.6270723970468517	0.540534302384876	1.3214023790358642
9	8,9-epoxy-5Z,11Z,14Z-eicosatrienoic acid	1.016112105685536	0.9476046341717984	0.6390320794103864	0.48041507862793453	0.6521863805241328	1.0	1.4995643683340847	1.3932166666666668	1.3530844717573949	0.8867809824066182	1.8286333333333333	2.4871	1.0	0.33258686060176046	0.5052716677333513	0.8545962365944341	1.0	3.1832833333333337	0.24436534247802752	0.20794550921605692	0.7885926584422882	0.7486991352524988	0.7332503520085453	0.9732274307488649	2.0163	0.4919242436664753	0.6181998021760633	0.3265199503689675	0.34766116809276737	0.490857773959995	3.6935459377372815	0.3873241709648891	3.530907697384529	11.2252	0.25263397791629155	3.3373500000000003	3.0115166666666666	0.6412448700410396	1.142782395914883
10	5S-hydroxy-6E,8Z,11Z,14Z-eicosatetraenoic acid	0.7964066361487738	0.4546971542757519	0.298271237615296	7.252708935863374	12.018188886938136	2.281403748398748	0.39248621403725115	3.729109594786461	0.15154160272966277	4.902129522205397	0.6855466956356916	0.1027306892532911	0.2807631803467659	0.09183454116274761	0.6316386457985801	0.07683501685757532	3.930881401808924	0.7172907583783248	0.13863308889215248	0.37282013316221957	3.0784954715989206	12.537264790268425	0.2538811635651398	5.056420392809609	0.28142500673933635	0.1095927969935879	1.2625688715445609	0.05448787088758182	2.9776322235749557	0.7023887487345063	2.3101836109512415	2.255049436806874	1.4896683904710497	1.1870404028981751	0.028761517662987953	2.98021484925331	1.2418271522954891	0.4028017090719148	1.1477107653863812
11	8S-hydroxy-5Z,9E,11Z,14Z-eicosatetraenoic acid	1.0844500695998125	0.631693954626872	0.5522236340533672	1.722483244847556	7.812526621656106	4.114141144983851	1.2106695007475057	4.159283917140526	0.2649479560668874	1.5189473672188105	0.44115850183322297	1.109879552188995	0.38625137954485017	0.21652489225047356	0.5767061401856923	0.36383049976000625	2.133217082493793	0.9366325622266821	0.12843828998875748	0.28922067967864623	0.9768669640933144	19.286549860302372	0.5341762234990469	2.440377212663299	0.6267638787283192	0.12425003775553636	0.7469883170487138	0.23034700403225003	0.6817741719363916	1.745170199657516	1.7816459416421913	0.7013625306402512	3.1927067841208103	4.075943711454375	0.022249473116068674	1.653235795919321	4.562711829905039	0.37867943557480843	0.7139109866900635
12	12S-hydroxy-5Z,8Z,10E,14Z-eicosatetraenoic acid	1.6380819281139867	0.4697018491693345	1.2678513477030795	0.9640516125514356	0.8915457601407971	1.0002727177511954	1.3234627705477522	0.8059572204915649	3.6140347259883856	0.15086034875004173	1.698392239461791	3.5675903583831885	0.6806278915285328	0.41439713110643	0.5788168890385087	4.269246435298031	1.30342747317486	1.2403623660561423	0.36908128377060695	0.07197480433487753	0.4340131208187072	2.947672898297037	1.239616857224576	0.6431968148906614	0.49791064750397046	0.326231077598618	0.36832303612502254	0.390682053326605	0.632687812213988	1.100627902282562	2.266887366064891	0.09448431822317731	3.1943119591034415	6.831326135147826	0.1662213253932567	52.11898449160707	4.264678232010994	0.5718151636514777	0.844633724527762
13	15-hydroxy-5E,8Z,11Z,13Z-eicosatetraenoic acid 	1.146987518199218	0.7473533695020635	0.6864551035594691	1.1059902016771364	11.792816529933337	4.210932793993865	0.6508268781947567	4.129979253112033	0.3354914364388343	1.32870813007468	0.45780823396402925	2.335409444719567	0.7325699642954739	0.2615415977423252	0.9106564059734734	0.28979693973067405	1.0769772695080402	1.036175698718155	0.11081607009007463	0.2666375314338117	0.7695510084180186	8.625824835032994	0.5865116633246187	1.6708836678398173	0.5474986252117668	0.1478487039721921	0.8934491711603754	0.36901346087665576	0.5191464354231691	1.1678529809445308	2.1291799313732134	0.3770292077047658	2.6469310335416614	4.096468137486981	0.027284098444163418	1.67676371466767	4.082959767069225	0.45163823449769847	0.7072536244365123
14	5-oxo-6E,8Z,11Z,14Z-eicosatetraenoic acid	1.0886510876989628	0.6526172391017174	0.6768981821772185	1.159438775510204	8.248146061497167	0.8847068847860593	1.9139689526243553	1.9177678654400152	0.7752576579486972	1.30228121513912	1.97099793516199	0.6179436617606262	0.5052014062129305	0.9712735252073678	1.0952876178095547	0.04603829624613653	1.279329373604617	1.3347948237697937	0.18971474859688708	0.7172449609516625	1.0603028391167193	3.8218393593787914	0.4182179423624149	2.960503878643313	1.4528928509001924	0.4622590747920145	1.0702992659514394	0.12047646008825577	0.6199528147532842	0.36679553523388503	5.543503065787654	0.786436860767033	0.7464066731665042	1.1318716325710885	0.023505356636306828	3.17176930161654	0.5052589079114331	0.26479801998864433	1.3220964024451347
15	5S,6R,15S-trihydroxy-7E,9E,11Z,13E-eicosatetraenoic acid	1.77435	0.39757501912409365	0.3516614047700916	1.6100333333333334	6.397845325125048	1.48660914220882	1.6388	2.1363981955496985	0.2018405255207983	1.3769970803618434	0.938295136864451	0.4515997922640955	0.6890848952590959	0.3845907313633742	0.8295118875318453	0.13231554107006807	1.5544633842133397	1.143511489017107	0.17494657469335465	0.4885022579652531	1.3879666666666666	3.957233333333334	0.3336373139971975	3.604916666666667	0.4865344732405294	0.1969201685636643	1.259512665862485	0.22700015511677266	0.5861075023478047	0.64254929794257	8.113184766724881	1.050361626472509	1.7988562332824627	1.0915541832500038	0.05246793334530168	2.1166	1.3787205348144174	0.5234430933187595	1.0588519191460368
16	9-oxo-15S-hydroxy-5Z,10,13E-prostatrienoic acid-cyclo[8S,12S]	1.25935	1.0	1.0	1.0	2.9778166666666666	1.2337428571428573	0.8324667628280388	0.8827943383456434	0.777549850008823	0.6482982171799028	1.1102833333333333	1.0	1.0508166666666667	1.052	1.0	0.636008199837987	0.9310409037303705	1.6161666666666665	1.02795	0.7408230544134533	0.8797009016934243	1.5054833333333333	1.0	1.2047170874661857	0.6366520590388676	1.0	0.9362711441233381	0.8162487926319942	0.5049473885594031	0.7420140735335947	4.959266666666666	0.7610736211882896	1.3835666666666668	1.0	0.1702446415499072	1.522822149917122	1.0	1.02625	1.0
17	9-oxo-11R,15S-dihydroxy-5Z,13E-prostadienoic acid 	1.0	0.6119826196936007	1.0	1.0	2.585185072677289	1.0	0.5053619598128269	1.0	0.31406541982694997	0.5916260812677183	1.4966166666666667	1.0	1.0	0.8046697829407138	1.0	0.30479407303035644	0.7443614619259111	2.2789	0.45462811420258226	0.32191259000139494	1.0	1.9705166666666667	0.5817448467102329	1.2428900030740204	0.6337671117120163	0.4467909241870267	1.0	0.6033182503770739	0.2537019340544106	0.5441091120139292	7.726806623709554	1.0	1.8348333333333335	1.0	0.20819876123764383	2.6557500000000003	1.2790166666666667	0.7118028780563036	1.0
18	9S,11R,15S-trihydroxy-5Z,13E-prostadienoic acid	5.1116166666666665	0.3156781555977629	2.49052	0.9502907155918067	1.13008613008613	0.531962053373526	0.35434720696529554	0.2888837531777213	4.146516666666667	0.08790951180917775	2.95355	2.3322000000000003	0.784696833266433	2.3601166666666664	1.0	5.669	0.583803295640601	8.814599999999999	0.8476074952814946	0.14504209846908064	0.2169801427006072	0.540180420260367	0.638941569583672	0.12583839832886606	0.22767287960658128	0.48415990187692654	0.5032079506856209	0.6876949488599271	0.24632361997191915	0.2062387213199278	1.0	0.10275556164477403	3.3006666666666664	1.6317733889266612	1.0	9.394350000000001	1.0	0.8013100858576425	1.8830563195025711
