sample_name	group	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20
BS-082D03	2	-5.108803530853647	-11.398044000750254	-0.08941389433291179	-0.49516046231626776	-0.12960980360524232	5.340480205858099	-1.2017797475483682	0.5092333293260486	0.008914653819921478	2.4211099821168753	-0.11473820134638779	-1.070650876612742	0.22205901267056002	-0.26528892847344454	-0.14446145427836143	-0.11620378042478147	-0.22603156086778195	-0.050585019112697555	-0.20294915297979016	-4.05264156301653e-15
BS-364D03	1	2.3107043104522966	-0.3131801138243203	-6.788528025418828	-1.6493165823939544	-4.425995773503093	-3.9507363828956295	-2.379613114149839	0.9374073080677048	0.3035376464465675	1.3756509649436597	-0.8881823212805532	-1.3134516539846877	-0.44600935037657413	-0.8201640196158521	1.634817030702371	0.16990894492896885	-0.1646312884712987	-0.5383378105018737	0.2303921362704899	-4.1057511973638066e-15
KT-193D03	1	-3.381033226636764	4.693800025898342	0.37627698770673473	2.577291663344961	0.940631502893013	1.148769878396098	-0.5029917546709408	0.5682681534331006	-0.6646896596397059	0.01866432508436923	0.4551435926037017	-2.327127308633029	-2.6834257380077657	-1.134215686583429	-0.8938629052163133	-0.9463101439276778	-0.841429064911365	1.0213921436544362	1.5336617002011639	-4.1927139905167965e-15
KT-247D03	1	-0.9140705302344965	4.272171876828936	0.5677366170158232	1.8887107562321437	-0.6664671293680166	1.4229022983108603	3.10122075745462	-1.9496926045164535	-1.3543643530808733	2.067104627746497	-1.3824782454248816	0.5195436973792822	0.21802885499078645	-2.110290407650341	1.3055993728200415	-1.0840579183568904	1.0130211692402427	0.3830206211860602	-1.3501998835738527	-4.054237179485641e-15
KT-312D03	1	-3.335051485282731	2.684959456337859	-1.5994063680299737	-4.716570835434074	4.647966585582788	-0.9905187141326912	-1.1071059536297754	-0.9360310236986025	-0.4012334839521073	1.7649075598093251	-0.4874771012612614	0.6909606269584005	-1.0867477503003125	-0.31945788748429665	-1.9972867206040397	0.8017310234832397	1.2909172537457303	-1.2973723517051134	-0.0414871305670187	-4.616055677959438e-15
KT-313D03	2	-5.586070867307193	-5.2614831880654735	4.319448941742154	0.7684279132351198	1.3930746297022643	-6.629339763276282	2.8715492511500376	-1.3724386490975797	0.8457258049524028	0.9434888690681755	1.2441103656757537	-1.0419411325452241	0.011227082268286203	0.23118487012382083	0.23279454318966247	-0.35730733019772914	-0.5661934432353254	-0.2731043897353828	-0.005785246872334883	-3.925387530934939e-15
KT-347D03	1	-2.5865983804330717	4.310812724247494	-0.8427741938348748	-3.3955871115779765	2.093383804757104	1.7151684404632672	-0.6850787108311631	-2.5508724540920347	0.6333496377946276	0.5176303153846007	0.8369803152781934	0.4548776631664341	0.0793250219743132	1.266119508840356	1.6653860507029599	1.1666970663623606	-2.1532874419179144	0.8892372307355385	-0.5434946613401911	-3.5149170072748193e-15
KT-412D03	1	1.4231814186114866	0.6314643376311576	0.6622942608051687	-0.7491286586834607	3.2240087979667664	0.8411859583551383	1.6943750522253402	2.2159495926922137	1.3183414078610391	-1.353563799265623	-0.24021507667122338	-0.35716608341213396	2.469195733286364	-2.436687207294045	0.9234276915995645	1.414802782702377	-0.005790113385968722	-0.23677663290141257	1.3023399367715716	-3.800531493186553e-15
KT-417D03	1	-3.538241638954124	0.643413851290688	-0.3941177759009336	-3.313556013118318	-5.854692433106762	1.6263739955777763	2.5041041708715985	-2.963877015698693	-0.6538933928634579	-2.657750070905294	0.3936547120563649	-1.3919749818840308	0.7570636373490535	0.28853958435656496	-1.265149888315246	0.44736820843917013	0.3859897025531216	-0.4137672466801498	0.47761083362722734	-4.041999466721639e-15
KT-445D03	1	0.5038800658625967	-0.5924972662493277	-1.4327710702305587	-2.1238200592267513	1.3992777917564505	-0.48210053734152064	2.4104462653581296	3.821424369635876	-4.977101169199467	-0.8280322437403436	0.38444428517878027	-0.2807206580025207	0.010812715382375881	1.6538844436215603	0.45964116163213553	-0.18145543071730116	0.05341408171934202	0.34688793266449647	-0.40294864313165435	-3.775249759799861e-15
KT-522D03	1	-0.4586513259337415	2.99160597277117	-3.866550779688464	4.625083063713517	0.5655530970788155	-0.8187467273216248	-1.0869683131277996	-0.31021997757125896	0.1483241519112672	1.6659923521014741	0.5401042473197357	-0.42285146155438	3.357538737597068	1.3747595066317677	-1.7373221864808237	-0.48542402435283716	0.08031434578615272	0.6753353963607351	0.11961343931833805	-4.565138350948374e-15
KT-525D03	1	1.7063314642548422	0.40119356708749343	2.846818222046158	-2.9638190009496226	-1.0691994088678476	-0.30076282058081155	-1.6079615925926178	1.0981665986960119	2.234402380370202	0.05261531075400271	1.9225071476307933	-0.09970006030040166	-0.26701227305717273	0.5996189270422946	0.598215384432683	-0.10002087813627178	2.286215540751878	2.009520860334155	-0.08303206318082615	-4.350088021417978e-15
KT-537D03	2	-7.097762916372758	-4.067856514482857	-2.998406642836919	3.6978114908989004	2.115463650882186	-0.7723881602706423	-2.41849885095137	-2.0247994644850977	-1.0057958597198815	-3.6894546078020922	-0.4553730613922882	1.916321878939035	-0.4694748145481479	-0.1375102000026595	0.9882122236336784	-0.09692444388114614	0.811368487056257	0.3018372213789252	0.2190386692819041	-3.680575319283714e-15
KT-538D03	1	0.012571113999933176	2.460332805236508	4.844065613572798	4.336673310575892	-1.4491242924473327	-0.0592991852129114	-2.6733401218957997	1.0938813703737726	-0.7133513932596792	-0.7180047498059949	-0.18303169538895864	-1.5892261155842646	-0.3228895367173828	0.033202654460512036	-0.20825597541995275	2.2372129129524057	0.0540601584286845	-0.7892068292809776	-1.5281572141247661	-4.854782260075977e-15
KT-539D03	1	2.536273385973553	-0.16351287036384585	3.4419646598956417	-0.5614159844454936	-3.4171047619320305	-0.6504933404735117	-1.9014909145658971	0.3976365720070395	-2.019783277134748	0.9991175586204114	1.8907186282098756	3.8481918099846792	0.37291350165166226	-1.3319097308093752	-0.7033409335435367	-0.2173434477860514	-0.9496838351633674	-0.151116875630206	0.6577930721888462	-4.192770547920944e-15
KT-565D03	1	-4.019782099380688	5.023959263914886e-4	-3.2599332390766147	1.139328424246125	-1.534642252100463	0.1857735875052745	2.989399527554589	2.909000350160703	3.4826840553275	-0.8749368633968986	-0.41537758513079254	2.0915181852689533	-1.2809553234417175	-0.042184403393808585	-1.3185858283544734	0.22982087628673906	-0.6912563753066572	0.26080539426903493	-1.0811728378414553	-4.0693006972643455e-15
KT-663D03	1	18.476360998113048	-4.598455228690286	-1.3007367256453142	1.1620662099558463	1.4305179606636838	-0.24428184369098963	1.263489006460147	-2.160446722224201	-0.18138347384592013	-0.3377526395355408	-0.4914299368291484	-0.11915409087907648	-1.0012535462101855	-0.11251745564452868	-0.8927444073986445	0.7728082953082799	-0.18935347915052306	0.7308931073045947	-0.09430866162760182	-3.2788554276175417e-15
KT-695D03	1	4.828851276066629	1.9085829166705703	-0.677548750132923	2.6262076929871814	0.5015481724972818	2.6221054748620025	1.014726282061117	0.01664115338045119	1.3559259273318913	0.16443422947287328	2.653996765388601	0.26132180409266687	-0.7358790194297864	1.4584443547886217	1.3525025937012267	-0.930619484634354	0.5358096804706717	-2.2348356411949784	0.5042069287561189	-4.19017610304797e-15
KT-705D03	1	0.1942206932834908	0.7881840540778927	4.026044360600962	0.3531664753881553	-1.207921254111419	0.1512132964960332	0.20156125436939623	0.28234115766826934	0.6157284961553903	0.8734793480994375	-4.467243244659894	1.091458763498405	-0.13306526735367932	2.206157966095076	0.4623075435743838	-0.024084074932193483	0.10940102552958715	-0.06348764786647564	1.3690720928566003	-4.664200688935734e-15
KT-723D03	1	4.033691274771344	0.6080051984218601	2.165537801742895	-3.206392292431916	1.4433311152618338	-0.15530566062794343	-2.48604249354141	0.41842795594273513	1.0246619007250413	-2.4047004687499194	-1.1961135899564026	-0.8602300058953655	0.928548322272237	-0.40168588900879637	-0.4618932963773041	-2.7005991531163227	-0.8328548428714757	-0.570339463278702	-1.0801933140327653	-3.973263373891018e-15
