feature	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20
CAR 18:1	0.03644139293661454	2.0384586782792224	0.04050159157038067	0.011320534239787627	3.9960218834756924	0.5992663486861927	0.26228231384305495	1.1916224407413718	5.059521231057956	0.5258447020925836	0.07547849149904742	0.004378469604488201	6.607065376126878	0.5619932904213777	1.972177171383173	0.18510460045267588	2.520141345836938	0.4698877608097281	0.04298417853280786	0.030959205291867173
CE 18:2	0.09570917775388244	0.057630964595733455	0.5156764549027317	0.24661419823493455	0.010552249726873702	6.6446844172325035	2.846631016879442	0.04093660199245518	1.9276280906350007	0.003136385749611623	1.4870537991814792	3.7455526075381957	0.1821526582186225	0.774319664461518	8.985155510692996	5.209846956026738	1.4669649524789667	0.7181684371616581	3.2338707959908786	2.0735071238219815e-4
Cer 40:1;O2	1.0384455177358445	3.4476489435935083	0.07204051902152553	0.07284799720979124	1.1615355980082238	0.6094590586996154	0.04978720354437476	0.9112161482263998	0.06813434314331378	0.05831498015963284	0.3179089225156166	0.0033376591648315614	0.10012005823754971	0.014407876454147425	0.5190770509654564	0.417079991819372	0.04767168001480034	0.011372559976914564	0.01659947640218328	0.4545481809639898
Cer 41:1;O2	0.7411428894223161	1.9705164439531935	0.0754473663103157	0.01584366090082724	1.6917716114001657	0.28773457445648576	2.278451375174492	4.721121807413604	0.0855326825065311	1.500742035212772	0.15729633423045727	0.826377888341063	0.31450248762142397	0.5337951370662127	0.5070447268945594	0.6434261633827455	0.9851901915094677	2.9027404592888134e-4	0.11543152151498473	0.6422027224396741
Cer 42:1;O2	0.22457303477425475	0.7090514298108309	3.6073491863786944	0.3785836320433239	1.3634984103909715	0.5525594392911692	0.9338337488440436	2.5596445156723537	0.09616280642804692	0.9091391458407426	0.7544144099783776	0.09358478876536332	2.5404487558099724	0.014048171786686688	0.5851717642975338	1.4098304614278206e-5	2.887680671476191	12.991975087112342	0.024354799146782027	1.6120551308926208
Cer 42:2;O2	0.14081790252671347	0.06614841674706423	1.1617138498552695	3.113224865753569	2.983396515354493	0.2114991987723095	2.204690406625028e-4	0.06350214888355982	1.9688264706091025	2.0728600825296426	5.715884408199141	0.09012950455222915	2.737804490872266	4.5677116774356055e-4	1.2632412900296595	0.34581527667277356	1.9155225257674788	0.135233510480547	9.245920922158007	0.1445768211299344
DG 32:0	0.5991852972352225	2.3132510835734594	0.6238259488558726	0.0908421097917766	1.5895015291348298	0.1821457917444719	0.001983462302921949	3.7788008178612547	0.5981149493696417	0.7941290468014388	1.9546971676032658	2.432599200495825	0.3442232826691664	0.46634528149691196	0.5686927156129054	0.009082604643007402	0.27207336468228815	0.46135794657253704	2.0845800240285297	2.0278224550253534
DG 34:1	0.16753937426577578	0.5017275991467973	0.7225861638231974	0.10743062700557744	2.4955189185229756	1.7943384909177111	1.1867538481797983	2.127965503696473	1.707430299307224	1.0656637841893088	0.6078895267697123	10.497102444671022	0.3818142004964672	6.049736566184082	0.2971807108263508	0.02214967747535787	0.08689011615418316	0.23617864888623818	0.02628222733406301	9.947485718516056
DG 34:2	0.9347590313233147	2.885493832507556	0.0026137041722841666	0.5524350035403475	5.634468302018161e-6	0.3518267251579293	0.7816470308878866	0.01259741583649935	2.414804742862477	0.12579936395384236	0.0017982685342276365	2.6392112822383336	1.5647181144883904	0.3207726327998042	0.016253515778622853	0.147908257657318	0.550559664903474	1.4253550195150948	2.348029251602918	2.33027931415852
DG 36:1	1.0827454700482542	2.113753773528061	0.04348546412571457	0.01145207815238513	0.6313738245233818	0.024423521613503796	2.6706684431136067	0.7014154025936503	1.9460255383587397	2.855561539231163	0.11115545403529456	0.37442593229622445	0.1826055589171541	0.9656150042694884	1.0672072496964762	0.14737906603862497	0.15663349011498007	0.15577398719653934	0.05351977122718131	0.8373873573381426
