feature	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31
LPC 20:5	1.7252194583537273	0.0012700188585287318	0.24790822665647494	0.014288659457391847	0.05986901218543454	0.01126379585171041	0.0038366359512211072	0.0033204253385717883	0.055024139937400844	1.5793756601148328	0.27702988686768343	0.034210484451691364	0.09072988152205294	0.4012727596792761	0.0018696494720352285	3.264359744195966	0.02041783268554047	0.975417194162909	0.05580653737733002	0.05581272681195431	0.03726559094845502	0.012639328537759474	0.1347817133044918	3.066537424209049	0.018578667162631877	0.002522048374492988	1.7111028554671526	0.014510853630378094	0.7828864644765099	0.7545492814321434	0.11090146478945909
LPC 22:5	0.004022762115630727	0.020026240988780447	0.813926055310583	0.01887501452092317	1.4497298908262077	9.71805193578802	0.6402789458121995	10.184750749917333	2.7756666316796093	0.6226279295838578	0.09893043421933989	2.031459053314501	0.2588363964938705	0.1359884189523902	6.9800378301210015	2.15587163504539	3.4560368199402554	2.011830965335543	0.4823908498099212	1.0358543907293452	2.2422691614895864	1.0852212424045609	0.11633270087304724	0.10741771908526694	0.7587517877030351	0.14918730611379213	0.23453902368890475	0.17221843698552192	0.917938564658918	0.05583837797296567	0.103177670290106
LPC 22:6	1.8056187329033482	0.008389518855717702	0.013856356092548382	0.18612981970722828	0.018831414885992274	0.062109102653984796	0.029062660964115927	0.6326468417763588	9.135760372675504e-4	0.014957350451957487	0.009072988962149024	0.029676502598385633	0.3656297718797385	0.3334442367331594	0.5091424316970516	0.2609550683668061	0.6032870349391513	0.09545482071122727	0.8428339407917559	0.0010833212873324015	0.11569283168964933	1.2761130246427892	0.009805490485452052	0.4851513059892786	0.011927920167842426	0.03029034293760372	0.12495749699201136	0.014306663381670678	0.17747553844574182	1.1281035723041286	0.18328620419338418
LPC O-16:0	1.7846014772422454	0.02749337288850044	0.10720051855840934	0.3322158969561279	0.0031923353659693713	5.437118378292988e-4	0.6342977363196737	0.019258230713170083	0.031016631814930466	0.33118184998777955	0.22292664889505462	3.0215215132037613e-5	0.0071730530262288485	0.054331203384220705	0.015929591884094534	0.026739382135028723	0.11516606781301726	0.1041564802024707	0.020990747676072802	0.8735214044571076	0.16560932586966823	0.15856060205971623	0.5488789725432948	0.44112035839807306	0.23624618629037133	0.29691077081943335	0.031804794837695174	2.1689181460367095	4.678517905929793e-4	0.2846815527610526	1.2847647723389435
PC 30:0	1.2974000292399133	0.0025149364031447304	0.29755113358202173	0.1241433758662606	0.2766238203220264	2.1909784386463773	0.0014256074807772717	1.2096742803054827	0.4527705356404058	0.9518391261707252	2.9414923938639146	0.3094024709646598	0.07506942767097756	0.0065637865958124725	1.2687649414064477	4.495164873638115	2.606255490986025	0.49268234270588707	0.11429413684942663	1.390667675001716	1.0254714451771891	1.2527953747383682	0.19516304457364933	0.03897977309992048	2.093530266959342	1.6578500837396708	0.018492867982474206	1.3706959507987277	0.2686610733208259	1.219093409449912	2.1679434778243108e-7
PC 32:0	1.6127275122382956	0.3398802475691985	0.11268717446613043	5.479580986486216e-4	0.42013325313149485	0.2728687992351378	0.12874781447892322	0.08735740501290112	4.4417264565682564e-4	0.035843781494867076	0.19019818666212857	0.35430054297417846	0.03576119671589702	0.8494336628976673	0.00502116949010409	0.00666768388621089	2.7314821664693416	0.04013802513378275	0.010220142686407713	0.0063202049013986895	1.3913351968920138	1.0293241220959646	0.09781010430399169	0.0016109458157126256	1.0599475376365473	3.8988919073662505	1.5497490975469292	1.0911351883604226	3.5431920979325717	0.13582890558942484	0.046956163844991135
PC 32:1	1.5171006661104471	0.004230252075706511	0.08433724616747217	0.11078054690392171	0.0032497158781395964	0.6354411158630126	0.44232197343008756	0.7785529924828023	0.5867520269083616	3.4117882824080206	1.4805653692835177	2.742643257026201e-4	0.02324063282967965	0.5341800393174784	0.05090850110068046	0.4188719621249889	0.46403399766872533	2.8142396468620463	0.046573481222346794	0.5877054692002619	0.8642913315511949	0.1257472625793566	1.1257184057399132	0.6086709061655009	1.1272812426933425	0.045205613547593414	0.49141211324794287	0.6419527260743867	1.23206934720833	0.41188926122591635	0.0010010838771041322
PC 32:1;O/32:0;P	1.1440756900091056	0.5238578007311611	0.0010868884565052193	1.1206959219348938	0.3482356780997255	2.930527128038209	0.12127566223252853	0.010490042262983232	2.482458030056621	0.08805310318549128	0.09293727186580356	0.36752828406501165	0.0016024487829620496	2.151956931976145	1.1711616640635623	0.062123719660480525	1.812925692906641	1.2779716453772942	0.2685406972610742	1.1247142877268317	0.46988583167672276	2.744644937504491	0.8168200446406533	1.5168884244583054	0.034325608684018155	0.010272313630067241	0.12769383571099444	0.10005973727082579	2.0997390933867277	0.013040112172499894	0.07084097359352765
PC 32:2	1.591638516435011	0.07978726210631891	0.6004102201395908	0.11007486656074107	1.2038536643965827	0.5092525958856249	0.1412792750301952	0.02503447040360764	0.007670534302802969	0.024695274864330926	0.008289476996688092	0.2960622084169408	0.10058054249892433	0.07789270910895517	0.9175426138194249	0.26306080952657857	0.739131674990299	0.04996031512747818	0.3687118271487351	0.19442096859792188	1.0565504805085988	0.11896656268742946	0.22586872559176477	0.07888300479196605	0.009528394234565174	0.02255744584458351	0.06615006486912048	2.1023468896446253	2.99091048868666	0.72749040508621	0.007132094515643583
PC 34:0;P/34:1;O	1.3759769126755828	0.7615084358258309	0.00462620952358891	1.2912321949923807e-5	0.9814818124533109	0.04112530418058313	2.134577905326633	0.17312366800923487	0.022324300311962187	0.036834547443032696	0.2174586809919764	0.094914060817311	0.008858692016810915	0.22367335360421337	0.33552198339404593	0.23078448651020828	1.6589982153156355	2.1068276863459925	0.019582164705692157	0.21871426604595517	0.05012442329080356	0.04154848899975776	0.41634504142716044	0.5309372924793884	0.09032670090721877	0.19755602234869177	0.08886582517339842	1.6945714050585556	1.0927699130462227	0.6053649367161398	0.2682159118935933
