feature	BS-082D10	BS-364D10	KT-193D10	KT-247D10	KT-312D10	KT-313D10	KT-347D10	KT-412D10	KT-417D10	KT-445D10	KT-522D10	KT-525D10	KT-537D10	KT-538D10	KT-539D10	KT-565D10	KT-663D10	KT-695D10	KT-705D10	KT-723D10
LPC 16:0/16:1	0.00	22.50	13.78	10.44	14.74	10.74	19.21	17.83	12.90	18.64	0.00	14.40	11.14	0.00	17.69	15.14	17.75	22.62	14.87	14.66
LPC 16:1/16:2	22.51	63.51	59.23	45.90	47.08	18.92	58.01	61.32	41.83	49.85	23.13	67.57	33.28	47.99	35.87	50.88	55.77	62.99	45.97	33.96
LPC 18.0/18:1	0.00	23.14	0.00	16.86	10.62	11.45	19.46	16.62	11.36	19.98	0.00	15.90	16.84	0.00	20.00	0.00	13.72	17.61	12.22	13.71
LPC 18:1/18:2	0.00	13.65	0.00	10.74	14.38	0.00	10.99	15.50	0.00	17.29	0.00	16.52	12.65	10.27	0.00	12.56	16.37	18.72	13.57	8.18
PC 30:0	0.82	2.14	4.29	2.87	6.67	2.97	1.03	0.66	1.48	1.09	1.58	1.47	0.97	1.12	0.99	2.59	2.17	0.73	4.01	0.84
PC 32:0	6.30	16.83	19.46	16.71	26.53	7.70	12.76	8.25	16.26	12.26	12.66	16.39	8.77	10.28	14.04	17.46	15.36	10.48	15.20	10.85
PC 32:1	9.33	15.70	38.69	17.27	50.39	10.11	10.74	4.43	18.00	8.30	22.00	13.74	6.47	18.94	19.95	19.74	23.43	12.73	19.13	7.28
PC 32:2	0.00	1.07	2.43	1.25	2.50	0.48	0.88	0.82	1.46	0.59	0.00	0.76	0.68	1.05	0.64	1.02	1.25	0.76	1.52	0.61
PC 34:0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
PC 34:1	170.24	338.61	494.92	379.98	462.98	106.69	249.96	141.88	319.14	250.27	304.57	379.71	178.12	300.40	380.06	377.45	319.48	257.03	331.55	177.73
PC 34:2	88.29	316.00	500.70	474.54	551.49	70.67	355.02	273.15	526.49	225.99	140.82	454.69	270.19	389.47	235.88	383.64	320.84	234.94	408.34	227.56
PC 34:3	3.49	5.89	15.60	7.71	15.16	2.27	6.66	4.24	9.69	4.46	6.01	7.44	4.41	11.17	6.23	8.10	9.30	8.00	12.17	3.74
PC 34:4	0.00	0.00	1.41	0.66	0.65	0.48	0.00	0.60	0.68	0.60	0.00	0.00	0.00	0.61	0.00	0.00	0.00	0.00	0.97	0.00
PC 36:0	0.00	0.00	0.00	0.00	0.00	0.00	0.88	0.53	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.18
PC 36:1	38.00	72.26	90.12	66.54	96.08	20.38	36.69	23.01	46.81	46.27	77.61	75.97	35.16	58.20	106.89	80.34	87.59	59.92	88.17	27.01
PC 36:2	80.75	190.22	267.03	234.68	271.16	61.63	173.29	163.52	237.03	177.76	141.42	222.15	145.17	218.60	164.42	255.31	200.49	168.76	257.41	142.14
PC 36:3	56.67	106.43	162.70	128.44	161.79	34.12	104.76	75.19	124.51	100.10	61.67	185.28	73.55	103.65	103.53	144.51	113.11	107.36	113.31	63.52
PC 36:4	59.40	105.38	232.62	151.24	143.55	48.50	128.17	116.05	149.65	184.45	82.99	181.99	89.40	145.64	169.50	131.49	120.23	116.07	148.83	111.33
PC 36:5	8.43	6.39	26.01	7.34	14.85	3.29	8.80	9.07	7.28	7.54	10.04	10.42	6.61	9.13	6.09	11.89	9.26	9.93	12.77	7.97
PC 38:2	1.46	2.70	1.11	2.19	3.62	1.24	0.64	1.38	2.13	0.95	3.34	0.88	2.47	0.62	3.89	2.32	3.06	0.73	2.08	1.57
