sig_pval	feature	mean_ctrl	mean_mild	mean_severe	sd_ctrl	sd_mild	sd_severe	method	statistic	pval	negLog10pval	padj	negLog10padj	sig_padj
yes	CAR 16:0	0.0021839740527523663	0.006328295478489488	0.0017853234492945264	0.002343440179158627	0.002661301668263027	0.0021262769840434143	One-way ANOVA	6.07950268216427	0.005212844641821054	2.2829252181394004	0.0069693466406955396	2.156807934045558	yes
yes	CAR 18:1	0.003440695827753697	0.014095066833078415	0.007289173734799259	0.002614762842977772	0.005032828092229661	0.003513280859605749	One-way ANOVA	9.108200550165344	6.073962489467512e-4	3.216527894450611	9.001173327765107e-4	3.0457008753872867	yes
yes	CAR 18:2	0.001251741486254019	0.0063508252946560834	0.0011549021690660166	0.0015036813415337312	0.0032863807929045218	0.0014449615196748648	One-way ANOVA	11.426714130473236	1.3664219360220393e-4	3.8644151745994075	2.2712148396042002e-4	3.643741782890986	yes
no	CE 16:1	0.009759966930858082	0.01126967149187668	0.003983526759054688	0.00687503336109871	0.024725167766792525	0.007398042043743046	One-way ANOVA	2.7963051168164883	0.07396872927471328	1.1309518420757094	0.08271048818899757	1.0824394157945365	no
no	CE 18:1	0.005037467694389948	0.007019130041005992	0.006048753543842027	0.005453897276819161	0.006433000531790872	0.00800820602128643	One-way ANOVA	0.6318924778128858	0.5372237989631619	0.2698447563729494	0.5461035311774289	0.26272501525000164	no
yes	CE 18:2	0.09478090629764908	0.11561210126152273	0.03624918695432095	0.06817588432545796	0.07629452598669528	0.03892692476145076	One-way ANOVA	4.017906525419092	0.02635777544062581	1.579091246378068	0.03209907306135618	1.4935075087213125	yes
yes	Cer 34:1;O2	0.004494192102020043	0.004113829086194159	0.00884533566149232	0.0071645229955489805	0.006935876621539141	0.0064354728197831	One-way ANOVA	3.278696897895351	0.048875025537486204	1.310913002674615	0.05566322352880373	1.2544316467221668	no
no	Cer 40:1;O2	0.008265313552303904	0.013724903435096029	0.01557767502762683	0.0030489313254029606	0.00834556441582621	0.007931923799091857	One-way ANOVA	0.19424965878453274	0.8242866504825741	0.08392173360128188	0.8242866504825741	0.08392173360128188	no
yes	Cer 41:1;O2	0.007656838062351912	0.006260377703562216	0.008152618338011995	0.0026772462362093298	0.0078748209044106985	0.005984688320670593	One-way ANOVA	4.13578857244936	0.023930834470824593	1.6210421572262708	0.02943492639911425	1.5311370457868727	yes
yes	Cer 42:1;O2	0.032241484030603146	0.02975926983054136	0.0068050222110482995	0.009448774751642573	0.024662607850261874	0.013408156276518337	One-way ANOVA	16.208820022599113	8.801156848378553e-6	5.0554602392309125	1.8042371539176033e-5	4.743706378175157	yes
yes	Cer 42:2;O2	0.01692280845009176	0.024999921308881706	0.025975605503183587	0.005185203050869742	0.01277472983404094	0.013029674790423997	One-way ANOVA	3.36884346344378	0.0452792662833471	1.3441006191801064	0.053041426217635176	1.2753848068106466	no
yes	DG 32:0	0.03816522460898711	0.0035098668347236838	0.019253219539271765	0.017333001251310678	0.007447121053424298	0.012961978087293751	One-way ANOVA	33.27692097131761	5.384642746527058e-9	8.268843105431698	1.5052524041427915e-8	7.8223906704784865	yes
yes	DG 32:1	0.029031826842297694	0.002435591041539926	0.005122173628990643	0.010945601597920292	0.005028497762406753	0.008098599971626166	One-way ANOVA	26.95534388250408	5.989015588568876e-8	7.222644556506602	1.601410689986895e-7	6.795497276748779	yes
yes	DG 34:1	0.1491062145966579	0.04251238297845179	0.10439311826385525	0.05324365569122913	0.025501140280089936	0.05359559952975449	One-way ANOVA	30.75068394127593	1.3584700135151053e-8	7.866949943634499	3.713151370274621e-8	7.430257345970444	yes
yes	DG 34:2	0.06936697851898001	0.003176829585022058	0.020765826315976253	0.023377125565791877	0.006588745679541214	0.014120037091564779	One-way ANOVA	60.92051630899971	1.967532492861214e-12	11.70607808674333	7.117838135939098e-12	11.147651892346188	yes
yes	DG 34:3	0.0065461486258576946	3.248718896902747e-4	2.5209393705979776e-4	0.005681772944724199	6.320725370866095e-5	4.242719430109286e-5	One-way ANOVA	11.500928106237886	1.305224467144786e-4	3.8843147937208364	2.213435803819625e-4	3.654933069326061	yes
yes	DG 36:1	0.01419189124916259	7.666199042538229e-4	0.005523911838906827	0.005248259935100673	0.0014661692260914275	0.005751767286779535	One-way ANOVA	43.56627462130188	1.8829852572707827e-10	9.725153080254717	5.790179666107657e-10	9.237307960143282	yes
yes	DG 36:2	0.09320994746819342	0.03857080880762744	0.10498231637533283	0.03508507317202156	0.022083991925437207	0.0495742167135579	One-way ANOVA	8.206201005332211	0.0011229304984444086	2.9496471227021677	0.001644291087007884	2.7840212973246516	yes
yes	DG 36:3	0.05342527386572953	0.01612319923156187	0.04297264637501321	0.022283554812115386	0.016495106843770712	0.027908519922175464	One-way ANOVA	9.694393662611082	4.1178064461189716e-4	3.385334070869522	6.252965344106586e-4	3.203913978308774	yes
yes	DG 36:4	0.008202831437244375	3.248718896902747e-4	0.0019612387936564155	0.006129960989106192	6.320725370866095e-5	0.0033711742081123947	One-way ANOVA	11.72769192380972	1.1354936512764103e-4	3.94481528964621	1.967122804323922e-4	3.7061685269258873	yes
yes	FA 14:0	0.06175179966689347	0.10110984507607496	0.12235645469882749	0.041419281612087085	0.048662759020394894	0.045445824949074475	One-way ANOVA	3.2999028262509635	0.048002920148193615	1.3187323425062485	0.05518092689932537	1.2582110087520602	no
yes	FA 16:0	1.6580985691956662	2.2567154029360452	3.431574654777976	0.9993619599513978	0.9706102636712781	0.959694294775	One-way ANOVA	9.701609715789262	4.098357708183296e-4	3.387390138684856	6.252965344106586e-4	3.203913978308774	yes
yes	FA 16:1	0.2026782114477161	0.3897000727264086	0.7786499512538445	0.1905113781627601	0.32391238960963387	0.4875185022312626	One-way ANOVA	12.629918120528544	6.589984231391024e-5	4.1811156245908245	1.2098030753150686e-4	3.917285315852253	yes
yes	FA 18:0	0.5396772999369792	0.8885841296264514	1.1740007746641836	0.2729311177641869	0.25851716106669687	0.46345152224177844	One-way ANOVA	13.964386582711189	3.0314035315354433e-5	4.518356247778166	5.82597866216968e-5	4.234631110322655	yes
yes	FA 18:1	2.9047523811789677	4.326207061077305	9.246411886218738	2.6861202980344028	2.8918155392774216	4.3791133272569205	One-way ANOVA	11.490476590321506	1.3136651518604278e-4	3.8815153206450033	2.213435803819625e-4	3.654933069326061	yes
yes	FA 18:2	1.1304082476934796	1.5899756344433453	2.8605528025852203	0.8251211099912534	0.8677737889421655	0.8588632769160899	One-way ANOVA	11.316548954021904	1.4629029852981546e-4	3.8347844738382575	2.3675929893641188e-4	3.625692954679651	yes
no	FA 18:3	0.05194707043516607	0.042458612281052244	0.08226905632318751	0.06155930866599006	0.04732276018571125	0.0393413566172314	One-way ANOVA	1.8333050459706546	0.1741122859395365	0.7591705825444242	0.18622444496141732	0.7299633114586379	no
yes	FA 20:3	0.0298906693737296	0.016198125961482648	0.07324917204726841	0.03000426457765027	0.027737897918644974	0.04201897698205296	One-way ANOVA	4.674903106395778	0.015482651027223581	1.8101546749244035	0.019632639962355675	1.7070212977512504	yes
yes	FA 20:4	0.20448209825802344	0.004253986415945253	0.03946567550241521	0.08374424687138268	0.013001253239661644	0.03121764245442223	One-way ANOVA	55.30016631417009	7.649202802572604e-12	11.116383824517554	2.5428430938281898e-11	10.59468043714515	yes
yes	LPC 14:0	0.015973966378725578	0.10276413069000218	2.5209393705979776e-4	0.007414272840923847	0.18251153287405902	4.242719430109286e-5	One-way ANOVA	17.053216458552985	5.641796039311878e-6	5.248582618393786	1.1964498497161396e-5	4.9221055005173255	yes
yes	LPC 15:0	0.03608877947458972	3.248718896902747e-4	2.5209393705979776e-4	0.008127294982923047	6.320725370866095e-5	4.242719430109286e-5	One-way ANOVA	2413.2502337320007	6.355886000564946e-40	39.19682390091865	7.817739780694883e-38	37.10691878947925	yes
yes	LPC 16:0	1.7787694988977674	31.05281968076723	22.138299063145464	0.3632477772157373	5.5678037673161205	6.120564477346683	One-way ANOVA	691.1381155788056	4.9945193158665705e-30	29.30150630293591	3.0716293792579407e-28	27.512631187160494	yes
no	LPC 16:1	0.03250609713100809	0.4260192570488147	0.21701347228537018	0.008734335123003588	0.23486307936118186	0.17191838848692392	One-way ANOVA	1.6679629450751463	0.20250200747933628	0.6935706671017727	0.21288672581160994	0.6718514174085364	no
