sig_pval	feature	mean_ctrl	mean_mild	mean_severe	sd_ctrl	sd_mild	sd_severe	method	statistic	pval	negLog10pval	padj	negLog10padj	sig_padj
yes	PC 34:3	0.3330060217803968	0.07715569253808255	0.08455957610867333	0.07118086377949723	0.032186906158346476	0.03104904056122432	One-way ANOVA	91.37447060062865	4.853848955198647e-15	14.313913742413725	2.0968627486458157e-14	13.678429995598812	yes
yes	PC 36:1	2.5028786144642345	0.49677049263039447	0.5672117679185533	0.9322066060753844	0.26797900602082264	0.15691619402533594	One-way ANOVA	66.56537873164983	5.52394615669615e-13	12.25775056325121	2.0571937411144285e-12	11.686724805663218	yes
yes	PC 36:1;P/36:2;O	0.157408646770739	0.033087322606246375	0.02318137029133564	0.13958623217289445	0.010456174278526917	0.008163630456137926	One-way ANOVA	72.18275695353772	1.692270349191661e-13	12.771530254900366	6.769081396766644e-13	12.169470263572403	yes
yes	PC 36:2	8.857459520762621	2.273269988064298	3.1034912751004	1.53057479422996	0.46396859712781297	0.7920847840571522	One-way ANOVA	151.7562769106884	1.4698365063720944e-18	17.832730970237726	9.68540628217574e-18	17.013882156833752	yes
yes	PC 36:2;P/36:3;O	0.3649114939256584	0.10740588750226569	0.0635849198279125	0.11336347450392104	0.03881527036405085	0.024433466159780072	One-way ANOVA	120.7580592732129	6.053418695964739e-17	16.217999286262835	3.6320512175788436e-16	15.439848035879193	yes
yes	PC 36:3	5.918639143353146	1.2064878804378267	1.298158358199966	1.2133709805489326	0.3383755255052114	0.4317158763878258	One-way ANOVA	199.88026263298002	1.4697022947983275e-20	19.83277062771455	1.5872784783821938e-19	18.7993468722276	yes
yes	PC 36:4	9.656884605165233	1.9960086486970459	2.3975607743337477	1.8401772388904765	0.7298252237594408	0.7679679053385287	One-way ANOVA	159.79132308217174	6.26279405008147e-19	18.203231869694797	4.5092117160586586e-18	17.345899373263528	yes
yes	PC 36:5	0.6750803551082767	0.11307327384351604	0.12275274542709594	0.1658030740492813	0.028613158562816238	0.03535833733391243	One-way ANOVA	227.42285069425756	1.6326669939771132e-21	20.787102386865364	1.9592003927725357e-20	19.70792114081774	yes
yes	PC 38:2	0.06774207155095348	0.02817161081652149	0.013862037611297033	0.027767786885944563	0.013649443709594991	0.007875345574514685	One-way ANOVA	19.68738825839298	1.5036881422166419e-6	5.822842225019703	3.383298319987444e-6	5.470659706908341	yes
yes	PC 38:2;P/38:3;O	0.09572124827848164	0.0349675394712508	0.015660170049645795	0.02510580658017502	0.01587574566622014	0.011579986327394275	One-way ANOVA	24.58158926288954	1.6154005699866873e-7	6.791719768215846	3.7926795990991793e-7	6.42105384441047	yes
yes	PC 38:3	1.7964526426774896	0.4777821182315393	0.3234073363548763	0.4045969145327727	0.18487708249843365	0.1498506116169697	One-way ANOVA	98.91363442910058	1.4219494049612376e-15	14.84711585616396	7.0908405154241805e-15	14.149302282507305	yes
yes	PC 38:3;P/38:4;O	0.4966398780649757	0.2014125529120313	0.11578007673643265	0.1293753664409045	0.09392461268676988	0.04058783512112871	One-way ANOVA	81.36646087645728	2.8406208927796615e-14	13.546586723038768	1.1799502170007827e-13	12.928136315522636	yes
yes	PC 38:4	5.047522131102139	1.439528728073723	1.4180152543369569	1.0184972068607556	0.4058013375092801	0.2716042616509613	One-way ANOVA	159.975646723656	6.144211192962473e-19	18.21153386485775	4.5092117160586586e-18	17.345899373263528	yes
yes	PC 38:4;P/38:5;O	0.5767581488506205	0.2926692946730485	0.1504175162658567	0.18011121882225878	0.12339850386412274	0.0481800111607296	One-way ANOVA	55.400008780409394	7.460259090653932e-12	11.127246089459318	2.24811911128045e-11	10.648180682426185	yes
yes	PC 38:5	3.0145666598969285	0.6770789969476048	0.7101332047711425	0.42247699700403285	0.19561306777222415	0.20157309394940712	One-way ANOVA	232.52787500399234	1.1164027706009258e-21	20.95217909438405	1.50714374031125e-20	19.821845325889043	yes
yes	PC 38:6	4.837715548651197	0.812943215358667	0.9541936068749506	1.2120382579517472	0.2144200811430843	0.3250782940603061	One-way ANOVA	179.9995156123297	8.592650076558857e-20	19.06587287387189	7.733385068902971e-19	18.111630364432568	yes
yes	PC 38:7	0.1678248343989029	0.04697320320261628	0.049637969021517896	0.031989415794658964	0.01570319101836977	0.018603064674750702	One-way ANOVA	98.81412027993942	1.444430475364185e-15	14.840303357172049	7.0908405154241805e-15	14.149302282507305	yes
yes	PC 40:3;P/40:4;O	0.06208410301585021	0.026235393451428286	0.01051628034828493	0.019080872589288894	0.012671282935721277	0.011271505641575825	One-way ANOVA	25.074179345655665	1.308990422163448e-7	6.883063531154959	3.141577013192275e-7	6.502852289443354	yes
yes	PC 40:4	0.15524668244050427	0.04464242709554081	0.024878119330093436	0.05413419512471841	0.018536099727466056	0.018639520301641316	One-way ANOVA	60.30838211049091	2.270321476098754e-12	11.643912642626011	7.21160939466663e-12	11.141967804181316	yes
yes	PC 40:5	0.7026622040753451	0.19000673508627702	0.16818800333948733	0.16471368233668338	0.06876396965421296	0.060946921339926186	One-way ANOVA	94.79690519642318	2.751966278493927e-15	14.560356892076692	1.2922276438145398e-14	13.888660972607335	yes
yes	PC 40:6	1.8819578892279674	0.3780073399967583	0.407946932442576	0.570062963995842	0.11432882278541041	0.13896346675989216	One-way ANOVA	100.37983883521197	1.1302516091161682e-15	14.94682486599703	6.1033586892273085e-15	14.214431106174061	yes
yes	PC 40:7	0.2639005694925062	0.03861946723164844	0.03318260649427058	0.05472308443310032	0.013113662888430123	0.014785474683317422	One-way ANOVA	38.97940547566587	7.792916580478592e-10	9.108299972654919	2.1580384376709946e-9	8.665940824194468	yes
yes	PC 40:8	0.12389447059377105	0.02240289155410246	0.022943842611959916	0.020208121616020775	0.011103264985980221	0.007290263351930439	One-way ANOVA	35.15248184778823	2.787824138228835e-9	8.554734625913238	7.343536754358883e-9	8.134094727146024	yes
yes	PC 42:3;P/42:4;O	0.02635667214762117	0.005523004345831175	0.002028388566913775	0.015142790884371166	0.007787500293797571	0.0053339623672671544	One-way ANOVA	9.866335329939965	3.6797403333788245e-4	3.4341828269133234	5.844293470660486e-4	3.23326798413261	yes
yes	PC O-32:0	0.19998489719905307	0.041190466885050805	0.03896076579734212	0.4022471784264322	0.014640769269232542	0.010543721486639245	One-way ANOVA	20.561981181274763	9.8906092860401e-7	6.004776953962512	2.2727357508347465e-6	5.643451056411281	yes
yes	PE 36:3;P/36:4;O	0.9437925909032353	0.02384630827189733	2.522306451606359e-4	0.24365225272291757	0.05278915077432286	4.244319732736202e-5	One-way ANOVA	174.58107681037765	1.4338122932121527e-19	18.843507700382318	1.1911671358993269e-18	17.92402729720221	yes
yes	PI 36:2	0.09394039370555637	3.24993730265061e-4	0.10261284601685458	0.05486091802334231	6.322729290012911e-5	0.08151426327977213	One-way ANOVA	16.839865840533868	6.306325610269602e-6	5.200223609374255	1.2383330289256672e-5	4.907162543381549	yes
yes	PI 38:4	0.5822518652453109	0.1446272004144393	0.40331545141906977	0.10363859481018578	0.10803928713731561	0.15914162064766815	One-way ANOVA	12.300468649364191	8.023548273180885e-5	4.095633530135609	1.3754654182595802e-4	3.861550324102241	yes
yes	SM 32:1;O2	0.10523464636999984	0.08723983399675453	0.07100501622175986	0.026984933822155385	0.021550930225974832	0.014369872772029038	One-way ANOVA	8.027330782903368	0.0012715874925099252	2.8956537525098884	0.0018310859892142922	2.737291260414639	yes
yes	SM 33:1;O2	0.06107229452521195	0.04956645443950895	0.04036623170643591	0.01805050172623798	0.011986776737281922	0.006071882543044153	One-way ANOVA	6.492355599867674	0.0038303982657399353	2.4167560679058226	0.005171037658748913	2.2864222994108165	yes
yes	SM 34:2;O2	0.2572901852247202	0.23939411547949824	0.19989597213410515	0.048201749379667536	0.058834776127006314	0.04229248032028225	One-way ANOVA	4.545139357793624	0.01717747041195091	1.7650407908550219	0.02157170702896161	1.6661154866116397	yes
yes	SM 38:1;O2	0.2497892593641572	0.2578212894459984	0.18287732005344823	0.054521457470719896	0.07649350660396648	0.02716145690366376	One-way ANOVA	6.011850678170045	0.0054855361649363615	2.2607809173886046	0.007224852509916183	2.141171014285372	yes
yes	SM 38:2;O2	0.09533657034866873	0.0973667195697172	0.06806729215637233	0.01927858148178786	0.03163212482673981	0.014023798527931154	One-way ANOVA	6.594165026920139	0.003552884633435222	2.449418894361481	0.004857108106468404	2.313622230164973	yes
yes	SM 39:1;O2	0.05328827628529546	0.04684062965517174	0.022422076251557024	0.017646542754597996	0.018894334989159524	0.01023943527395559	One-way ANOVA	8.129795697580755	0.0011840554359443885	2.9266279640310504	0.001728080906513432	2.762435928275077	yes
yes	SM 40:1;O2	0.5724198330099061	0.6190982263963495	0.4058590676746243	0.12268984226910083	0.19803597793174654	0.05834564311718262	One-way ANOVA	7.498991465491176	0.0018449376707952783	2.7340183014219503	0.0025877047850115594	2.5870852711074823	yes
yes	SM 40:2;O2	0.3743748367137485	0.39691247741943575	0.2810839795113205	0.07477746176916004	0.10901814321590328	0.04979007237120051	One-way ANOVA	6.791073579135329	0.0030745571602575597	2.5122174284109473	0.004257079144972005	2.3708882756144782	yes
yes	SM 41:1;O2	0.229528468838777	0.24567231693606192	0.13002107506253013	0.06071985842935286	0.09729877468801156	0.025103384620059725	One-way ANOVA	14.170719398894507	2.6961314952497396e-5	4.5692589302863045	5.020382784258136e-5	4.299263168362293	yes
yes	SM 41:2;O2	0.1608247400904751	0.16408914992230278	0.09806970357014752	0.03581033662632395	0.049518676225541486	0.019834781190114326	One-way ANOVA	14.236710654985437	2.5973396035920923e-5	4.58547126241398	4.9212750383850165e-5	4.307922362599522	yes
yes	SM 42:1;O2	0.44144130324358577	0.4959098904976723	0.32026165688820984	0.10066904563873548	0.12013970498149541	0.07200528549291162	One-way ANOVA	9.423953606986416	4.921575833152172e-4	3.307895818763939	7.486340703949782e-4	3.1257304119960647	yes
yes	SM 42:4;O2	0.06170140043812601	0.0573248661127412	0.037958356313444686	0.020116104656224747	0.023943124919840336	0.007197764146668031	One-way ANOVA	5.272799670195524	0.009664755207892823	2.014809141449986	0.012426113838719345	1.9056646720249177	yes
yes	SM 43:2;O2	0.011662056935358657	0.009649817011959745	0.0037531321220485537	0.006492114876307898	0.00914112852266224	0.005265813712570318	One-way ANOVA	3.981637303266274	0.027155646087824392	1.566139860003042	0.032952918848146454	1.4821061111610052	yes
yes	TG 51:2	4.459127427998426e-4	0.1230879505244791	0.3547840072656208	0.0012059218584472694	0.08194520980620551	0.18623840108892137	One-way ANOVA	426.0013239246931	2.8643454027930317e-26	25.542974612941602	6.186986070032949e-25	24.20852086179067	yes
yes	TG 54:2	0.01617168356579557	0.21797103579804253	1.006915723352255	0.03985745342328937	0.12788654101948735	0.43843848215924874	One-way ANOVA	65.54026532864067	6.912892451001105e-13	12.160340199706614	2.474558197184404e-12	11.606502327903002	yes
yes	TG 54:3	0.15811681294858693	0.13811633898410033	0.6884017037367441	0.1555355817391963	0.13470611864155316	0.34348561229903934	One-way ANOVA	5.736984938309691	0.006758074975103538	2.1701769944058804	0.008793639726640748	2.0558313312950047	yes
yes	TG 54:4	0.1452162029939281	0.009026672397097904	0.05572828157992576	0.11554182664249314	0.015151178273791475	0.045862751725889606	One-way ANOVA	10.547356004709535	2.372491893720543e-4	3.624795262786213	3.8243152913704275e-4	3.4174463100000896	yes
yes	TG 54:5	0.0944772051450221	3.24993730265061e-4	0.0011978939144644603	0.06260402721510917	6.322729290012911e-5	0.0028339080891116863	One-way ANOVA	151.4202268747529	1.5245546925646999e-18	17.816856990942426	9.68540628217574e-18	17.013882156833752	yes
yes	TG 54:6	0.03696028682507037	0.0028679689230069376	0.02388126178266818	0.0254113750662102	0.005643691114277871	0.025388623904221756	One-way ANOVA	12.987441153453185	5.335015082823091e-5	4.272864348427406	9.603027149081564e-5	4.0175918433241	yes
yes	TG 56:8	0.01250158581199893	0.019308373738017418	0.03873329094802439	0.009423819087684481	0.014643773679142557	0.016806847569744546	One-way ANOVA	3.548510035865307	0.03891893188368992	1.4098390872984676	0.0467027182604279	1.3306578412508427	yes
yes	TG 58:7	0.0076240249467633215	0.025792019599366115	0.06658414351798844	0.006272568505310214	0.01616500948054473	0.026681929543576777	One-way ANOVA	12.335481683154468	7.856666918326447e-5	4.104761658284293	1.3685806889988006e-4	3.8637295922955968	yes
yes	TG 58:8	0.0075685332685629745	0.02003856945970911	0.052926384723152385	0.006276162120009546	0.016906828557823893	0.02126457091568336	One-way ANOVA	7.761855800200978	0.0015316405185644957	2.814843153191277	0.0021765417895390203	2.6622329899851187	yes
