sample_name	group	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31
JV-070-DAV-04-M1	2	-5.5878693704008935	-7.8766906818154	1.3122883039538	-0.5118832755711977	-2.7853408206798558	-0.2533308656449824	4.932204826911732	2.193491170596979	1.528011958592182	-0.049930510572467654	-1.1935205791291619	-0.24984501276159873	-0.5066412777079276	1.0792065859176891	-1.46915844393304	0.8842081482861833	1.4554513173863515	-0.5869507319500267	-0.1377617244477033	-9.985803301214144e-4	-0.9126420498907266	-0.1611634968843526	-0.34873263872914534	-0.46620794518894765	0.18915124453634935	-0.30024027460255126	-0.04757526171009333	0.06916857660466763	0.007350675978103899	-0.07475717415035209	-4.412698862591622e-15
BS-356-RAN-03-M4	2	-5.177590985247205	-0.06689044876485452	-2.6357920387959517	4.453153537542551	-1.5595354644084722	0.9684730718342305	-0.5884710411044815	-0.9720854415518336	-2.3149972186734824	0.10917317079994489	-0.12550915145091074	-1.168569018174816	-1.0021319305328347	-0.21398079614313348	0.027546132425509892	0.5232805671788239	-1.9410048423893889	-0.47546672500131626	0.4474118912902985	0.1093954815205734	-0.6175861924889987	-0.5132802322873047	-1.0664468496422055	-0.3528098466097725	0.654120621736413	-0.18332088693261622	-0.3827247873016742	-0.25297983007720865	0.3172168459241474	-0.3600620709013802	-4.4928340874754725e-15
JV-090-MIN-IC-M4	2	-4.293281828965229	2.737984789929127	3.350649088043124	-0.2681978309415798	0.6652859509517068	0.3163385399064172	-1.5826561974793907	-0.8016041055209943	1.0182583024715262	1.1736493374700643	0.15445832099780263	0.14046147957558386	0.15528808129910218	-0.5598005370004213	-0.39426015380683516	0.3698354035794338	0.017916701622770717	0.4020864219973161	0.17621981706992038	-1.7879936165647408	-2.0930802583313244	1.2615264312014736	-0.12341085010945436	0.7578039436680012	0.20370207150345748	-0.29438098765235593	0.10209585916078262	-0.138967901420033	0.46389070792164394	0.2876700173850784	-4.670156150980083e-15
BS-391-RAN-06-M2	2	-5.819345010617716	1.686630029724596	-0.47827792943725445	-3.4983654882128477	0.32001936715797047	0.09007104935929736	-1.7545791272490714	0.3023501040782874	1.7449709610029014	0.9787358796399246	-0.10772769416863888	0.9037676951371809	-0.8586119986901559	-0.47626790048295653	-0.4485752416127162	0.7562291126542084	-0.3961721943385978	1.3187236040633699	-0.5780191146397541	0.22117269704123743	0.3114191652268645	-0.7359229191443526	0.6344788303292418	0.014164750179883185	0.5242552500975415	-0.3354391994843188	-1.3726642852121091	0.32137648921305145	-0.08702577730475443	-0.12800000763730168	-4.624828573127161e-15
JV-061-MIN-03-M5	2	-6.5312664193842895	-2.668800364971186	-4.0286013229706	-3.788891065084587	1.5724752818264114	-1.745260016681263	2.6621725858390657	-1.183297500042594	-1.399551982358707	0.6653321660774861	-0.5325848593566226	-2.854458677594506	-1.139460826693078	0.7928687472790166	2.0696913435452884	-0.4893076900627345	-0.3413518064467082	0.41696369030010366	-0.27807544812632895	-0.16234175538075515	-0.29777884891241807	0.9766604441616609	0.1628122570916353	0.150927843499907	-0.24492157851181962	0.5017542802068471	-0.23410573933107623	-0.03103388849941453	-0.2376466802800229	0.12187063335421072	-4.7021139917641094e-15
JV-070-MIN-01-M1	2	-5.488806281704422	-0.697271004331448	-1.0115622591746525	5.125713942145121	-3.4782022131242276	0.004573640584327665	-0.5747332332087812	1.0339564007723354	-0.5939664112500891	1.8500233613791375	-0.56528641665439	0.8547291188635016	-0.6764620082601054	-0.5132970474519967	-0.2128352130433757	-0.3455436350752981	0.38080270492496615	2.010705535173935	-0.523190605124583	0.37690565351123706	0.8503920847551115	1.4264938381107384	0.018160850753792476	0.16572694299761842	0.059311695883063856	0.13426430726773617	0.31749780946961165	0.2963000286696015	-0.43931625857744616	0.08602914226324908	-3.685092999336776e-15
KT-004-SOC-14-M1	2	-6.183890561393211	-0.04873892643644543	-2.4073243292899376	1.9278243925905914	0.3700625394059891	0.45583024805773087	0.689471627103743	-0.4599769322203554	-2.1224558606081656	0.3903287181592937	-0.2492274096559613	0.165123303689501	0.8055288805792349	0.3047793124874154	-0.15537664585758562	0.36051864079565565	0.8184089125939511	0.2530681526853737	1.920881572224821	-0.07188195599348224	-0.16038124385187386	-0.8374291254392745	0.9644500972915045	0.7080840080610583	-1.2584896634141034	-0.7745510833354321	-0.14730060842074355	0.24677084253564244	0.10663426983101154	-0.10624577303237015	-4.095444326573117e-15
JV-089-SOC-04-M1	2	-6.383073252926706	-2.719432074835173	-0.6477872101607217	-0.9938742983129334	0.8654243427376012	-0.3023888229779457	0.5711936709717754	1.4364625834204159	-0.09253312459269596	-0.08728038166316893	1.2282617149771142	0.770926385671401	2.107913681373282	1.3364346781274004	1.2279315747357182	-0.31722718336696204	-0.6066479775064111	1.2458846604257283	0.23194228605512196	1.025216409284494	0.5557860373208153	-0.3562310000821847	-0.4389732716073619	-0.15875623046455178	0.5568915914077696	-0.611043477543241	0.2588340865899482	-0.23258224941516134	0.6101902757059771	0.5644076056191183	-4.134667784544092e-15
BS-472-RAT-01-M1	2	-5.870208732912824	4.436114260496506	-2.266732389927002	-4.535655880011586	-0.9071205220965979	0.5914869089368687	-2.1971586341056253	-0.5481298920737846	0.8321270622478077	0.6976962765639103	0.5306175428397419	1.2677181337576688	-1.7518905478245426	0.5332355548885093	0.11620444235851232	0.5212834599885342	0.26505905287157644	0.2969452052273848	0.028769497803135136	0.7571775645719135	-0.31717209812987096	-0.22413131076386855	-0.6302654801781036	-0.2945330594066672	-0.608219590667595	-0.34057525372548136	0.9841767267446658	-0.4710699479360138	-0.15915337819047595	-0.3693176143207126	-4.9083974210396685e-15
BS-172-RAT-10-M3	2	-4.9640713980803355	6.67802738332531	2.2226859288832173	-0.5345717044436413	-1.101076642678197	-0.36636162293627317	1.687539627052101	-1.2579762753556074	-0.47528590871545795	-0.39209905371084935	0.8735168191531845	0.7367135644321695	0.26411257563184054	0.6735487908925227	-0.10975262902227238	0.330951364381503	-0.6122887054814788	-1.9318272140066113	0.29471107204346164	-0.33407851179517184	0.8996179871777247	0.4257138703087184	-0.46144254234119547	0.29756594474020764	0.24154477960581647	-0.7673404140336402	-0.19919418562631414	0.1058321940091506	-0.9024435038681832	0.37795480232104806	-5.26097475706537e-15
