feature	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34
PC 30:0	1.5254516885452287	0.30769534740690585	0.03882226699179567	0.6669091057384201	0.032831401376825387	2.816529055729874	0.015002917710683298	0.7072587323824302	1.8703918318895192	0.015055015766915467	1.1720966854665191	0.9389737366636558	0.24336078550309562	0.001238684312443071	0.04311049502065362	0.07195609600607965	0.4563030853781717	0.008113914772349887	0.0075335105373966265	5.934637421717165e-4	0.02018574045681985	0.012475294871357989	0.02881764889510299	0.03325502564252492	0.01455169721977055	0.18366506765527688	0.005926112838969361	4.1974077016527844e-4	0.018729223569767466	0.001814156333618095	0.18703495264704245	0.05599037765490906	0.12809528579935683	0.32166467631457973
PC 32:0	0.5873028527468166	0.09747341932393873	5.478613318736503	1.9890059061238614	0.34640971434053	1.4432627022555333	0.008452510683811474	0.11656190958611184	0.01109918642573013	1.2675098637688833	0.7541221018767083	0.021587272264059886	0.16826540620151284	0.17742777962916062	0.010893749892831721	1.7954202242381787	0.0389747830493658	7.288939107117537e-4	9.631086845311359e-5	0.25869447911275967	0.3436749845297744	0.97564710699946	1.7812903797808568	0.0418534897021892	1.7544391555477281	4.387184871296608	2.7908342203438052	1.5083432428369905	4.040349021242863	6.683691128932254	1.4063245528123633	0.1311624735492637	26.541581675260133	0.40066323793432657
PC 32:1	0.489086508664977	1.6585493568594007	0.034982055071875365	1.8636092062192557	0.029631742454634832	0.8301796973912052	0.05162592015831107	0.241777389022007	1.1406771840536285	1.19778436668109	0.26603319660197106	0.2732157003754107	2.957998914503034	0.9865999143390792	0.014379247724994059	9.732466584400061	5.141504533373709	1.2929237600641792	0.37798976466273126	0.560343060587517	4.562559719223088	2.167894247719816	1.162651339834884	0.20025379864974388	3.2958338196466532	3.5874757106112027	0.9588330252640245	0.0014527206030207776	2.4581607998948485	0.45515979843708376	0.061820138141049884	3.7149830779331663	0.004014075862883278	0.05413377332244755
PC 32:2	1.3149280673662143	1.5327773926886623	0.05495812113958026	0.6738598205525244	0.8749611349613359	0.011419621708657162	0.05576377922299926	0.3402960450893015	0.12041067578185223	0.023408542228666698	0.048600227069197574	0.004420891515841882	4.2702049237796367e-4	0.009957364494078594	0.17922189963555166	2.6039336127178596e-4	0.008059739295277143	0.007455068158504723	0.028473897309171218	0.009593707800196909	0.00797366373904669	0.09410514818446628	0.01997752567984171	0.005680328337277174	0.002752100628245587	0.03203770023097243	0.039395270205453144	0.003978820072826084	0.04108346263083407	0.0019304201082756768	0.03270529876169906	0.020095734605137822	0.13365713865840884	0.8059704488917326
PC 34:0	0.4101830939196049	1.7330762353190206	0.48699430370713126	0.8964217698152038	2.9839282263820697	0.10862735476938987	0.6697567212740909	1.3968304359982249	0.4519918734196192	0.12378079595897318	0.8466114918623882	0.06476218345841421	0.7407151018455798	2.4672984284009174	0.02844277466533332	0.781154283402104	3.4055765983330684	0.05227294063719592	0.006391787607743306	4.507295769869824	3.6554511667537675	0.0057254286353174855	3.830991392350966	0.20747233349036098	0.706601161842519	4.592293077339676	0.2622364480211316	0.08934202314630454	0.10078057457522702	1.897911682468281	0.00400605224731211	0.002226293940268153	0.24828520529248413	0.0033065637721548234
PC 34:1	0.6707418669693824	0.704266291586758	4.858712849222303	1.085976043916177	0.2284221292512612	0.08831341625704744	0.3058068800599792	0.05171111048267239	0.6204313198253162	1.1405367958608288	1.0437085096916354	0.09633780194633366	0.1134085926300488	2.5604841835837034e-4	0.029915917635113927	0.09772276327914962	0.3983545946504841	1.0427889836764237	0.03481083413759019	0.16590419233072753	0.3250775287818872	0.09594426169379407	0.012368524719219691	0.5232296165913279	0.007740606414837333	0.7982992210090036	8.687450122360714	1.4714681555526792	0.5136286646522169	0.5038310199390397	0.39367533765211166	0.12968628174047808	25.849912340891336	1.070729504407405
PC 34:2	0.12995574871327895	0.46874928434536434	5.7094863969892105	3.7027409890671175	0.14569532717960273	0.51526910218779	0.03296974313009386	0.02369175916850121	0.41685065116853937	0.5560033834039627	3.094244894385194	0.02746375119501048	1.527472807597156	0.21705892444959712	0.4207413726472528	0.607756165737707	0.2740735158163146	0.9745123223255867	0.9840761372620866	0.01471054389302151	1.9718712154528446	2.7283988746164267	0.0020621315263668364	0.9332955654459897	1.2813327572157407	1.996894686546121	5.7944296620324955	0.052331677709673466	3.942270936815183	1.272169885407129	0.6172346543850512	0.4868548079383568	9.587202685295313	0.07837513477560884
PC 34:3	1.1681257706419357	1.2424023643835196	0.0507740484324215	0.0640385205886364	0.08091943966882209	2.0821751365380186	0.026210093545654015	1.7970293394606023	6.420787008656081e-4	1.5309162399723344	0.30154764644710386	0.07408555651223853	0.5029946552305901	0.09571669960673054	0.2815386105039084	1.4603063358817927	1.3347147023589496	8.771764196353328e-4	0.09525941010106555	0.48587193020217984	1.4115071072411194	0.5802165947936828	0.4250290809138609	0.7635066159561718	0.9256877491713361	0.4339295714734923	0.5073559014156542	0.28242612625848323	0.29119821192347195	0.036867931601600436	0.20068055723814043	0.0016619424989491249	0.698230856411159	0.05541034073422204
PC 36:1	0.038603594561617806	0.5927040857845572	0.2579338263244852	4.416643763309637	0.005088733104873596	0.03021100010798541	1.2564459502445449	4.315993301128718	0.7110182811926802	0.0031573470367890558	0.0012380404988414835	3.270407157148498	2.969542042458572	6.40152980196711	0.053298347975951954	0.3042722031797837	1.2246598350081364	0.25423563660780224	21.4968834305687	2.234957218003953e-4	7.999710852733494	14.169571540899636	1.2957454246702593	3.0427943131368265	0.41294369377549484	0.7507386946429139	0.0716973708028335	8.310482053456942	1.2411519283374122	0.5112544399444985	0.32046541991693833	0.6224728165217888	1.4237138036006491	0.037362536086666204
PC 36:2	0.032103512923926034	1.376915936267607	4.561786450108032	3.4916540361885753	0.007354231902389177	0.11730723327095192	0.022208474054161195	7.162220569971941e-6	0.7603545940856554	0.7590390420848822	3.8405436480566073	0.016333675345254962	1.220630660763486	0.12135465475450283	0.009566170854028859	0.29721526478330834	0.10175230212221506	0.00838754885590438	0.15922812350189808	0.6233348600843712	0.5482367525859897	0.1765045308851086	0.5792985667518907	0.047615793280924974	0.43924217904413754	0.7793890057417885	0.9939001381624348	6.580470691978656	2.8331685584216255	4.344695152727911	0.40772245952019814	14.531891028908452	0.07647066084557512	0.29565044779278316
