feature	n_obs	n_patients	p_time	p_severity	p_interaction	singular_fit	error	fdr_time	fdr_severity	fdr_interaction
Fatty Acyls	169	43	6.581613015707601e-31	0.9732796836873054	0.08363745795841611	FALSE	NA	3.2908065078538005e-30	0.9732796836873054	0.10454682244802013
Sphingolipids	169	43	2.2689257897164873e-29	0.03595815280793777	0.012546878903035907	FALSE	NA	5.672314474291219e-29	0.08989538201984443	0.03136719725758977
Glycerophospholipids	169	43	5.688162263610956e-29	0.8467130526760374	0.15204903872249778	FALSE	NA	9.480270439351594e-29	0.9732796836873054	0.15204903872249778
Glycerolipids	169	43	9.12897307030868e-9	0.020187274227483145	0.001369502875198047	TRUE	NA	1.141121633788585e-8	0.08989538201984443	0.0068475143759902345
Sterol Lipids	169	43	0.004698701749981308	0.1744777479817909	0.08207916076680218	FALSE	NA	0.004698701749981308	0.29079624663631815	0.10454682244802013
