"","KT-612_D0_D60","BS-346_D0_D60","BS-671_D0_D60","BS-336_D0_D60","KT-313_D0_D60","BS-377_D0_D60","KT-771_D0_D60","KT-723_D0_D60","KT-412_D0_D60","KT-445_D0_D60","JV-138_D0_D60","KT-352_D0_D60","BS-364_D0_D60","JV-148_D0_D60","KT-515_D0_D60","KT-663_D0_D60","KT-537_D0_D60","KT-695_D0_D60","KT-705_D0_D60","BS-082_D0_D60","KT-880_D0_D60","KT-716_D0_D60","KT-522_D0_D60","JV-157_D0_D60","KT-247_D0_D60","KT-926_D0_D60","JV-035_D0_D60","KT-312_D0_D60","KT-718_D0_D60","KT-193_D0_D60","KT-805_D0_D60","KT-417_D0_D60","KT-525_D0_D60","KT-539_D0_D60","BS-064_D0_D60","BS-351_D0_D60","KT-347_D0_D60","KT-538_D0_D60","KT-434_D0_D60","KT-974_D0_D60"
"DG 34:2",-1.38700451511594,-1.41671008563035,-1.20148683592811,-1.32049641555961,-1.04637461460897,-1.28934451972734,-0.725316348609851,-0.82568631555538,-0.990639144091657,-0.328005862004552,-0.434222000191114,0.907798129946689,-0.790030326686783,0.432267331525375,-0.601949002650196,-1.20148683592811,0.16953371433073,0.16953371433073,0.795306599538077,1.04452741805299,-1.55966584400569,0.497891989616314,0.0260013632103863,0.237651382373288,-0.224550477008463,1.62584756830812,2.45135897432498,0.120175872279417,0.482481353156128,1.8099895770138,-0.0399236409739565,1.344374406263,0.567192152197045,-0.0756600729378586,-0.440105202766991,1.00940353090558,1.68088539473259,-0.141047569546424,0.199002301174566,0.468482856247553
"DG 32:0",-0.547714624677395,-1.62620173779231,-0.969249577894816,-0.654262399277138,-0.963672779370574,-2.15285728238328,-0.971361690196686,-0.358924548280416,-1.70084607853291,-0.226213945259624,0.147677285945733,0.336904701646139,-0.949637109326286,-0.458625771184295,-0.240682341031516,-0.626499691011268,0.252570717520597,0.252570717520597,0.0857007738835632,1.15448403790489,-1.07202105283029,0.339716444089719,0.123142340712009,0.862098385338424,0.330764683194639,1.30406170936537,2.89203161442393,0.370192545413472,1.8748845662363,1.25352954950039,-0.136480695664436,1.28711407777914,-0.251116662549244,0.0314705011441824,-0.52568119593347,0.180903539730765,1.48887015110569,0.00719612703914405,0.279143621345203,-0.422978907643949
"DG 36:3",-1.57883488097544,-1.6562170497181,-0.334179313476968,-0.792081480197184,-0.26340066816058,-1.19049987821007,-0.316980540992405,-0.699948618526428,-1.73908592498026,-0.60941801331007,0.291164430079844,0.26554043675552,-0.387603414812343,0.581044221603942,-0.277976253194781,-1.56510724825728,0.855650659647588,0.296188915691566,0.753435819047306,1.32564884926782,0.304204570676209,0.523254987538119,-0.656595675356739,0.612755419311844,-0.421706218117574,2.15549568363085,2.46564796714099,1.07692407943436,0.470463277419915,1.72015323811236,0.334013083983649,1.12418684701279,0.116278444337588,-0.905747271777937,-0.583595315995844,-0.0874782310860706,0.417239659425433,-0.203735450799547,-1.43102156960317,0.0119224274310883
"DG 34:1",-1.23779623914078,-1.86443607352787,-0.511585393591303,-0.66720035237167,-0.823444207733736,-0.909388178030216,-0.685278509915307,-0.829579020180227,-1.82984136416038,-0.387105958574821,-0.124659967438511,0.0366797390546363,-0.621700064996337,0.795682049150557,-0.489774028929119,-0.814238585541394,0.520732899063797,-0.181884727696711,0.324338201727828,1.13677370995978,0.02372235507016,0.46486223359432,-0.11653778107917,0.57786742145304,-0.281330286375201,2.12063224614375,2.72438276350826,0.965166388180045,0.90503866870586,1.49261504671042,0.351809694159655,1.45482330801073,0.839117916730068,-0.430329563936802,-0.979940741950905,0.0555653328101045,1.09214584236837,-0.46822424544824,-1.0504076910157,-0.57727283476697
"TG 50:0",-0.0332954175821023,-0.510938729865635,-1.16459603767888,-0.533342741238382,-0.0139020573528171,-1.81977051118802,-1.58389821353403,-0.935568777933663,-1.32625420952724,-1.19324970692873,-1.19571882783441,0.224426023672898,0.702939468231438,0.660992583500155,0.385259346576858,-0.127158522939715,0.623521529090032,0.623521529090032,-1.43805772838214,-0.0526934844463978,-1.76442351904662,-0.164421060149,-0.0237759933784409,1.32762958545467,0.387206399157707,1.8445296411674,1.33324288933692,0.153832701456695,0.046157218184565,0.0914450528358214,1.15305345437369,1.9337237986176,1.5036924879377,0.492315521347281,0.759556079696616,0.875152905920665,-1.06706509541139,0.230087255904465,-1.0202429730576,0.616088135922018
"TG 49:2",-0.177135542771247,-0.891124424052367,-1.25865705579815,-0.895836387784716,-0.182326466588452,-1.69260768313793,-1.01063952799991,-0.984365037124588,-2.01461264248652,-0.891268778279413,-0.750814803018458,0.0832565884795023,0.791421784606515,0.397156504307339,-0.322123100898015,0.237150582360954,-0.00525022922133354,-0.576111315625007,-1.0140253916844,-0.751051804676788,-0.788823542730637,-0.291772676938723,0.456859564929994,1.56445558943058,0.617853944818649,1.42915410659674,1.58876215002884,0.180281202212477,0.287834899632285,0.980317584961861,0.862511004660557,1.8817588669478,1.31961735737056,0.961649766999471,0.94269026653113,1.70436495145071,-0.561515710618718,0.149503283241355,-1.4593533229789,0.0828154448469565
"TG 52:4",0.052420066315303,0.052420066315303,0.052420066315303,0.059572661328026,0.0407073458494726,-2.28761060319478,-0.996795702451854,0.198327222969935,-2.71097752409763,-1.83842071737627,-0.0842441193136872,-0.9611426163261,-0.0180883575707289,-0.685201123879585,-0.658270290371518,-1.09290847989407,0.052420066315303,0.052420066315303,-0.26597620515006,-0.149566572993743,0.468678983520716,-1.26273132757041,-0.116210356469591,1.77404615100286,1.38816797705429,1.75583765035613,1.82359900219258,-0.132395447369838,0.052420066315303,1.66044287356472,0.615842258804462,0.523722506177875,0.64871169096585,-0.235648314705393,0.545406168784667,1.08307973933575,0.052420066315303,0.052420066315303,0.08704153122939,0.403643465076099
"TG 54:3",-1.43937195924581,-1.52988069091253,-1.83697871674024,-1.71327271456469,-1.07509097579497,-0.556801147572444,0.436459178753511,-0.0692074920277723,-1.25412466720757,-1.48521326560572,0.0833371763715431,0.216271490397489,0.457554255856676,-0.088908814353944,-1.08551267783671,-2.01115751483296,0.774023822157207,0.000589556862794412,0.503475864930377,-0.0334823081816659,0.190983776759423,0.729974501295756,0.947938635574887,0.268701974097357,-0.119831605825455,0.712883798616258,1.51466111004136,0.572519728335814,0.706344958019868,1.21640728126609,0.946261114067991,1.93792360328757,1.69301388997292,0.526986455640281,-0.0683013811764116,0.811701865841913,0.110340887606279,-1.11020646753718,-0.182086327339414,0.301073801002116
"DG 36:2",-1.80415213575141,-1.30853461562937,-0.868740451344317,-1.05729690592244,-0.724565036273902,-0.304964831100106,-0.580332251886207,-0.623653407336778,-2.98111585501004,-0.515604055693853,-0.35770754767687,0.429707981505339,-0.16907187108178,0.889830426957646,-0.250013419904969,-1.25091674454707,0.247453929904115,-0.52167025976851,0.788808998993292,0.202380103729027,-0.288031451644168,0.389833131935343,0.708549651632462,0.0847041905344739,0.351758089169564,1.47089547756258,2.44386969187442,1.18318714834247,0.486284434121799,2.22704447483729,0.453172418913501,0.654786131105968,0.795275802726541,-0.071067502392688,0.113985704565113,0.260240178018836,0.6572708803578,-0.542961597003742,-0.443787572969448,-0.17485133384992
"TG 56:6",-0.235870361594682,-0.522935236550122,-1.38688152253089,-1.40463709642737,-0.75668434537488,-0.427701762962798,0.577647433042622,-0.988437412841985,-2.2227922473552,-0.676537010866628,-0.577860468012621,0.614375238836136,-0.127613853484774,-0.857866755876383,-1.13439621414507,-2.03364743816176,0.0571999113790295,0.358672356845971,0.349283757450086,0.866658500511975,-0.75134434040137,-0.182425703315082,1.37785544857822,0.363206197580962,0.102363668751048,-0.641312047478017,1.25566351884739,0.385669550098357,2.24011964770053,1.57567163698802,0.876687058248352,1.20924316922247,0.977307121973086,1.37485728711096,0.226509241938232,-0.0284341879133108,-0.50155671163893,-0.747349854284707,1.02450014018239,0.392793685930739
"TG 54:2",-1.14885459362932,-1.17308290371031,-1.42010673258301,-0.932801450321074,-1.33307995565379,-0.194738880393686,0.173299755934273,-0.667911249816355,-1.93100587721895,-1.45700457513716,0.210566791806996,0.0425498355746049,0.0387999051026262,0.565971616209937,-0.590786318967316,-1.39715891612144,-0.480770680341818,-1.48948079984855,-0.00268207289964931,-1.20337323925002,1.06255377645129,0.0279764213084695,0.393362428055096,1.09020751692323,0.394001277598098,0.26046701100707,0.847416162462502,0.830543891115616,1.34010121306149,1.6884649452525,0.842215528038298,0.982640749923057,2.5161293456444,0.4580286095134,0.682468993315676,0.587006357996872,0.234290076314725,-0.607623884457093,0.0515132851517695,0.709886636587568
"TG 51:1",-0.361492120443158,-1.47210038209403,-1.43642829718201,-1.04797734154173,-0.5586218068645,-0.998428100272401,-0.340158449865808,-1.12187305513821,-2.01176567346149,-0.871945169093715,-0.177632323059602,0.344572217614657,0.597209090994894,0.561514194701445,-0.340158449865808,-0.515145622732197,-0.901267825393808,-1.39895227121762,-0.617302017627849,-0.401129922097394,-0.197194200259582,-0.795127859170397,1.55075232920643,1.44762814077452,0.786375452402845,0.455798695536205,1.36680977622792,0.407002497785693,1.44303266511659,1.22799023841805,0.940565913278032,1.81294075790261,1.69235066355567,0.491673241935556,0.743891262681479,1.07007231220051,-0.341814741627592,-0.485681554944025,-0.740340659537243,0.192358393157078
"TG 52:1",-0.605975799617054,-0.61982366524558,-1.64229252849033,-0.862133863224537,-1.13549598202347,-1.07214817049457,-0.897413833124237,-0.609878953187045,-2.55172309141184,-1.23863150446882,-0.848778810705277,-0.316123478104165,0.220203817677878,0.375578227058136,-0.396217634203263,-1.4430131165885,-0.223491048664873,-0.541188433426423,-0.449600740374676,-0.0469676935491275,0.136527597366068,0.227391899404854,-0.00235167234402408,1.33840568889915,0.266908260028287,1.28005058170783,1.10491169393031,-0.157658916911329,1.25357815691391,1.23257755681792,1.17860207237423,1.11735812996073,2.27120016949916,1.1766385056312,1.14085719482636,0.380759770011868,-0.209014768432557,0.201355485350724,0.120465099965744,0.846553797167326
