feature	KT-539_D0_D60	BS-671_D0_D60	BS-064_D0_D60	KT-805_D0_D60	KT-926_D0_D60	KT-705_D0_D60	BS-336_D0_D60	BS-082_D0_D60	BS-351_D0_D60	KT-347_D0_D60	BS-377_D0_D60	KT-313_D0_D60	BS-364_D0_D60	KT-880_D0_D60	JV-138_D0_D60	KT-412_D0_D60	KT-515_D0_D60	KT-771_D0_D60	KT-723_D0_D60	KT-718_D0_D60	KT-417_D0_D60	KT-522_D0_D60	KT-312_D0_D60	JV-157_D0_D60	KT-538_D0_D60	KT-193_D0_D60	JV-035_D0_D60	KT-434_D0_D60	KT-247_D0_D60	KT-716_D0_D60	KT-974_D0_D60	KT-537_D0_D60	KT-612_D0_D60	KT-445_D0_D60	KT-525_D0_D60	KT-352_D0_D60	JV-148_D0_D60	BS-346_D0_D60	KT-663_D0_D60	KT-695_D0_D60
SM 41:1;O2	1.5166666666666666	1.062968515742129	3.976653696498055	1.6906614785992222	0.4625506072874494	0.6169544740973313	1.1250000000000002	0.5008196721311476	2.77079107505071	0.9948630136986301	2.4248021108179416	1.3202146690518783	1.7045075125208682	0.5959885386819485	2.8271236959761548	0.8977556109725687	0.9025110782865584	1.5580110497237567	1.2703180212014136	0.6210526315789475	1.25	1.4768211920529801	0.7670043415340086	1.137078651685393	1.208	0.9430122116689281	0.8496503496503496	0.8589743589743588	0.9710327455919395	0.9542410714285714	0.8059701492537313	1.1030927835051545	2.2152380952380955	1.287856071964018	1.7313915857605178	1.8136986301369864	0.7434944237918216	1.393171806167401	2.387788778877888	1.1885813148788926
SM 41:2;O2	1.3609831029185868	1.0364963503649633	1.4947589098532497	1.5134474327628364	0.7581168831168831	0.859697386519945	1.046031746031746	0.7163531114327062	1.1877828054298643	0.9375	1.794478527607362	1.4184549356223177	1.1081632653061224	0.6595744680851063	1.344461305007587	1.0534682080924855	0.9313380281690141	1.0435393258426966	1.0946843853820598	0.6486161251504212	1.3072916666666665	1.2074829931972788	0.8997955010224948	1.0425531914893618	0.9410681399631677	0.8064024390243903	0.7607843137254903	0.8986928104575164	0.835423197492163	0.9073806078147612	0.900726392251816	1.0803324099722993	1.718004338394794	1.031954887218045	1.3230337078651686	1.6358381502890174	0.7952468007312614	1.1190130624092889	1.3168654173764907	1.0093283582089552
SM 42:1;O2	1.5009927200529452	1.228414442700157	3.9201520912547525	1.6484312148028961	0.337784371909001	0.5998466845534688	1.0499027867790018	0.44157493649449614	3.329713721618953	1.0794192997438088	2.610169491525424	1.3598086124401916	1.8987654320987655	0.6146688560481665	2.9589257503949447	0.987133984028394	0.9659810126582279	1.6907276995305165	1.3121951219512193	0.6793286219081273	1.4555680539932507	1.9481765834932823	0.7256944444444444	1.4658077304261645	1.2254575707154742	0.9749620637329287	0.7976470588235294	0.7221510883482715	1.1194029850746268	1.0568862275449102	0.9743150684931507	1.2395480225988702	2.0227479526842584	1.4794414274631498	2.2372372372372373	1.96274217585693	1.5756630265210607	1.2757180156657963	1.873065015479876	1.153084539223153
SM 42:2;O2	1.3339583723982749	1.3636159208455139	1.6633274405814185	2.013873775843308	0.6224558264370387	1.0315315315315317	1.0274757857284047	0.8341698454125677	1.4101418812401472	1.2217898832684826	2.5412541254125416	1.29951275437088	1.1738925541941565	0.804045141433387	1.4587836406018226	1.3431291390728477	0.9520076027559989	1.614540721457791	1.1298734830880455	0.9137854609929078	1.4501689189189186	2.206607724523034	1.2342917997870073	1.323814655172414	1.2533765532144785	1.314538043478261	1.4616930419492589	1.0107599193006052	1.3482556967130468	1.1986421375383267	0.9032932566649243	1.3627031650983747	1.8591033851784082	1.4820962769741521	1.6195761856710393	1.888155609586662	1.1034238488783943	1.1122891566265058	1.241612358194545	0.9189440416434281
SM 42:3;O2	1.345266507557677	1.2030632411067195	1.696048632218845	1.5770334928229666	0.6623212783851976	0.9111345275728838	0.9675019577133909	0.8399498537400752	1.3169368362213525	1.0437678401522361	2.346820809248555	1.314436002337814	1.0946142649199417	0.7908810421666095	1.348777348777349	1.1863814927979048	0.9975393700787402	1.2873229204504175	1.078294910830796	0.7753515914137675	1.3543505674653216	1.9864300626304803	1.0137055837563451	1.1170271769273432	1.0535083291267038	1.226123595505618	1.0241275312365359	1.0527086383601758	1.1180048661800486	1.1971706454465074	0.9199363732767764	1.2416107382550337	1.5407591785936527	1.1210691823899372	1.5120444718962325	1.8035961272475793	0.984914648670107	1.0112237509051412	1.1940584571154769	0.9081285444234405
SM 42:4;O2	1.4285714285714286	1.1203703703703702	1.68	1.3624454148471616	0.6724738675958188	0.9805194805194805	0.8966789667896679	0.8982456140350877	1.2636815920398012	0.8524590163934427	1.5999999999999999	1.3	0.9360730593607305	1.2648809523809523	1.1567944250871078	1.1887550200803212	0.9959349593495935	0.79004329004329	1.0698529411764708	0.5652173913043478	1.331521739130435	1.97	0.9128919860627178	1.1191709844559585	1.0724637681159417	1.1210762331838564	0.7134146341463414	1.72	1.0348837209302324	1.172	1.0145631067961165	1.15	1.3720930232558142	1.083743842364532	0.9516728624535317	1.518918918918919	0.6745843230403801	1.2248995983935742	1.8268398268398272	1.1500000000000001
SM 43:1;O2	1.0	1.0	2.06	1.0	1.0	0.625	1.0	1.0	1.53	1.0	1.0	1.0	1.0	1.0	1.7	0.7142857142857143	1.0	1.47	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.47	1.0	1.0	1.0	0.8547008547008548	1.0	1.38	1.0
SM 43:2;O2	1.58	0.6993006993006994	1.5699999999999998	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.55	1.0	1.0	1.0	1.0700636942675161	1.0	0.9754601226993865	1.5699999999999998	1.0	1.0	1.0	0.9731543624161073	1.0	1.47	1.0	1.0	1.0	0.9393939393939394	0.6711409395973155	1.0	1.0	1.74	0.6666666666666666	1.0	1.0	0.6666666666666666	1.0	1.6	1.0
TG 46:1	1.0	1.0	1.0	1.0	1.0	0.7194244604316546	1.0	0.6578947368421053	1.0	1.0	0.7142857142857143	1.0	1.0	1.0	0.3802281368821293	0.7299270072992701	1.0	0.5076142131979695	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.7692307692307692	1.0	1.0	1.0	1.0	1.0	1.0
TG 46:2	1.0	0.33112582781456956	1.0	1.0	1.0	0.3164556962025316	1.0	0.5076142131979695	1.0	1.0	0.4081632653061224	1.0	1.0	0.5747126436781609	0.1773049645390071	0.5	1.0	0.2680965147453083	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.5681818181818182	1.1888111888111887	1.0	0.6097560975609756	1.0	1.0	1.0	1.0	0.42372881355932196	1.0	1.0	1.0	0.6578947368421053	1.0	1.0
