feature	log2FC_Percentage	pval_Percentage	padj_Percentage	log2FC_PQN	pval_PQN	padj_PQN	log2FC_none	pval_none	padj_none
TG 48:1	-0.4055033218222794	0.3611120795936651	0.9295887507225228	-0.3552139252784476	0.5844352335864023	0.8752809132429449	2.2726261580933182	0.1600600147742797	0.49025582483352703
SM 36:1;O2	8.290418956711	0.36888793784602647	0.9295887507225228	0.10355304374361989	0.3946030315841035	0.8277609851666285	27.838894162042738	0.10229021571276847	0.49025582483352703
SM 34:2;O2	8.130863894958924	0.37112784764127515	0.9295887507225228	0.06931889410181709	0.41341737540706025	0.8277609851666285	27.685655239112652	0.10224693881301654	0.49025582483352703
FA 16:0	-1.8053523664500055	0.3944410763088827	0.9295887507225228	-2.3454714535272947	0.3155533239980012	0.7763585014809091	-0.9875259916080494	0.8007441427650686	0.8142020275174227
SM 42:3;O2	0.8629119331677109	0.4003475524654425	0.9295887507225228	-0.9269134991759611	0.6804739354105318	0.9228090892734984	1.8172785393895214	0.20283250140211512	0.5008455928644817
PC 36:3	0.35892535112583734	0.4022012653771534	0.9295887507225228	0.22545034181091025	0.8085973758711031	0.9228090892734984	1.7370273436791663	0.18526107407915926	0.49025582483352703
PC 34:0;P/34:1;O	0.4322105970961848	0.40963286850191327	0.9295887507225228	-0.07058771190205976	0.7227922737858288	0.9228090892734984	1.7626968729022137	0.21905720214657234	0.5008455928644817
PC 40:3;P/40:4;O	-1.289242235682969	0.4247028867193575	0.9295887507225228	-2.2883031716570725	0.677546280968865	0.9228090892734984	2.1650870231273247	0.17531456540672893	0.49025582483352703
PE 42:6	-0.6491241308376121	0.42501921688591204	0.9295887507225228	-0.2751345878099042	0.7716527944177394	0.9228090892734984	0.16154585941263436	0.2246682162192836	0.5008455928644817
PC 38:3;P/38:4;O	0.006445534840497202	0.45020016925348716	0.9295887507225228	-0.5561833985315369	0.7096795763293813	0.9228090892734984	1.6311482363162026	0.2490053881474116	0.5008455928644817
PC 38:4;P/38:5;O	-0.19599482503951832	0.45966369607756363	0.9295887507225228	-0.8311973844557723	0.7219872345080522	0.9228090892734984	1.276041735936434	0.25620148253735187	0.5008455928644817
PC 38:4	-0.30640217163050126	0.4603127563746312	0.9295887507225228	-0.7436038645823401	0.7765340247581346	0.9228090892734984	0.7183330312063575	0.24804952302555316	0.5008455928644817
PC 34:2	0.025807669723406403	0.47783285036693357	0.9295887507225228	-0.09538142928346767	0.5595269351559964	0.8752809132429449	1.3166460146033863	0.12224048062768134	0.49025582483352703
PC 36:1	0.11466742171403133	0.4845236126524246	0.9295887507225228	-0.19850329475606132	0.320260370212482	0.7763585014809091	1.362624601356146	0.9792540169073876	0.9792540169073876
PE 38:4	0.8407510977165438	0.4925462072234035	0.9295887507225228	-1.7245074638897262	0.8855450962137923	0.9567049700166863	2.4222564210504576	0.21522029143767424	0.5008455928644817
PC 38:2	-0.4121896595087945	0.49936145987058556	0.9295887507225228	-0.5538804734417743	0.7895761831204443	0.9228090892734984	2.3625347497444404	0.24790995589024092	0.5008455928644817
PC 34:1;P/34:2;O	0.05968941543607303	0.500983949589066	0.9295887507225228	-0.632012176997382	0.7746722333273353	0.9228090892734984	1.5948247252430543	0.2878321543539287	0.5008455928644817
PC 38:2;P/38:3;O	-0.4120369604523365	0.5014765411451217	0.9295887507225228	-0.7203041243400559	0.791126435350847	0.9228090892734984	2.1057943624617876	0.25016662526378386	0.5008455928644817
TG 50:0	-0.4844833882829283	0.5397564933730963	0.9295887507225228	-0.226908424669241	0.4348341738447532	0.8277609851666285	0.06608016967717273	0.8985040435920089	0.9059915772886089
TG 56:4	-2.3677309285428807	0.5420701086695283	0.9295887507225228	0.1576505188993122	0.9311802086045973	0.9938102327905521	25.363825622007344	0.1593133798077084	0.49025582483352703
PC O-36:0	-2.1034197054114254	0.5461849993469698	0.9295887507225228	22.467680747407552	0.9832841775295356	0.9938102327905521	25.815026262566924	0.15973875484208414	0.49025582483352703
DG 38:3	-6.848002017417696	0.5513445278234628	0.9295887507225228	-0.4895472107314172	0.15402754384391137	0.6180682405353307	21.572095650128784	0.6262472724560761	0.7016288885850483
TG 58:5	-3.1838995106375814	0.5597010382392498	0.9295887507225228	-0.03456479238628436	0.5938415929371674	0.8762784481146006	24.678729646978116	0.16083279575052828	0.49025582483352703
DG 32:1	-6.405397421024156	0.5601908339574193	0.9295887507225228	-0.47657303418359537	0.1569498097564891	0.6180682405353307	22.014700461324587	0.6221583219808089	0.7016288885850483
PC 40:8	-2.8490913297658342	0.560714702799457	0.9295887507225228	-0.041723758919410395	0.5859318510138722	0.8752809132429449	24.907247176945038	0.16270426027824378	0.49025582483352703
TG 56:3	-3.2396209651333385	0.5612939590802986	0.9295887507225228	-0.046105462156888155	0.5667617699683595	0.8752809132429449	24.612832865840254	0.1609648278359295	0.49025582483352703
PC O-34:0	0.0922395109456755	0.5619904956444356	0.9295887507225228	-0.19718912191373605	0.8611655823596225	0.9387480672568858	2.4291780912135086	0.30814446897058845	0.5008455928644817
DG 34:2	-5.744088585831188	0.5733696486789324	0.9295887507225228	-0.4484202210895067	0.16148052716626848	0.6180682405353307	22.67600951648853	0.6162853044760225	0.7016288885850483
LPC 18:2	-4.147317325920035	0.5740862960356684	0.9295887507225228	-0.30824593014784335	0.17807815465625806	0.6180682405353307	23.52026909821352	0.5821079817332632	0.6772602479781236
PE 38:4;P/38:5;O	1.061216220670385	0.5803929491767137	0.9295887507225228	-2.0249635564376898	0.9607629908380428	0.9938102327905521	2.314544419720906	0.3030759364791457	0.5008455928644817
PC 32:2	-5.357547165688445	0.5860844140423838	0.9295887507225228	-0.3194202078576024	0.17115616071712073	0.6180682405353307	22.96016666314577	0.5787212809075333	0.6772602479781236
TG 60:7	-5.973016883571131	0.5875303287514475	0.9295887507225228	-0.2927511122971149	0.1718718039849059	0.6180682405353307	22.389717224858934	0.5734010661251265	0.6772602479781236
PC O-38:0	-5.231522073629568	0.5886536359128143	0.9295887507225228	-0.31472507685671897	0.17206286580575147	0.6180682405353307	23.08619180306842	0.577793325769764	0.6772602479781236
TG 60:10	-5.837674933620773	0.5902784715514839	0.9295887507225228	-0.2887851640621198	0.17283660659141023	0.6180682405353307	22.525059241841014	0.5724190790202461	0.6772602479781236
DG 36:3	-4.635356882895467	0.5953310590127823	0.9295887507225228	-0.36328794892500155	0.1695272717084726	0.6180682405353307	23.78474142229044	0.6070289904902263	0.699528646183975
TG 51:1	-5.528319179240687	0.596549231965549	0.9295887507225228	-0.2782462725868375	0.17507376234015434	0.6180682405353307	22.83441512775719	0.5702103941839218	0.6772602479781236
TG 51:2	-4.941430627226264	0.6084008306566151	0.9295887507225228	-0.2511889307913617	0.1794407826623594	0.6180682405353307	23.42130386359588	0.5661526115628908	0.6772602479781236
TG 59:11	-4.0086249709819795	0.612407421854386	0.9295887507225228	-0.16758008476103184	0.18804480104752722	0.6180682405353307	22.891126598886807	0.5622992137760903	0.6772602479781236
TG 52:2	-4.268340566230291	0.6219121627817444	0.9295887507225228	-0.20428124406001086	0.18464950428556992	0.6180682405353307	24.094394061118038	0.5617011584172844	0.6772602479781236
PE 36:1	10.743469441931055	0.6310670339708111	0.9295887507225228	-0.13966849611420482	0.6645102229939234	0.9228090892734984	27.051449090182572	0.1720500597848764	0.49025582483352703
Cholesterol	0.26982986599936115	0.6355261976064267	0.9295887507225228	-0.025755393704498513	0.9855969250815393	0.9938102327905521	1.340495494802169	0.35571166522107656	0.5380138936468782
Cer 42:2;O2	1.038221401936738	0.6389108219812765	0.9295887507225228	-1.5994094113036939	0.9773509703421974	0.9938102327905521	2.224156612076352	0.3346985787078335	0.5192118977390751
PC 36:2;P/36:3;O	-0.02250008904632232	0.6441084590237984	0.9295887507225228	-0.5640379935701287	0.9472809952973575	0.9938102327905521	1.7766159562851795	0.3796930311053913	0.5535283947440042
CE 18:1	-4.719988496477857	0.6542958715516869	0.9295887507225228	-0.1456190185918234	0.20013900321303094	0.6209440868917114	23.62174336557526	0.5037044907825662	0.6557409577309982
LPC 18:0	-1.145311944809074	0.6782018566390817	0.9295887507225228	-0.9479503032200052	0.8407442098930114	0.9311453211927389	2.9115178990498283	0.30108840426655165	0.5008455928644817
