feature	n_obs	n_patients	p_time	p_severity	p_interaction	singular_fit	error	fdr_time	fdr_severity	fdr_interaction
AA-derived	166	43	0.7567881378607586	0.14475371290155997	0.4743018520713739	TRUE	NA	0.9793705460354035	0.44336894437493285	0.9741080132626573
ALA-derived	166	43	0.8452738562038654	0.6029118422283186	0.7810518522881532	TRUE	NA	0.9793705460354035	0.6322208401741726	0.9741080132626573
DHA-derived	166	43	0.8749346976369323	0.6322208401741726	0.9741080132626573	FALSE	NA	0.9793705460354035	0.6322208401741726	0.9741080132626573
LA-derived	166	43	0.9793705460354035	0.22168447218746642	0.6439225393400789	TRUE	NA	0.9793705460354035	0.44336894437493285	0.9741080132626573
