feature	BS-064D10	BS-082D10	BS-336D10	BS-346D10	BS-351D10	BS-364D10	BS-377D10	BS-671D10	JV-035D10	JV-048D10	JV-138D10	JV-148D10	JV-157D10	KT-193D10	KT-247D10	KT-312D10	KT-313D10	KT-347D10	KT-352D10	KT-412D10	KT-417D10	KT-434D10	KT-445D10	KT-515D10	KT-522D10	KT-525D10	KT-537D10	KT-538D10	KT-539D10	KT-565D10	KT-612D10	KT-663D10	KT-695D10	KT-705D10	KT-716D10	KT-718D10	KT-723D10	KT-771D10	KT-805D10	KT-880D10	KT-974D10
5,6-DiHETE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14-HDHA	49.36476666666667	132.92846666666665	50.42276666666667	154.85266666666666	95.73185	157.41670000000002	79.07371666666667	83.04316666666666	189.06283333333334	61.690666666666665	108.55281666666666	43.80348	46.23256666666666	63.62141666666666	175.00936666666666	60.11000000000001	103.04704999999998	75.81938333333332	129.19343333333333	46.656483333333334	318.23220000000003	296.7678833333333	44.32770000000001	71.39703333333334	42.75833333333333	24.660716666666666	198.4259	34.700050000000005	75.39313333333332	151.16223333333335	165.83495	128.97808333333333	77.5079	198.35104999999996	53.03763333333333	58.129983333333335	551.6606666666667	198.0767	305.5321333333333	323.98106666666666	158.33530000000002
17-HDHA	1.0932	4.778016666666667	5.2556666666666665	2.843633333333334	21.580733333333335	6.204933333333333	25.338533333333334	3.898566666666667	3.341366666666667	1.7859000000000003	3.6527000000000003	6.12348	6.169783333333333	7.5984	3.206433333333334	2.5767	1.2932833333333333	4.098633333333334	3.625	6.326833333333334	4.769766666666667	8.84935	5.280216666666666	2.7622666666666666	3.759916666666667	1.40515	5.351616666666667	1.884183333333333	3.574383333333334	3.197883333333333	8.357233333333333	2.4556833333333334	2.8443166666666664	133.52275	4.282183333333334	1.6296500000000003	7.758466666666667	3.55605	25.86231666666667	6.215133333333332	2.9037
7(S)-MaR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDx	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RVD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RvD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RvD3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RvD5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
