sample_name	group	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34
BS-082D0	1	-4.920672954169346	9.097214604127974	1.7967320953274486	-1.8063741445334522	0.49138446394263535	-2.87729789681082	0.2969058988905854	-0.7469854022420936	2.352321286447632	-0.9934089602137014	3.733884900440865	-3.0716671063584378	0.3961195266809329	0.4611863208777763	0.04932650260350723	0.8031839359335179	-1.5321964339028997	1.1949846120790037	0.984782537503361	0.33771982970955633	-0.8384384998876392	-0.3553203870587585	-0.22732502379254718	0.2739046729966045	0.02042005055617218	0.10212808862230252	-0.08037486559021004	-0.027078679278726096	-0.019028285062444066	-0.03285379863194446	-0.0014144464426735115	-0.001597758536185477	-0.006811517356981719	-2.9282132274488504e-15
BS-364D0	1	-11.653415447372414	6.67454327481207	-5.135264537639276	-5.700073652796439	-6.148322863779322	1.500400109104772	-6.311725843564357	-0.20955879813616313	-0.7672635570729804	-0.010185669817647347	-0.3223132537623036	0.7137793691068767	-0.04590157760736391	-0.08020612558217709	0.10250860457854158	0.058128023505884814	0.12986607126230212	0.003921456784314098	-0.12107784972068733	-0.04044542152778849	0.017462596197025605	0.017693520973477622	-0.005480263408610367	-0.024879373526767896	0.02807389714464138	-0.0051430821158212296	-0.009498712240478092	-0.007551547723362734	0.0029997969281390265	-0.007792031342476772	-0.0019561678281981064	0.0010974457565772467	8.89583593847677e-5	-2.1788126858268697e-15
KT-193D0	2	4.301077885634036	-1.1656876971737156	-1.3590269983852612	1.0004051721669296	0.3613028126356059	-0.7732168665337472	-0.628206735618819	0.8221708922252567	-0.25365063187042675	0.4032173957542359	1.6748523919166223	0.7239692902787147	-1.363989439343049	-0.9999562607983254	0.34428583044495453	-0.33588660536464204	-0.7268289993413867	-1.2395537781077963	-1.409320617068363	1.0623348540295299	-0.9724736042005726	-0.37962126524169887	-0.1649436603176692	0.43136037500104385	-0.7860831167831358	-0.561215030571238	-0.022956951587197655	-0.2830827652054926	0.4516717418704066	0.659736560801055	-0.5706560690883787	-0.03727001314247657	-0.09796198506545226	2.0122792321330962e-16
KT-247D0	2	3.240177158545332	-3.5495505243617465	-0.0673891424760195	-2.297558066538225	-0.44506911875713434	-0.20042379400560933	1.1825828615136398	-1.1468354356365749	1.0567237513408605	1.3411105885142196	0.285402049812891	0.5682804901782946	-1.87174699686437	1.006524856392435	2.147054212012386	-0.04697234791520262	0.4898430207114112	0.773729797178917	0.31601167907601185	0.12423137084824011	-0.32109353611224567	1.1074257500445315	0.19000144075294148	-1.0801183908073488	-0.42983184069806524	0.4400273426279977	0.27845727713919377	-0.2251151139777358	-0.17006583731642372	-0.4581347416010335	-0.4805533581518831	0.3376600147542998	-0.20995931521230254	-1.861358289723114e-15
KT-313D0	2	3.5865399072447017	-0.014651605329080074	-0.7789095570613478	1.8134135666045483	-0.12449895672499693	1.1670822063344877	-0.5761157046825373	1.2363456238632347	0.17472237402622123	-0.7319761035541839	-0.2575697392455993	-0.45231472692690905	0.17891578881807835	0.12779668216373494	-0.5528593938028421	1.118312672524583	-0.1757350690374198	-2.016019974640471	1.4138222929109348	-2.103013039427979	-0.5928553328696593	-0.9149135734520056	0.3891350416475374	-0.525999733093108	-1.07048266370136	0.5573285262801083	-0.47930881417528887	-0.16216476235936345	0.11368771795646242	-0.15854991798027432	-0.06807055483179768	0.005366528205157669	0.029477331719539833	-8.743006318923108e-16
KT-347D0	2	3.0808228548574137	-4.387033935821053	0.007829199221726455	-3.703035374097969	0.12450531526024804	0.049990741007428764	1.5188231833694268	-2.329572653292942	0.3305988957493464	-1.1041504470269339	-0.7554330436990966	-0.3102067163021815	0.1023552467310213	-0.8345119883535069	0.04670018514748936	0.4258167548059884	0.9121199312764523	0.5972244987364104	-0.8502157007587964	-1.3839238069626447	-0.36916793184652896	-0.6249212515301626	0.5372556984486047	1.2649531264011993	0.5972480193083514	0.6239763798382595	0.3664125022444979	0.17596454558536193	0.7393348901062752	0.08951319530823927	-0.025632662929802246	0.11590625396800978	-0.18623565537556747	-2.2577426039838144e-15
KT-412D0	2	4.429532881268646	-1.0975491086495328	0.8741200754569958	0.3935674419593185	0.8308496047446986	-1.9099998578439994	-1.5300678551466291	1.1215023494307548	-1.0502553438070412	-1.3440273523999466	2.015930287742576	1.3050240419053716	1.9739351148231457	0.25819068521566757	-0.25956810245341544	0.08642078918855636	-0.3703238418652368	-0.3440694331326557	0.5217286814144184	-1.2181874255040652	0.3717219270338251	0.4398615189971058	0.6237007959877794	-0.818156686193563	0.8231551757213555	-0.85705244609191	0.9018439543491749	-0.40780918404044764	0.1639365233095244	0.12696011144511285	-0.07294245275980929	0.15837165281865087	0.006431083417451846	-1.6792123247455493e-15
KT-417D0	2	1.4689516726778666	3.716803182140662	0.9418151304403088	2.3242832519550607	0.4370046643819634	3.086465932304374	-0.38016884884240465	0.4450698449631668	2.1843153454978097	-0.8202316328078867	0.3973060591372002	1.4109285990343552	-2.8699100540126468	-2.9341581130407337	-1.0720349021760802	-0.728503928186048	-1.0240374190577182	1.0941129639147844	1.2088842848853427	-0.6910935166647555	1.1341961537803524	0.7949185499843975	-0.13076265390621225	0.3695174444333062	-0.02751978355744302	-0.03971873131737613	0.0900239766956992	0.08640049865362937	-0.01334876745686413	0.07336056595677647	-0.001845238653185185	0.0012967404131442309	-0.004291243390835569	-2.2343238370581275e-15
KT-445D0	2	2.3030422629953278	2.561924678132839	-1.0300867320089564	3.680338790203659	-0.6216684837178758	1.9347715045754912	0.07434072181253526	0.7229571057331445	2.2425005682759136	0.5951158206697971	0.2913000225992038	0.8696805554703011	1.239265641967166	-0.315556889763592	1.8137597648518993	1.6231713279201376	2.3227873959804493	-0.37259305909712415	0.33369842376669756	-0.208809572895348	-0.9762259269757767	0.419167334417285	-1.7424586564319564	0.5743576609663228	0.3584886807823483	-0.3386848514385301	0.1299079207422881	-0.011808893207309266	-0.0854424432255711	-0.08132937131358436	0.14655371689838298	-0.0152394509986748	-0.001077202211140448	-1.700029006457271e-15
KT-522D0	2	3.6255692927052743	-3.2706972964936605	0.8734066534267776	-3.126053656296103	0.17280395298603923	0.7013928515214914	0.8944787943049047	-0.3396309913273885	1.1054566398895043	0.3229911572803887	0.7769134765590422	1.2090531493557466	-1.871431716843461	1.789982262005831	1.0622428465337013	0.08513836854146416	-0.5529402587315834	-0.18778000498957442	-0.3804049572066692	-0.29704934683764767	-0.5028916334683863	0.3657415873060798	0.5451738238739874	0.04693870669450475	-0.33622375290154566	-0.4816801228442899	0.184544849566415	0.3944732041725299	0.3283185861865611	-0.213458834834406	0.5552186666399884	-0.46646332737475865	0.34863222530587495	-1.6896206656014101e-15
