"PLSDA1","PLSDA2"
-0.15532870901183,-0.00321003690305446
-0.11342994231063,-0.0639844880349545
-0.176625276600845,0.0206574315265688
-0.153457274472183,-0.0693512411170867
0.17409957537967,0.0816638128394759
0.127043380227055,0.00948001593075163
0.13453848264141,-0.246761514331326
0.13393254586622,-0.222685693024137
0.151016970278563,-0.17024960318432
0.153803799325376,-0.159297993796425
0.160200473201809,-0.0688165847699446
-0.153641801740687,-0.0680757100815154
-0.14934486118914,0.113499819535115
-0.1265738909848,-0.0524111885795257
-0.17327598467285,-0.0629459467715617
0.151851420776534,0.127750784869095
0.154919506247942,0.203559726745492
-0.133958858586263,0.162680830288532
0.132824436933637,0.377384949733469
-0.118977723383685,0.0856168432015261
0.132674908887851,0.32774963065036
-0.151818473584369,0.0950530701160293
-0.130400277551621,0.0782182506550106
-0.148962088440371,0.0658703560606769
-0.17928900579433,-0.0274395310572154
-0.151540927683098,0.132408696123306
-0.122485536468308,0.123887460435962
0.125065944609335,0.0734200584247007
-0.144584860933898,0.128545180299406
-0.132710495030449,0.130159422169568
-0.119044218831973,0.201379913373057
-0.151422495839369,0.0989705699655517
-0.148351585202344,0.0630072284660258
-0.177981219696095,0.0800810687911068
-0.178363728422056,0.0243511107699716
-0.172389772358021,0.0355126178867292
-0.124324986917579,-0.00262576261257817
-0.120003674263956,0.1182449653823
0.17077306475464,0.105057505095078
0.208237875424516,0.368283555091391
0.193423467345448,0.260504925669059
0.143388022373769,-0.0897474860091942
0.11494519136329,0.0620480759829653
0.131072577167817,0.196830198394079
0.133064686607632,-0.122358688461461
