feature	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20
CAR 16:0	1.7884409109272037	0.13740609707869195	0.04290743449959027	0.19849711953958682	0.6955754515055964	0.48984019168159426	0.21645271963164084	4.392677191133718	2.419248993309624	1.2651861215594282	0.008209280288403231	0.31114579669577974	0.006109941039861818	1.0212582437260267	1.039998424764976	3.6990748019137114	0.051413197462949006	16.23321097982798	0.03858719735935456	0.08406554077147045
CAR 18:1	0.9562503649600849	0.7221046101187637	0.943075492747093	0.13219217342766929	0.02093040277271513	0.011364577012471037	1.2525872981648678	5.754262863495956	0.008063914220137169	3.6664864047910415	4.262028841444285	0.7040667059173441	1.887131325785512	1.6078512057816037	1.8907343387710662	0.04894626965898399	0.14944520064169328	2.9333030760909757	0.6670274946982344	0.9231175460797593
CAR 18:2	2.3655135588226988	0.10476360881938053	0.05864077202787147	0.006085234052153919	0.02080598035240016	0.08740674438800815	0.01575877203591034	2.4799206744558826	1.516459721330601	2.1447906182330603	1.1315727727497773	0.9340989689968966	0.029078696146329915	3.0661952561381476	0.1319232153503231	3.8723571784535786	0.018157888611104046	3.0562658563697638	5.056485806996415	0.5099954084115673
CE 18:1	0.13632910157741723	1.169029887790007	0.24975718717897116	2.6675738925885537	4.10934010605118	1.0868656336838483	0.12640836412828546	0.07908810671899776	0.5240490040645036	2.022793069488371	0.019084711033880788	0.5042809385167133	4.591248214371028	5.113129243673597	4.914400272953052e-4	7.568655427641338e-4	0.28974189416234314	0.1635849456470919	0.03406133661439819	0.12122114739374251
CE 18:2	1.3945811095503051	0.18206583928259945	0.20620961726331916	0.4399677911018751	2.8072815969476523	0.004365700817138972	0.1681599092843753	0.2551222823377407	6.3305203521920115	3.348070451813943	1.559204238890431	0.696483983469678	0.5059761749720381	0.3016612917361922	0.0014091150552896833	1.4584233458147742	1.1024104022958732	1.232791239767921	0.12328165366738289	0.156266041853754
Cer 40:1;O2	0.05570373278115088	0.7101023142012803	0.249562147768612	6.010673552754935	0.2516493603345943	2.271789434804037	0.10414437023755038	1.4211835016167322	2.8281096545821267	0.4162036340083876	1.7377663743110667	0.06267801093786866	3.5623808747376007	1.8113318171713804	0.05420622112772032	2.1063553774954094	0.6379263463780216	0.017081271040700632	1.5031342303572908	0.012581131941306748
Cer 41:1;O2	0.16166760345157172	0.11301393899189725	4.7029840778102045e-4	6.2021063905754055	2.110567841304187	1.2020247085591709	1.0099295120952738	0.009941229894181869	0.26306738153793824	3.309271666744416	0.4422515452447037	2.0935625693994857	0.1959031032844097	5.796736446007772	3.8696315449655385	0.04217646960244055	1.7568930705670303	0.08577042741776189	1.17608976057528	0.1554949830820223
Cer 42:2;O2	0.010288984210387627	0.35038845719249395	1.9131694180985348	0.22433495332570438	0.5229153098595578	4.431099972950203	0.027205859659990048	0.09100570050822646	2.5877450450566903	5.554771308839602	2.604227545222717	2.881236006971868	1.7945575769089057	8.097614882215954	0.21922427153930243	1.824722391138181	0.31662990294824717	4.327951112662231	0.16016145050171848	3.9143406499031745
DG 34:1	1.7031409971547282	1.2186572253386723	0.7453349937013147	0.2632767612070665	0.1583359274500355	1.5971211594408758	0.007956014879477431	0.5353551567503986	0.675585068144578	1.5145399794118908	0.05463520931526632	0.8211536037207309	0.053826881612397105	0.7891636699049981	0.1682975414114495	0.5386565541489189	1.37712568274452	0.20072328384331886	2.898342207641505	0.010874913893654135
DG 36:2	0.9371868824504299	1.8960643387439142	0.22305799337605908	0.2006791099939195	0.03999157725360903	1.345704904359523	0.9692033305560186	1.6684118965202483	1.3856257088789912	0.002670000248763623	0.13540433522538944	0.01214717275355871	0.5435899834818834	3.077035919329733	1.1511593081015008	0.2564727421628892	11.256554161606395	0.9801294769064941	0.02099117789286574	1.3901930884843443
DG 36:3	0.6865968744949581	0.5529230643304792	3.487126525631739	0.6376485100565538	0.3633431847250599	1.119737142685036	1.4937025089075717	0.9626030019548447	0.717923593119205	0.2595204218212691	0.708609753974535	3.726670729930697e-4	1.0612584941738143	3.099322358305512	0.2099147836901549	1.3382337178041996	5.7355470836740166	0.021670761071304907	0.12177496268420937	1.0247722066380782
FA 14:0	0.92811231897792	0.25490953513970627	0.34934054910985773	3.819713553376673	1.4131914473257892	3.3791789380791033	0.28781773175488834	0.9955062721672399	0.007034020048309691	2.352245781350044	0.45337956257907464	0.002332190018109491	0.8657436118149805	0.04963145971200689	0.19870549573357701	0.8970002005853491	0.3263178641291177	0.1299652087756902	0.40263264303438434	1.804287619887536
