feature	severity	contrast	estimate	se	p_value	fdr_posthoc
PC 34:2	mild	D3 - D0	0.12506070857954665	0.03880905191916446	0.004619687205934531	0.011982944106223194
PC 38:7	mild	D10 - D0	-0.1255161924461344	0.03898220572395334	0.004658900099257179	0.01203211590851637
LPC 16:0	severe	D10 - D0	0.09700626918482366	0.030289673628868197	0.004911293161044328	0.012629039556971129
SM 42:1;O2	mild	D3 - D0	-0.14586419720095933	0.045565139344056683	0.004942795144449397	0.012646766849449062
LPC 18:1	severe	D10 - D0	0.09655215889179664	0.03017804328171011	0.004960768814682881	0.012646766849449062
PC 36:1;P/36:2;O	mild	D60 - D0	-0.4604419886413958	0.1449751656408242	0.005353173479108353	0.013588824985428896
PC 38:4;P/38:5;O	severe	D10 - D0	-0.11391514426788388	0.03607702696872046	0.005667789921199207	0.014320122404645258
SM 32:1;O2	mild	D3 - D0	-0.2010459259219699	0.06368979364441392	0.00568947624157623	0.014320122404645258
DG 34:1	severe	D60 - D0	-0.20135421179071417	0.06397601743533166	0.005835909619230417	0.014626710184906615
DG 34:2	mild	D60 - D0	0.7500713699922829	0.2394284693429947	0.006131161851377964	0.015302143444195424
SM 32:1;O2	mild	D60 - D0	-0.19839893143822182	0.06368979364441396	0.0064780397536657874	0.016100232693211206
SM 42:1;O2	severe	D60 - D0	-0.14875476561865875	0.048003457810290126	0.006789223532214672	0.016803328242231314
FA 18:1	severe	D3 - D0	-0.22930427773387477	0.07407886528186321	0.006885239612427041	0.01697025862979943
PC 38:6	severe	D10 - D0	-0.10828072985700572	0.035083302560709406	0.0070737149933844945	0.01736275498376194
TG 49:2	mild	D60 - D0	0.6977434867180311	0.22622523631387	0.007109275293124773	0.017378228494305002
LPC 16:1	severe	D10 - D0	0.9538108178085114	0.3095961128952264	0.007191806336207751	0.017507921982407394
SM 36:1;O2	mild	D3 - D0	-0.10906140968784467	0.035561237491717246	0.007518360392714474	0.01822818805417305
Cer 42:2;O2	severe	D60 - D0	-0.5156979434152273	0.16872470844450385	0.007711503420785082	0.01862045947945666
PC 38:3;P/38:4;O	severe	D3 - D0	-0.10564230449750012	0.034620964302167934	0.007883255411330725	0.018897325696503455
TG 58:7	severe	D60 - D0	-0.5513526311669429	0.18083125246863252	0.007889792546688312	0.018897325696503455
TG 58:8	severe	D10 - D0	-0.843219931463743	0.27677910762949975	0.00798325910890596	0.019044401247751568
SM 42:4;O2	mild	D3 - D0	-0.3483245431334298	0.11543509969993136	0.008739678867392686	0.02076547698892502
Cer 40:1;O2	severe	D60 - D0	-0.6972125820975956	0.2320173025891059	0.009047430168488413	0.02141104988080525
TG 51:2	severe	D60 - D0	-0.2658367503198328	0.08924138531080623	0.009761002704963051	0.023008077804555764
TG 50:1	mild	D60 - D0	0.7860372348675183	0.26457690759337865	0.010055591637111005	0.023608780365391057
SM 42:4;O2	severe	D10 - D0	-0.3550358720248104	0.11988499119358013	0.010331504994679275	0.024161078609604286
TG 50:0	severe	D10 - D0	0.7388573033317528	0.24987965385556654	0.010468644911416636	0.02438578461718228
FA 14:0	severe	D10 - D0	-0.4649797642186978	0.15843413295096753	0.01117720353732965	0.025934605082710203
SM 35:1;O2	mild	D3 - D0	-0.7557434196508132	0.2578122393484465	0.011312141756165461	0.02614557277495052
PC 34:1	mild	D3 - D0	0.09129156573869697	0.031450878802344234	0.012311134063015317	0.028344238889267823
PC 38:4;P/38:5;O	severe	D3 - D0	-0.10278463113049653	0.0355338950213189	0.012680833830759353	0.02897082805950406
TG 48:1	mild	D60 - D0	0.6981402312303812	0.24126222326781646	0.012639120637804258	0.02897082805950406
PC 36:3;P/36:3;O	severe	D3 - D0	-0.09675206409229897	0.03353038452561326	0.012945944058082803	0.029463183028740174
TG 58:5	mild	D3 - D0	0.7853131026873128	0.2741131033604054	0.013721411311019005	0.03110884854482935
TG 51:2	mild	D10 - D0	0.2427171790537726	0.0849264428766273	0.014001500443528991	0.03162316069755217
PC 38:7	mild	D60 - D0	-0.10993872634201667	0.03898220572395332	0.01564049263872347	0.035191108437127805
PC 32:0	severe	D3 - D0	-0.09913802848166176	0.0353992938661346	0.016545319946822068	0.03708649074872569
TG 58:7	mild	D3 - D0	0.47593123104995744	0.1720878153067694	0.01824129309654121	0.040734316162952935
PC 36:2;P/36:3;O	severe	D3 - D0	-0.09450864024012041	0.034202741865910886	0.018396675392933215	0.040927435143828954
FA 18:2	severe	D3 - D0	-0.19236798191325138	0.0699549848465882	0.019098661745721834	0.042330615958801374
DG 32:1	mild	D60 - D0	0.7581957167353551	0.2763651051094874	0.019446977020057377	0.042942395352840446
TG 48:2	mild	D60 - D0	0.9171092414533034	0.3348086322229874	0.019680031919873553	0.04329607022372182
FA 14:0	severe	D60 - D0	-0.43758292199047405	0.16072400806225678	0.020563977032325154	0.045073809436166574
LPC 16:1	severe	D60 - D0	0.8418024900101138	0.31434825881100453	0.02328680627161739	0.0508542754608115
SM 40:3;O2	mild	D3 - D0	-0.7319873564990312	0.27411529729096207	0.02382065820778445	0.05182956401254199
TG 58:5	severe	D60 - D0	-0.767241192706255	0.288040241026733	0.024165343876922707	0.0523876432952266
PC 38:6	mild	D3 - D0	0.089824744181302	0.033759699322807216	0.024458698027472137	0.05270023846981841
PC 34:1;P/34:2;O	mild	D60 - D0	-0.11438849137658848	0.04299875169285654	0.02448697949102674	0.05270023846981841
TG 52:1	mild	D60 - D0	0.39779777490656004	0.14976172672180368	0.024727412578017693	0.05302557065466609
CE 18:1	mild	D10 - D0	-0.7630230866713709	0.28826435602396794	0.025359652106750064	0.05418573147989043
LPC 16:0	severe	D3 - D0	0.0790310781382107	0.02986882439163224	0.025463469058357502	0.05421254702747081
SM 39:1;O2	severe	D3 - D0	-0.6080396607108361	0.23062754763839724	0.026128959178679745	0.055430720543342034
PC 36:3;P/36:3;O	severe	D10 - D0	-0.08959225674601579	0.03404022215003895	0.02643607246919788	0.0558826585291941
PC 32:1;O/32:0;P	severe	D60 - D0	-0.43748094428510903	0.1667402806724261	0.026982315902848386	0.05683509094429766
TG 54:2	mild	D10 - D0	0.2169360987067497	0.08272631989125712	0.027113057340812707	0.05690867865880829
FA 16:1	mild	D10 - D0	-0.4899642760708695	0.18719812366644142	0.027480292358146308	0.05747638612936235
SM 42:2;O2	mild	D3 - D0	-0.07678683907757176	0.029359153750444685	0.027660744341968524	0.05765081452326071
PC 34:0;P/34:1;O	severe	D3 - D0	-0.08698032960502296	0.03333622926070583	0.028129109201858293	0.05842199603462877
PC 36:3	mild	D60 - D0	0.08138132006691584	0.031221875295377458	0.02832898558247199	0.0586321165017016
DG 36:2	mild	D10 - D0	0.21751862817270584	0.08351544900080607	0.02848114987228567	0.0587423716115892
SM 42:4;O2	severe	D60 - D0	-0.31642754700972325	0.12175841289987561	0.028880433464721578	0.05935978366105404
LPC O-16:0	severe	D60 - D0	1.076581744122866	0.4153411900483006	0.0293993531199902	0.06021798535611786
PC 34:1;P/34:2;O	mild	D10 - D0	-0.11125356163258279	0.04299875169285655	0.029823608745302765	0.0608770570264943
LPC 22:5	mild	D60 - D0	1.0563833551083215	0.4094487304281497	0.030416284819969608	0.06166304840635477
LPC 20:4	severe	D60 - D0	0.09016646617883824	0.03493982624242564	0.03033217442742242	0.06166304840635477
LPC 16:1	mild	D60 - D0	0.7622422467790329	0.2981788816815293	0.03239022850325002	0.06544148207799493
SM 34:1;O2	mild	D3 - D0	-0.07495534901864762	0.029387803618417176	0.03288985866669436	0.06600194610816368
SM 35:1;O2	severe	D60 - D0	-0.6932903714735262	0.2717875718043796	0.03281267392614029	0.06600194610816368
PC 36:1;P/36:2;O	mild	D3 - D0	-0.36635656923245125	0.14497516564082422	0.034987610252885104	0.06997522050577021
SM 33:1;O2	mild	D3 - D0	-0.28567100713424853	0.11345404536250658	0.03582788002320303	0.07141530447578052
SM 33:1;O2	mild	D10 - D0	-0.285499245866594	0.11345404536250656	0.03596983835007461	0.0714584748493121
PC 40:3;P/40:4;O	mild	D3 - D0	-0.5445078279935504	0.2171432173647088	0.03681121360744477	0.0728077504427236
TG 58:9	severe	D60 - D0	-0.8189711446323696	0.3268146367575165	0.036894163103130984	0.0728077504427236
TG 52:4	mild	D3 - D0	0.7756479497151926	0.309692820255368	0.037060051793469606	0.07289294955404287
LPC 17:0	severe	D3 - D0	1.0531292834335237	0.42117606472497543	0.037500967330580504	0.07351674783618752
PC 34:1	severe	D10 - D0	-0.08164509741126755	0.032674229862517425	0.037646419499824946	0.07355912231215796
LPC 18:1	severe	D60 - D0	0.07636690169462436	0.03062350274345682	0.03809425393179566	0.07377465722556359
TG 49:2	severe	D10 - D0	0.5848058292367403	0.23452288489139897	0.03809410597403895	0.07377465722556359
SM 35:1;O2	mild	D60 - D0	-0.6429960956364946	0.25781223934844655	0.038129326209171754	0.07377465722556359
SM 42:4;O2	mild	D60 - D0	-0.2875049840973443	0.11543509969993135	0.03846817383663392	0.07418862097065114
PC 36:5	mild	D60 - D0	0.10557094870538195	0.04245416802507918	0.038860408248189926	0.07470253236059811
PC 34:1	mild	D60 - D0	-0.0781264281509442	0.031450878802344234	0.039125639585976035	0.07472871355006355
PC 38:7	severe	D3 - D0	-0.0991344262232568	0.0398995596039078	0.039072864464222534	0.07472871355006355
PC 32:1	mild	D3 - D0	0.136187109944234	0.055012908857274626	0.039995038242162995	0.07614439973027184
SM 39:1;O2	mild	D10 - D0	-0.5528615327839771	0.22532505613847215	0.04230951957551854	0.0800377535919045
Cer 42:1;O2	mild	D10 - D0	-0.8174322644411871	0.33310548522682487	0.04227160943251729	0.0800377535919045
LPC 18:1	mild	D60 - D0	0.07086806373157721	0.029080553499557918	0.044143798073314144	0.08324259065253524
DG 32:1	mild	D3 - D0	0.6730817595995128	0.2763651051094874	0.04431130800021443	0.08329404098774486
PC 30:0	severe	D60 - D0	-0.6384038916377022	0.26274608645925984	0.04488343158884334	0.0838388627791602
TG 52:5	mild	D3 - D0	-0.8136847621359684	0.3347071017930375	0.04481201714193794	0.0838388627791602
TG 54:3	severe	D60 - D0	-0.2752161457202868	0.11406975664950937	0.0468104656951136	0.0871643154322805
LPC 18:0	mild	D3 - D0	-0.06659096084337764	0.027645213617571007	0.04740510960400912	0.08799573470244193
FA 18:3	mild	D10 - D0	-0.823467888271976	0.34221241372644795	0.047700645205238645	0.08822775266369934
LPC 16:0	mild	D60 - D0	0.07019015601581788	0.029182092953557427	0.047827165585372367	0.08822775266369934
PC 40:4	severe	D60 - D0	0.13722252510038396	0.0571432097833019	0.0482509881628852	0.08873401538313873
SM 32:1;O2	severe	D10 - D0	-0.15854400088461126	0.0661175262978721	0.04868586208820003	0.08925741382836672
SM 41:2;O2	severe	D60 - D0	-0.08443837188937797	0.035416300255960105	0.050378338977996706	0.09207610262440014
SM 41:1;O2	severe	D60 - D0	-0.11353480288461967	0.04794389213739212	0.05242728347053638	0.09552701344017978
TG 58:8	severe	D60 - D0	-0.6634909233161561	0.2805983331789081	0.052846623086191924	0.09599661808317432
TG 58:9	severe	D10 - D0	-0.7582496265486194	0.32235285514716155	0.05453098709411153	0.0984741651748815
PC 34:2	severe	D60 - D0	-0.09627559985374398	0.040932548389881515	0.0545420881187475	0.0984741651748815
PC 32:1	mild	D10 - D0	0.12842920144067876	0.05501290885727461	0.05700164888790038	0.10260296799822069
TG 56:6	severe	D60 - D0	-0.5817439133100408	0.25074747029699557	0.05891451657776536	0.10572574878305929
SM 40:1;O2	severe	D3 - D0	-0.08923905045897557	0.03872704520893861	0.06135518376259652	0.10977403359934439
SM 39:1;O2	severe	D10 - D0	-0.5371054383938173	0.233873262876395	0.06247892949942235	0.11144890126923987
SM 40:3;O2	severe	D60 - D0	-0.6607630024681356	0.28877703598452764	0.06372523916298745	0.11333171276291779
TG 58:7	severe	D10 - D0	-0.4078569057802411	0.1783997734205372	0.06400053554919616	0.11348154661558961
LPC O-16:0	severe	D10 - D0	0.9249908019638513	0.40921766955334915	0.06814411046115387	0.12046905242239703
LPC O-16:0	severe	D3 - D0	0.9116687333973204	0.40354151311845143	0.06837861963311975	0.12052492600021701
LPC 18:1	severe	D3 - D0	0.06696695245762127	0.029764895447085295	0.06990578405368275	0.1228521767097265
PC 30:0	mild	D10 - D0	0.5595430449448637	0.24974672456167005	0.07148258598266011	0.1252526727837761
PC O-32:0	mild	D60 - D0	-0.27360814727794625	0.12277784120849576	0.07352697598939362	0.12845595216970532
FA 18:3	severe	D3 - D0	-0.7757394893565931	0.3502655723322898	0.07594023560056484	0.13228299104614522
CAR 18:1	severe	D3 - D0	-0.42226796521676685	0.1915709009893476	0.07782246399269177	0.13516533219783308
TG 51:2	severe	D3 - D0	0.1914156238755065	0.08692498555621035	0.07816030919323746	0.13535633720344914
PC 40:3;P/40:4;O	mild	D60 - D0	-0.47674592016566925	0.2171432173647087	0.07941386424741126	0.13712742838070432
PC 38:3	mild	D60 - D0	0.10262247850970706	0.04681501489552111	0.0800500755539022	0.13782534747541422
PC 32:1	severe	D3 - D0	-0.1232061439601344	0.05630750736576263	0.08079370902204452	0.1387036507488279
TG 58:11	mild	D3 - D0	0.5803257434193938	0.2665373621767733	0.08278300578241993	0.14170923756414247
SM 33:1;O2	mild	D60 - D0	-0.24653526001685372	0.11345404536250653	0.08365508527460885	0.14279057658941854
TG 54:2	severe	D3 - D0	0.1828242503468026	0.08467308788750653	0.08629679557736947	0.14666372613111842
LPC 16:1	mild	D10 - D0	0.6437206247212951	0.2981788816815293	0.0864180204476287	0.14666372613111842
TG 49:2	severe	D3 - D0	0.49050486842470453	0.2315489114220904	0.09466979494065209	0.16021042220725737
TG 50:1	severe	D60 - D0	0.5896154193740434	0.2785488541406183	0.09498281337661196	0.16028349757303267
SM 38:2;O2	severe	D3 - D0	-0.13538826445037497	0.06416350233696819	0.09650938232933093	0.16193947204413156
FA 18:3	mild	D3 - D0	-0.7222847702716821	0.342212413726448	0.09638359727995782	0.16193947204413156
PC 38:7	severe	D60 - D0	-0.08626151644412998	0.04113038502068426	0.09924483978536047	0.16606037980987076
PC 36:5	mild	D10 - D0	0.08781854533890898	0.04245416802507918	0.10582794120961991	0.17657808168121975
TG 54:3	severe	D10 - D0	-0.23195990045351692	0.11253596080654397	0.10743895044584728	0.1783710081420171
PC 36:1;P/36:2;O	severe	D60 - D0	-0.31511113080180364	0.15288495741507188	0.10750306551320221	0.1783710081420171
DG 34:1	mild	D60 - D0	0.1248486385390412	0.06073250353653023	0.10885023350627043	0.1801031718738848
TG 52:5	severe	D3 - D0	-0.6991809001271392	0.3425836406593211	0.11242251428991756	0.18549714857836397
Cer 42:1;O2	mild	D60 - D0	-0.6682535084644966	0.33310548522682476	0.12118384898276935	0.19939946342317175
TG 51:1	mild	D60 - D0	0.15703276062948812	0.07915398301547809	0.12706149756431606	0.20849317556133629
PE 38:4	severe	D10 - D0	-0.8356730740334204	0.42336796379619274	0.12973183389080356	0.21228845545767858
DG 32:0	severe	D60 - D0	-0.45590670331227023	0.23135903829953797	0.13062431534242558	0.21316165745439777
PC 36:1	mild	D3 - D0	0.10973323785342977	0.05578728221629108	0.13167370745598928	0.2142854307639935
LPC 16:0	mild	D3 - D0	-0.057274065063902896	0.029182092953557406	0.13288145323032785	0.21507243383873226
PC 36:1;P/36:2;O	mild	D10 - D0	-0.2846607735271525	0.14497516564082422	0.13263984439533183	0.21507243383873226
CAR 18:2	severe	D60 - D0	-0.387218540026225	0.19902568489059508	0.137607813641349	0.22211696006239484
DG 36:2	severe	D10 - D0	-0.16797309798981291	0.08661699292886453	0.13947165914667492	0.22451535374830597
TG 58:11	severe	D60 - D0	-0.5415592587969718	0.2800795916096182	0.14100409216117105	0.22636873173982597
TG 50:0	severe	D3 - D0	0.4761820930103275	0.24656011499524533	0.1418431967850573	0.22710204552647986
TG 51:1	severe	D3 - D0	0.15591272102985068	0.08101668452465625	0.14386412113113467	0.22971851599971502
SM 41:1;O2	severe	D3 - D0	-0.08935919350125197	0.046510230981189386	0.1448075034975611	0.23060497876019115
DG 36:1	mild	D10 - D0	0.3999183226291751	0.20916615146498937	0.14760258841530782	0.23425232203598745
TG 58:9	mild	D3 - D0	0.5941143460366698	0.31088802915458447	0.14788656694191127	0.23425232203598745
LPC 16:1	severe	D3 - D0	0.5813164096242837	0.30519581540683044	0.14980027178864908	0.23665255702781263
TG 56:6	severe	D10 - D0	-0.47072719774716415	0.24737588926735138	0.15025261630561892	0.23673754399346855
TG 52:4	severe	D60 - D0	-0.6163795568690346	0.3254276920622761	0.15291785486792886	0.24029948622103106
LPC 18:0	mild	D10 - D0	0.051314654275239936	0.027645213617571014	0.16520340945480871	0.2589203831560854
DG 34:2	severe	D60 - D0	-0.4677752397194045	0.2523093104016077	0.1658494524010703	0.25924888085851516
TG 48:1	mild	D3 - D0	0.44063808896585566	0.24126222326781666	0.175229832217495	0.27247780192982207
PC 34:1;P/34:2;O	severe	D60 - D0	0.08289568996956011	0.045360211385900136	0.17477916669984506	0.27247780192982207
PC 34:1;P/34:2;O	severe	D3 - D0	-0.08021670493406036	0.04401062546875226	0.17651133462094748	0.27375387144867575
LPC 16:0	mild	D10 - D0	0.052896014202177294	0.029182092953557417	0.18000799670951517	0.2784498699100313
Cer 42:2;O2	severe	D10 - D0	-0.30029123784635064	0.1664560154620784	0.18292591936124514	0.2822285613002068
FA 14:0	mild	D10 - D0	-0.2737751010183223	0.15271475395715167	0.18708216783198395	0.2878932841766799
PC 36:5	severe	D10 - D0	0.07895177293964917	0.04410077701595603	0.1879448016727574	0.28847341652097647
SM 35:1;O2	mild	D10 - D0	-0.459931137443339	0.2578122393484465	0.1902585736909388	0.291272146320664
SM 42:4;O2	severe	D3 - D0	-0.21018275455195246	0.11815159135621538	0.1921075737637663	0.2931874112616657
SM 33:1;O2	severe	D10 - D0	-0.20907405810279067	0.11769614736411622	0.19299036667224123	0.2931874112616657
PC 34:2	severe	D3 - D0	-0.07058238336415276	0.03972233103444866	0.19285492161196105	0.2931874112616657
FA 14:0	severe	D3 - D0	-0.2758964193061937	0.1563085339772186	0.1972443538561055	0.2988855770166497
LPC 22:5	mild	D10 - D0	0.7197721324318902	0.4094487304281496	0.1999477848243998	0.3022111556887875
CAR 18:2	severe	D3 - D0	-0.338282714156915	0.1935800732289351	0.20390548919033358	0.30741081365243184
Cer 42:2;O2	mild	D10 - D0	-0.2791203575684503	0.1605666391627902	0.20738260945108422	0.31107391417662633
TG 51:2	mild	D60 - D0	0.14769354989708003	0.08492644287662732	0.20709923896107107	0.31107391417662633
PC 32:1;O/32:0;P	mild	D3 - D0	-0.2753474058140218	0.15851304375986447	0.2079362293141046	0.3111186907117837
TG 54:3	severe	D3 - D0	0.19141907711333722	0.1111088976781982	0.21347763146655296	0.3186073193244534
FA 18:0	mild	D3 - D0	-0.07475658038237762	0.04405838064975794	0.22403191893998686	0.3331102142692043
SM 32:1;O2	severe	D60 - D0	-0.11382662958387241	0.0671202425817817	0.22431664260552475	0.3331102142692043
DG 32:0	severe	D10 - D0	0.3858309622806866	0.22777264349508256	0.22515942087129404	0.33352792019338817
PI 38:3	severe	D60 - D0	0.47334227150905395	0.28010471266950404	0.22678149745070986	0.33426354711097184
SM 38:2;O2	severe	D60 - D0	-0.11170810091375283	0.0660777296379776	0.22650227003822931	0.33426354711097184
PC 36:5	severe	D60 - D0	0.07550795821789195	0.044801118119572235	0.22865340033912418	0.3361884153500984
PE 38:4	mild	D3 - D0	0.6861686145524399	0.4080772724141131	0.23035062827511255	0.3378475881368317
CE 18:2	severe	D60 - D0	0.6143243792629255	0.36836995544050344	0.2360579476299025	0.34536556869990664
SM 39:1;O2	mild	D60 - D0	-0.37102300454993586	0.22532505613847217	0.24521525546696799	0.35788172419503433
PC 36:3	mild	D3 - D0	0.05129050856693052	0.03122187529537745	0.2468906196606413	0.35944369627063955
TG 49:1	severe	D10 - D0	-0.5188986847382608	0.3162460448639714	0.24764338703611544	0.3596581220035515
LPC 18:0	mild	D60 - D0	0.045239739519789456	0.02764521361757102	0.2496693431741417	0.3617160727937565
TG 48:1	severe	D60 - D0	0.4153368823124965	0.25429757970633343	0.25099399481169127	0.36275044505631293
PC 40:4	mild	D3 - D0	-0.08832294756269733	0.05413388107774708	0.2518253751829461	0.36306862344337376
PC 40:3;P/40:4;O	severe	D10 - D0	-0.36618428016450805	0.22565670543943553	0.2557309829590494	0.3678067890500613
TG 48:1	severe	D3 - D0	0.39917539236707744	0.2469397582479671	0.25856374420336725	0.36963501539203897
DG 32:1	severe	D3 - D0	0.4571404284042933	0.2828687032704411	0.2587449753090867	0.36963501539203897
PC 34:3	mild	D60 - D0	0.06637652071371633	0.04107927526523158	0.258868967008566	0.36963501539203897
TG 54:2	mild	D60 - D0	0.1335457355758667	0.08272631989125714	0.25949198821309793	0.3696360695409597
LPC 20:3	mild	D10 - D0	0.2377177212418603	0.14737432660121225	0.2601343495357691	0.3696646019718824
TG 58:5	severe	D10 - D0	-0.457002522533803	0.2841672168591527	0.26220331254505846	0.37171543592306616
TG 58:5	mild	D10 - D0	0.4345402597376148	0.27411310336040534	0.27283552781179865	0.3858673893338295
CAR 16:0	severe	D60 - D0	-0.3300203381160443	0.2090525341528965	0.2759105719930841	0.38928950062682177
SM 32:1;O2	severe	D3 - D0	-0.10233771968259005	0.06518858208463053	0.2801305600025633	0.39430699678085923
PC 36:3	severe	D60 - D0	0.05154632048711206	0.03293008421217128	0.28222868658905487	0.3963211343590983
TG 54:2	severe	D10 - D0	-0.133118540867497	0.08576061412719084	0.28848569798534085	0.4041521334983313
PC 38:4;P/38:5;O	severe	D60 - D0	0.05668903839017769	0.03666510109899413	0.2914920042903826	0.40740294246702885
FA 16:0	mild	D3 - D0	-0.07845063109327186	0.0509124663321191	0.29409164486005746	0.40911109378659044
PC 38:6	mild	D10 - D0	-0.052048215213211825	0.03375969932280722	0.2936837464880748	0.40911109378659044
PC 36:1;P/36:2;O	severe	D10 - D0	-0.23171345155929715	0.15054890961843212	0.2949234454933335	0.409309641642617
TG 49:1	mild	D3 - D0	0.46843039629734307	0.30505695111932496	0.2966556884554711	0.41075403016911377
DG 36:3	severe	D3 - D0	0.23672423743881565	0.15591508130064943	0.30522144481832225	0.42163148423740326
TG 52:1	severe	D60 - D0	-0.23778981264452254	0.1573708200472662	0.30876593449110745	0.4254326538250179
CE 18:1	mild	D3 - D0	-0.4352620276535939	0.28826435602396794	0.30940556641819483	0.4254326538250179
PE 38:4	mild	D60 - D0	-0.6134442913582216	0.4080772724141132	0.3128357561428897	0.429155748611724
LPC 22:5	severe	D3 - D0	-0.6246126905050274	0.4190841364942028	0.31938848110832163	0.4371353865860439
SM 35:1;O2	severe	D3 - D0	-0.3913535015479189	0.26387923975732075	0.3231717674805994	0.441296620421784
DG 36:1	severe	D3 - D0	0.3149556619221048	0.21408838141678613	0.329371172108319	0.4487304500741777
TG 48:2	severe	D60 - D0	0.5147119337310564	0.3520868122456262	0.33413762083961185	0.4541824869078477
PC 36:1	severe	D60 - D0	-0.08553981373149061	0.05874024869165077	0.33713387467064404	0.4572089533204625
LPC 20:3	mild	D3 - D0	-0.21298614046760905	0.14737432660121225	0.34308521055845775	0.46422007989003167
PC 32:1;O/32:0;P	mild	D10 - D0	-0.22763067263164397	0.15851304375986444	0.3479978866887111	0.46979714702976005
PC 34:3	severe	D3 - D0	-0.06029389593280732	0.04204597870980149	0.3491007532615231	0.4702173411277658
FA 16:1	severe	D3 - D0	-0.27255458615201356	0.19160338811662853	0.35528822824438455	0.47746879542344894
SM 42:1;O2	severe	D3 - D0	-0.06554715218557583	0.04663740697467597	0.3646747293906558	0.4889769509211051
TG 48:2	mild	D3 - D0	0.4675427690195127	0.33480863222298735	0.36966872879862767	0.49455681285221814
PC 34:2	severe	D10 - D0	-0.05571349155509296	0.04030397404447701	0.3775307801142561	0.5039399626693666
LPC 20:3	severe	D3 - D0	0.2082407046803738	0.150842432312589	0.37858048610053385	0.5042080913536259
Cer 42:1;O2	severe	D10 - D0	-0.4697015901456549	0.3458240763035771	0.39119958207516947	0.5198491090663326
TG 56:6	mild	D10 - D0	0.3220774580295999	0.23862348884960632	0.3960450163900956	0.5251132583386535
PI 36:2	severe	D60 - D0	-0.4573333999427409	0.34131015258754815	0.4016947498845922	0.5314179987337366
TG 50:1	mild	D3 - D0	0.35391904725938295	0.26457690759337865	0.4030456858418835	0.5320203053112862
CE 18:1	severe	D10 - D0	-0.39801883146706873	0.29883751913648676	0.4063247438536135	0.5351594187340276
CE 18:1	mild	D60 - D0	-0.3823037450929143	0.288264356023968	0.4096651635560663	0.5383652813104057
PC 40:3;P/40:4;O	severe	D3 - D0	-0.29012552051327173	0.2222531686682829	0.42195700379951195	0.5532946142536647
TG 58:11	severe	D10 - D0	-0.3579583875616782	0.27631360730380244	0.42775175192481485	0.5596575785095596
PC 30:0	severe	D10 - D0	0.3339600688895653	0.25905350550025547	0.4315624349562297	0.5634023876131878
PC 36:5	severe	D3 - D0	-0.055899403028789416	0.043453226314233775	0.43322734004843366	0.5643356140104596
DG 36:2	mild	D60 - D0	0.10641117294005589	0.08351544900080607	0.4405898610731861	0.5726704102351696
PC 32:1	mild	D60 - D0	-0.06990624312212508	0.055012908857274605	0.44265498617296983	0.5740983881806639
TG 48:2	severe	D3 - D0	0.433385971074405	0.3426875603674581	0.44631228183987937	0.5750748273598446
TG 52:4	severe	D10 - D0	0.4064560088742286	0.3210519516738347	0.44542463219474326	0.5750748273598446
PC 34:1;P/34:2;O	severe	D10 - D0	0.05648769339714421	0.044659156879083485	0.44617313587190577	0.5750748273598446
TG 52:5	severe	D10 - D0	0.43821287794847874	0.34719497776679165	0.4478011604650951	0.5757443491694081
LPC O-16:0	mild	D10 - D0	-0.48579363572778783	0.3942634565068777	0.46613559163837315	0.5980227676742843
SM 39:1;O2	severe	D60 - D0	-0.2911969775530872	0.23737486787919898	0.4694132965485267	0.6009299529091053
TG 56:6	mild	D60 - D0	0.2918879654889021	0.2386234888496064	0.47160233368251947	0.6024339488331538
PI 38:4	severe	D10 - D0	0.16173321916734562	0.13490945617052433	0.4867155583856252	0.6204056688434794
LPC 20:3	mild	D60 - D0	0.17592953434132286	0.1473743266012123	0.48991951628523034	0.6231524468381731
TG 58:8	mild	D3 - D0	0.31767750771261266	0.26694542527953424	0.49223423160001945	0.6247588324154093
PC 36:1	mild	D60 - D0	0.06599451278547686	0.05578728221629105	0.4966656908942384	0.6290392758873723
PC 36:2;P/36:3;O	severe	D60 - D0	0.03895550625286323	0.035279436652595725	0.5465599820548462	0.6892922066678953
PC 30:0	severe	D3 - D0	-0.2824203176660941	0.2556239221837069	0.5461835887434725	0.6892922066678953
TG 52:4	mild	D60 - D0	0.3388073655977615	0.3096928202553679	0.5530801942664831	0.6945658253579091
LPC O-16:0	mild	D60 - D0	-0.4318851207979585	0.39426345650687783	0.5522039769865301	0.6945658253579091
PC 38:3	mild	D3 - D0	-0.050999345201328726	0.046815014895521104	0.5560760481901595	0.6968547945674152
TG 58:5	severe	D3 - D0	0.30483515971351266	0.2805637059941995	0.5578893428488274	0.6976553045309547
PC 40:4	mild	D60 - D0	0.058561535972932774	0.05413388107774707	0.5609444917791255	0.7000021599092449
LPC 20:4	mild	D60 - D0	0.03550835998741916	0.033092375073051336	0.5665845089986794	0.7055580678096762
DG 32:0	severe	D3 - D0	0.2396072611430775	0.22445537101353696	0.5701199261036635	0.7084753893422094
LPC 14:0	severe	D3 - D0	0.4227856084270052	0.3994711834187181	0.5759978376325179	0.714285418692517
LPC 16:1	mild	D3 - D0	-0.31373452088888465	0.2981788816815293	0.5799833520001747	0.7177293981002162
TG 54:3	mild	D60 - D0	0.11335340808789236	0.10855432867055986	0.5850815259560431	0.7225331110559036
