feature	n_obs	n_patients	p_time	p_severity	p_interaction	singular_fit	error	fdr_time	fdr_severity	fdr_interaction
SM 32:1;O2	169	43	5.215479579124216e-5	0.7422043914107964	0.6234388915269854	FALSE	NA	9.548339537165872e-5	0.8042842185943253	0.7133579624203006
DG 34:1	169	43	5.6051375049720165e-5	0.35627087503480254	5.462760124962235e-4	FALSE	NA	1.010623277411621e-4	0.6066107726708934	0.009424517633124768
LPC 16:1	169	43	6.414338488866472e-5	0.17789381660758397	0.1387434810167376	FALSE	NA	1.1392631047389705e-4	0.5040324803881546	0.2666643495328606
PC 40:4	169	43	1.0801402930255496e-4	0.039302550386826236	0.2920093807716434	FALSE	NA	1.8902455127947117e-4	0.29075885844326527	0.4251111095475216
TG 58:7	169	43	1.903581037469837e-4	0.3806095114519268	0.07094647212038487	TRUE	NA	3.282987586361023e-4	0.6290629425386012	0.16885260364651597
SM 39:1;O2	169	43	1.9978179341446225e-4	0.042125556219929305	0.9675473260378801	FALSE	NA	3.3962904880458584e-4	0.29075885844326527	0.9675473260378801
PC 38:6	169	43	2.1223982747934527e-4	0.6945275260562624	0.05341555696882725	FALSE	NA	3.557259080287618e-4	0.8042842185943253	0.14257192305629712
PE 38:4	169	43	2.403798386395259e-4	0.8538312457017458	0.2913527020670664	FALSE	NA	3.9729445552921637e-4	0.8879132264227637	0.4251111095475216
SM 33:1;O2	169	43	2.528117876924337e-4	0.5389805572593876	0.053288998704874406	FALSE	NA	4.1211784569040566e-4	0.7237312879982606	0.14257192305629712
TG 52:4	169	43	3.486578073114129e-4	0.11873868673835314	0.18105779988796383	TRUE	NA	5.606794468926775e-4	0.41173205373624355	0.3264526997979954
TG 56:6	169	43	3.9672172391516734e-4	0.06382428222197668	0.031644428998072426	TRUE	NA	6.294651352787322e-4	0.317005468428681	0.11767772033658183
TG 52:1	169	43	4.737585878091337e-4	0.06393387598561634	0.012534319421400722	TRUE	NA	7.418062098590383e-4	0.317005468428681	0.06214933379777857
DG 36:3	169	43	5.528939167408012e-4	0.12109766286360105	0.04729863936126485	TRUE	NA	8.543629233905684e-4	0.41173205373624355	0.13970164045274783
PI 36:2	169	43	5.600025884408768e-4	0.14246524317011428	0.0012759720948381252	FALSE	NA	8.543629233905684e-4	0.45819902533090806	0.015184067928573691
PC 34:1;P/34:2;O	169	43	6.37319403766869e-4	0.22377087885484265	0.006851368080291005	FALSE	NA	9.600127727627521e-4	0.511511183863833	0.045295155641923865
PC 30:0	169	43	8.149383750818497e-4	0.517500643823022	0.29293370573862837	FALSE	NA	0.0012122208329342515	0.7078457082176967	0.4251111095475216
PC 40:3;P/40:4;O	169	43	8.953860514830389e-4	0.020411512201587354	0.2925855710713952	FALSE	NA	0.0013154437052652055	0.22956137301637086	0.4251111095475216
PC 36:5	169	43	9.684124038584837e-4	0.7502146912938665	0.33260530403708793	FALSE	NA	0.001405378976331214	0.8042842185943253	0.4656474256519231
TG 58:5	169	43	0.001038120246355176	0.18992135897253626	0.03739750326137565	TRUE	NA	0.001488389268870674	0.50991472847501	0.1247015265501061
DG 34:2	169	43	0.001505841178500831	0.048867035032481555	0.004558379707736828	FALSE	NA	0.0021332750028761776	0.29075885844326527	0.036969782960048485
TG 58:8	169	43	0.0015543755619770016	0.06175833890960986	0.19591938227085615	FALSE	NA	0.002176125786767802	0.317005468428681	0.3415209245491884
TG 52:5	169	43	0.001736031297322937	0.6802445340821643	0.396871512011479	FALSE	NA	0.002402182841644529	0.8042842185943253	0.5189858233996264
SM 35:1;O2	169	43	0.0018724802432478005	0.9616283511099265	0.5970557611012638	FALSE	NA	0.0025612086085803247	0.9616283511099265	0.6898022870975766
TG 58:11	169	43	0.0019040463896397468	0.19282489732248276	0.48012685543023464	TRUE	NA	0.0025747900041719306	0.50991472847501	0.5951572478770617
PC 36:1;P/36:2;O	169	43	0.0028293329659249706	0.7021866677253992	0.5481786680926539	FALSE	NA	0.003783040707247994	0.8042842185943253	0.672507850546658
LPC 22:5	169	43	0.0029682119845183233	0.850330030960536	0.5859737551124344	FALSE	NA	0.00392463584619645	0.8879132264227637	0.6898022870975766
CE 18:2	169	43	0.0033187895034254627	0.20643244587157664	0.07404822943222673	FALSE	NA	0.004339955504479452	0.511511183863833	0.17277920200852906
TG 58:9	169	43	0.003453156262876468	0.2253017914689229	0.20663450897093755	FALSE	NA	0.004466582557416301	0.511511183863833	0.3415209245491884
LPC 20:4	169	43	0.005649678302604123	0.7373075967845648	0.711515257049221	FALSE	NA	0.007229158258170867	0.8042842185943253	0.7941051263159574
PC 32:1;O/32:0;P	169	43	0.010727348139156915	0.4580732827561105	0.05289135189536124	FALSE	NA	0.013580366261273116	0.6988962304863869	0.14257192305629712
Cer 42:1;O2	169	43	0.021904271852061768	0.5799783709466989	0.5588944614256655	FALSE	NA	0.02743798263574053	0.7584332543149139	0.6786575603025937
TG 49:1	169	43	0.022998069157041636	0.0898253766463751	0.779769368423607	TRUE	NA	0.028508023225916192	0.3685937869282289	0.8588881603945091
CE 18:1	169	43	0.039466459498398894	0.41874445955143336	0.8306368081893615	TRUE	NA	0.04841761526092236	0.6708838995114103	0.8825516087011965
