feature	mean_exp	mean_ctrl	pval	padj	M	A	negLogP	sig_fc.pval_color
CAR 16:0	0.0017780426200976612	0.006314668411416714	0.003702321151251574	0.02052495506980849	-1.8284170725441655	-8.221285842070131	2.4315259118481016	down-regulated
CAR 18:1	0.0072601632201341314	0.014063342748310696	0.0454181764907075	0.08990945142038015	-0.9538656648758274	-6.628849469536052	1.3427703063981231	down-regulated
CAR 18:2	0.0011504244983423031	0.0063384481044811035	5.580919438849176e-4	0.0077118886548510745	-2.4619633529740366	-8.532636304701228	3.2532942465239736	down-regulated
CE 18:1	0.006035536978199405	0.006998916561177321	0.4288959018291979	0.533370544582464	-0.21364947637591758	-7.265477414048561	0.36764810349622273	none
CE 18:2	0.03619489328989454	0.11539448555282145	0.004317220283147155	0.02052495506980849	-1.6727162143989085	-3.9517119196604966	2.364795791206013	down-regulated
Cer 40:1;O2	0.015535338199608825	0.01369288239806975	0.6918886360616484	0.745702196644221	0.18212747808447766	-6.099366279981123	0.1599638024160876	none
Cer 41:1;O2	0.008128236160628226	0.0062580220868248375	0.475087144389151	0.5798906862371827	0.37723556890668686	-7.131459749827986	0.32322672120443313	none
Cer 42:2;O2	0.025866595414413305	0.024950871909032078	0.8953378884590075	0.9046643247971222	0.05199994617307147	-5.29876598521953	0.04801303686249193	none
DG 34:1	0.10401602743327219	0.04241616296259508	7.422632404598395e-4	0.0077118886548510745	1.2941198216105034	-3.9121821608169753	3.129442046736486	up-regulated
DG 36:2	0.10460476507395734	0.038475522560950555	0.023419948157433625	0.0554081700310015	1.4429357463761499	-3.9784473957258912	1.6304140706199932	up-regulated
DG 36:3	0.04282454610913827	0.016088874825190287	0.0762125592894859	0.12969505703649356	1.4123745207146874	-5.251605494647441	1.117973454110925	none
FA 14:0	0.12195605488191227	0.10099053485424545	0.2059885582448014	0.2982222410409811	0.2721413014618151	-3.1716373586915707	0.6861569021024438	none
FA 16:0	3.420635835871092	2.2530500439111916	0.015570125934145296	0.04645244920954704	0.602385163065379	1.4730719400686039	1.8077078747611537	up-regulated
FA 16:1	0.776164362710693	0.3887662317402922	0.01596719476092259	0.04645244920954704	0.9974592820516723	-0.8642955420591714	1.7967713773408907	up-regulated
FA 18:0	1.170588353869439	0.8873124220795067	0.0973725965713863	0.16008715029533002	0.3997197595473806	0.027373950770765945	1.0115632487922046	none
FA 18:1	9.218389256036481	4.316843311508002	0.005267954782154409	0.02052495506980849	1.0945379600158374	2.6572457082455863	2.2783579614902663	up-regulated
FA 18:2	2.85202637782481	1.5864685169014925	0.004315292579347583	0.02052495506980849	0.8461684334507538	1.0889031083176655	2.364989753531966	up-regulated
FA 18:3	0.08203048383557994	0.04239373279830429	0.07929229297877442	0.13260952446450205	0.9523091355403484	-4.083850619694911	1.1007690230159495	none
FA 20:3	0.07306119393997657	0.0161510972422068	0.0025717354294275113	0.01918910281957451	2.177473150608591	-4.863487435178581	2.5897737120502358	up-regulated
LPC 16:0	22.068096563416958	31.02279584010504	0.004145946425001747	0.02052495506980849	-0.49136651256639396	4.7095735495717665	2.382376314272173	down-regulated
LPC 16:1	0.2162558729319837	0.42614972498848946	0.30679134469190616	0.40214541128533643	-0.978621088194052	-1.7198782377644544	0.513156897022823	none
LPC 18:0	7.137525168893845	10.834130061754383	0.005698286165249612	0.02052495506980849	-0.602087482376229	3.136467669015513	2.2442557444843754	down-regulated
LPC 18:1	6.051810680007118	6.8007104951715585	0.513859969928607	0.6015116302699809	-0.16831862173412765	2.681526167012753	0.28915521285821	none
LPC 18:2	4.8733830503243105	4.4544249201666695	0.5049243243898118	0.6015116302699809	0.1296844360900879	2.2200814054875306	0.29677370695590743	none
LPC 18:3	1.4008019534483263	1.9066296375208813	0.023128627317337266	0.0554081700310015	-0.4447716268475757	0.708638814178433	1.6358501418163311	down-regulated
LPC 20:3	0.5434268043236687	0.8664919123741237	0.15120722331695638	0.22222879790522376	-0.6731005559741288	-0.5432920891926138	0.8204274616670603	none
LPC 20:4	2.3534869505394727	2.686338339026265	0.385004872506881	0.48500613809308385	-0.19084116712148746	1.3302204372489759	0.41453377415523696	none
LPC 22:6	0.9187502782166179	0.7052993762203641	0.25748020339890443	0.35679399613848184	0.38143701794753726	-0.31297382214675384	0.5892561564679288	none
LPC O-16:0	0.1276984332694212	0.5297581339108905	7.950400675104201e-4	0.0077118886548510745	-2.0525930091787234	-1.9428907655573031	3.0996109837206474	down-regulated
PC 30:0	0.0227266953688016	0.019189043953700653	0.13720048938631443	0.20474534569957692	0.24410508613661366	-5.581520812068072	0.8626443395228763	none
PC 32:0	0.3564951913410304	0.2918403985355556	0.10409235176628207	0.16632057375167392	0.28870301195795656	-1.6323969841557662	0.9825811793052616	none
PC 32:1	0.2973014961512576	0.16830747153489403	0.0049374350393992334	0.02052495506980849	0.8208275010751699	-2.1604151218882075	2.3064986052320235	up-regulated
PC 32:1;O/32:0;P	0.028790117985170664	0.035101457679387355	0.7656797955065417	0.7986122598294038	-0.28595724219882457	-4.975303867433853	0.11595281276735116	none
PC 34:0;P/34:1;O	0.07151734119947158	0.07497308475136721	0.7302714902535243	0.770060205025339	-0.0680796603046843	-3.771523257184467	0.13651565385295028	none
PC 34:1	6.211795579237694	4.176408384955775	0.003910239355180983	0.02052495506980849	0.5727475626375849	2.3486365722839793	2.407796657577863	up-regulated
PC 34:1;P/34:2;O	0.05244484746689958	0.0833320949778684	0.01522454152871847	0.04645244920954704	-0.6680712103222394	-3.919019544873028	1.8174557768261654	down-regulated
PC 34:2	6.938104943639205	4.091025238140201	0.016997906376737006	0.04645244920954704	0.7620792250976777	2.4135020500014903	1.7696045671525418	up-regulated
PC 34:3	0.08421600759068817	0.07698614327017576	0.5260660624216567	0.6074810482726273	0.12949568500137687	-3.634509548666301	0.2789597145085082	none
PC 36:1	0.5650914304764283	0.4961020814995902	0.29419359159433833	0.3963441442312614	0.18784730073810868	-0.9173674341475504	0.531366791722455	none
PC 36:1;P/36:2;O	0.02309064426865502	0.03301432133682122	0.033792004322989504	0.07125705259413004	-0.5157835619632689	-5.17865598144865	1.4711860479232817	down-regulated
PC 36:2	3.090914115806734	2.2683852900678008	0.01734388382892037	0.04645244920954704	0.44636786208820095	1.4048496369595065	1.7608536440801186	up-regulated
PC 36:2;P/36:3;O	0.06333676557050129	0.10717097814791245	0.00462358207639417	0.02052495506980849	-0.7587991775199538	-3.601413406123276	2.3350214285059017	down-regulated
PC 36:3	1.2930629619096896	1.2047617789164413	0.6629104797261544	0.7307081424254201	0.1020446183345309	0.31977021549626933	0.17854511531454756	none
PC 36:3;P/36:3;O	0.19461585287815386	0.33480956083273855	0.0030856687183366312	0.02052495506980849	-0.7827114932026042	-1.9699431153655367	2.5106507022266378	down-regulated
PC 36:4	2.3880340538630485	1.9915490600951729	0.21695969575058902	0.30948662482069317	0.2619323901920594	1.1248572147851825	0.6636209368374267	none
PC 36:5	0.12223325002248546	0.11282420851546635	0.5751685343123885	0.6487366026546707	0.11556012423740321	-3.09007137497888	0.24020488088019346	none
PC 38:2	0.013819010506548208	0.02814242245478016	0.06055188471889619	0.11128569863810968	-1.0260922018051841	-5.664155771872677	1.2178723345972646	none
PC 38:2;P/38:3;O	0.015602975559585086	0.03488171288314492	0.01915373502162779	0.047638776848663994	-1.1606497021421496	-5.421710154763533	1.7177465250313404	down-regulated
PC 38:3	0.32205481403975333	0.47735083952547436	0.06616045635598412	0.11668298666419018	-0.5677437392900334	-1.35074996791736	1.1794015078055378	none
PC 38:3;P/38:4;O	0.11530502777442139	0.20087913425879608	0.005670155845281024	0.02052495506980849	-0.8008722942527363	-2.716036525950148	2.2464050042789743	down-regulated
PC 38:4	1.4122706660786388	1.4365910469119685	0.9962652033701972	0.9962652033701972	-0.024632817419886426	0.5103330208231571	0.00162503805314355	none
PC 38:4;P/38:5;O	0.14981057482027238	0.2919253596656016	3.988106045557867e-4	0.0077118886548510745	-0.9624600794780485	-2.257558590882387	3.3992333021185828	down-regulated
PC 38:5	0.7072483787640306	0.6758311556809673	0.7303663800240329	0.770060205025339	0.06555410452673237	-0.532488182636693	0.13645922630904297	none
PC 38:6	0.9498973218129301	0.811238744427043	0.3541483320873685	0.4520051080588783	0.22764501870960857	-0.1879790290271756	0.4508147992332549	none
PC 38:7	0.04943624553380113	0.046849081417713795	0.8730744390727888	0.8914549535795844	0.07754842017683658	-4.377061218826412	0.05894872639714029	none
PC 40:3;P/40:4;O	0.010471102369051537	0.026163334723784654	0.004941607728921757	0.02052495506980849	-1.3211331021837063	-5.916876305426052	2.3061317324115302	down-regulated
PC 40:4	0.024770291116612053	0.04458980346084567	0.028924319260803695	0.06376497655222634	-0.8481030165002691	-4.911193857347883	1.5387368534567842	down-regulated
PC 40:5	0.16746343090335747	0.18972429936784313	0.5146955186846228	0.6015116302699809	-0.18005837928323143	-2.4880528175222727	0.288449613018555	none
PC 40:6	0.4060907955405174	0.37724045192411415	0.6794191152111192	0.7404904963536917	0.10631794134398175	-1.3532847380719044	0.16786223857590152	none
PC 40:7	0.03303077147833476	0.03855216368261099	0.3011830619219955	0.40020215077306254	-0.22300116540654566	-4.808544940960889	0.5211694558466885	none
PC 40:8	0.02284857133961185	0.022357283865583402	0.47826035978324344	0.5798906862371827	0.03135903105834908	-5.467431745083748	0.32033561377747455	none
PC O-32:0	0.03880568632750304	0.041078973977514234	0.8555226626500705	0.8828265774154983	-0.08213207730884528	-4.646522080269576	0.06776848158341883	none
PI 38:4	0.4014808229541292	0.14454770955817303	0.026050482505329698	0.05876504193062746	1.4737853292690037	-2.053489681591791	1.5841842283160292	up-regulated
SM 32:1;O2	0.07073674955565232	0.08706096273718682	0.060805587915668174	0.11128569863810968	-0.2995660469436715	-3.6716132394280576	1.216056508072208	none
SM 33:1;O2	0.040217775164895615	0.04945408132844571	0.059964061020844395	0.11128569863810968	-0.29825631371017153	-4.486894758520325	1.222108962561244	none
SM 34:1;O2	2.1605944340290972	2.669658391959485	0.06374546222043653	0.11450573769226562	-0.30522685844997544	1.2640417180226122	1.195550725447216	none
SM 34:2;O2	0.1990662625581533	0.2388332166253292	0.10735368976205446	0.1679565791438594	-0.2627547627261552	-2.197301977469939	0.9691830242062014	none
SM 35:1;O2	0.015242571540323276	0.02140316894111371	0.6055079314526322	0.6751065442632795	-0.489718099820092	-5.790890822630185	0.21788016372893643	none
SM 36:1;O2	0.45854464487681995	0.5567078704471735	0.2838245849839347	0.3877603484991784	-0.27985827492189835	-0.9849367529260573	0.5469499885106127	none
SM 36:2;O2	0.1445633607077017	0.18797500087710042	0.13390256064799907	0.2029460684821236	-0.37883885766454456	-2.6008067155868013	0.8732111178000688	none
SM 38:1;O2	0.18220219468464333	0.25717598404313885	0.007542677999350543	0.02612999164060724	-0.4972155882739521	-2.2077799637751765	2.122474432134271	down-regulated
SM 38:2;O2	0.06780716079564346	0.09714932547381347	0.016018045311435705	0.04645244920954704	-0.5187663412887671	-3.6230353814789216	1.7953904821501363	down-regulated
SM 39:1;O2	0.022336782639846883	0.04673536305367723	0.034783586285970135	0.0717874014838107	-1.0650932042990249	-4.951888190694384	1.4586256430373588	down-regulated
SM 40:1;O2	0.4042326563450223	0.6174544228828341	0.004661403549735941	0.02052495506980849	-0.6111467727422877	-1.001168832508802	2.3314832974456716	down-regulated
SM 40:2;O2	0.2799326014117889	0.39595310256118155	0.00571313182355494	0.02052495506980849	-0.5002500495420186	-1.586723554780427	2.2431257550078914	down-regulated
SM 40:3;O2	0.01751876867038399	0.02488233946428258	0.32691224945865505	0.42280650929986047	-0.5062207587921874	-5.581844433587873	0.485568806025227	none
SM 41:1;O2	0.12951304266032793	0.2450743283279162	4.5995741437947256e-4	0.0077118886548510745	-0.9201219766301263	-2.4887697141903713	3.337282376049192	down-regulated
SM 41:2;O2	0.09767832219568917	0.16372703630525443	4.331471981017601e-4	0.0077118886548510745	-0.7451822495247808	-2.983226645407201	3.3633644905755617	down-regulated
SM 42:1;O2	0.3188676774033745	0.4947428366100358	7.808003362155472e-4	0.0077118886548510745	-0.6337209549983698	-1.3321097537686244	3.107460008332495	down-regulated
SM 42:2;O2	1.339761488084508	1.6455151672667412	0.05030415223683257	0.09759005533945518	-0.2965631375154475	0.5702577555712447	1.2983961656574403	none
SM 42:3;O2	0.5814702604771221	0.7440975119291698	0.02471123012497692	0.05707117433625621	-0.35578628854751326	-0.604329544227844	1.607105634881524	down-regulated
SM 42:4;O2	0.0378061196397104	0.05719438031768013	0.03219692065034504	0.06940225117963264	-0.5972536197551706	-4.426609598909226	1.4921856627300552	down-regulated
TG 49:1	0.01612542808857616	0.0078122270747152025	0.0744980298262225	0.12904123023470684	1.045531671725059	-6.477284564756063	1.1278552124451826	none
TG 49:2	0.05374068177545051	0.01889689065300077	0.11638518333799218	0.17919623466325782	1.5078657551490136	-4.971774443284675	0.9341023049449826	none
TG 50:0	0.02392490781106156	0.009403723848781284	0.10459335050362999	0.16632057375167392	1.3472092873215846	-6.0589474677955035	0.9804959247553204	none
TG 51:1	0.3918089414386373	0.1265530836159566	4.857192161671085e-4	0.0077118886548510745	1.630407660750022	-2.1669816036599694	3.3136147145005004	up-regulated
TG 51:2	0.35298366759547584	0.12272680474662456	0.001006438292726639	0.008874955854043999	1.524151049887254	-2.264402187677655	2.9972128476504962	up-regulated
TG 52:1	0.08269377983287135	0.027452650087953234	0.017718975471682892	0.04645244920954704	1.5908333912852255	-4.391494070431467	1.7515613930504386	up-regulated
TG 54:2	1.0019985454627296	0.2174225866516788	6.782557796711556e-6	6.579081062810209e-4	2.204306688578121	-1.0992729300226356	5.168606496764899	up-regulated
TG 54:3	0.6850324586581795	0.13753732277464695	7.578646309265673e-5	0.0036756434599938517	2.3163491801410077	-1.703930336540533	4.120408360715982	up-regulated
TG 56:5	0.048633479603547754	0.014313476576945119	0.2555307328352684	0.35679399613848184	1.764575688013845	-5.244194217298727	0.5925568595288528	none
TG 56:6	0.11038433477440909	0.0346772885078631	0.008834524762380664	0.02954996213623877	1.6704724455091013	-4.01462887149369	2.053816807631676	up-regulated
TG 56:7	0.06217747445860151	0.03741901154738217	0.5444832633503531	0.6213514887645206	0.7326205689355054	-4.373774456149031	0.26401546530453285	none
TG 56:8	0.038560124178538366	0.01925004889029633	0.04325289482634813	0.08740689162824518	1.0022475877165269	-5.197870286020689	1.3639848207994678	up-regulated
TG 58:5	0.04118375535844776	0.01064775905294815	0.0022615073259972126	0.0182805175518108	1.9515255586031472	-5.577543580340032	2.6456020010487236	up-regulated
TG 58:7	0.06629534451840079	0.025706954231979988	0.018777629280988403	0.047638776848663994	1.3667488736723024	-4.598323063603875	1.7263592392890885	up-regulated
TG 58:8	0.05270417796996301	0.01996503519602254	0.016692985371593205	0.04645244920954704	1.4004417165606777	-4.946159716218521	1.777465987199317	up-regulated
