"","JV-071D03","KT-312D03","KT-771D03","KT-663D03","KT-880D03","JV-138D03","KT-695D03","KT-434D03","KT-352D03","KT-445D03","BS-082D03","KT-537D03","KT-412D03","KT-926D03","KT-525D03","KT-522D03","KT-538D03","JV-035D03","KT-718D03","KT-716D03","KT-417D03","KT-805D03","KT-313D03","KT-247D03","BS-336D03","BS-671D03","BS-346D03","KT-612D03","BS-364D03","JV-148D03","KT-515D03","KT-193D03","JV-048D03","BS-064D03","BS-377D03","KT-723D03","KT-974D03","JV-157D03","BS-351D03","KT-565D03","KT-705D03","KT-347D03","KT-539D03"
"KT-312D03",0.949812751549334,1,0.904104881827395,0.786133210637282,0.832837307365258,0.850382212907113,0.889361293200858,0.7990727960112,0.949841872617262,0.863001132803305,0.828478907870241,0.903391701154394,0.925956341503506,0.87790409851399,0.907630077762781,0.892951577770271,0.894764890407566,0.953895793777446,0.915692332784891,0.953234613204584,0.892231977755352,0.903679716711901,0.877305276403921,0.928310172512202,0.944471947691284,0.885704966978364,0.845363106380711,0.883604108368118,0.85734836748244,0.919611292000897,0.956638729871726,0.913778844249787,0.939271278640403,0.962000250443075,0.975526797050635,0.92771298359426,0.915825798282833,0.951321506365828,0.936787450098178,0.918350587519729,0.897660129009762,0.949681853263393,0.876530303206793
"KT-247D03",0.944530189827141,0.928310172512202,0.919862199909143,0.816121911728733,0.843775116774802,0.860210544711637,0.950867363434697,0.836306559749535,0.916387589781234,0.88381960238816,0.847349140079252,0.889704918800384,0.936102180661775,0.928164149651438,0.887146139625947,0.882002120001398,0.921926189561469,0.945806008223742,0.954160927443715,0.906419720733615,0.909500720748189,0.889194981886801,0.867660462966372,1,0.958913085276926,0.915699841642592,0.900686666798425,0.866967387604616,0.851099022702652,0.892123915983377,0.929786193135044,0.953622057333225,0.885840254400168,0.958170863465304,0.915479504711761,0.88170474235584,0.957725068802384,0.933790725576302,0.964062004040232,0.915779204709834,0.929122439177486,0.96076238734227,0.877229204766509
"KT-193D03",0.932136263316857,0.913778844249787,0.907372246619064,0.775937984134935,0.867907605213806,0.891014720660747,0.964935628445807,0.841827849914394,0.915496485102629,0.912593878226452,0.856906563244372,0.911993989467957,0.934750955240008,0.896832792667383,0.880573457172885,0.935124462719426,0.915277830392566,0.926988083728407,0.934961575090526,0.891230215935869,0.87710653912048,0.9223403883563,0.897753911657083,0.953622057333225,0.92849612982582,0.940546081510087,0.922940727684423,0.914562445220347,0.876090577642139,0.907365882937048,0.929177562815342,1,0.888097124020082,0.940118871164771,0.913813789327773,0.877552090162285,0.917625475039928,0.935121550629594,0.935867232390972,0.951132078222994,0.897194193279769,0.93891582580226,0.849852648254493
"JV-157D03",0.961347606555732,0.951321506365828,0.946595184568254,0.831637526354413,0.840900884110473,0.87231904949481,0.909338171275008,0.799713452042987,0.954501243485789,0.905928124011913,0.857908316312257,0.8986916018524,0.954955269843932,0.91548774878225,0.925769749450916,0.903341914291372,0.920775904028522,0.961478875700358,0.905293290277196,0.948738333410159,0.930427059221464,0.920925112697876,0.902325879379592,0.933790725576302,0.96879677573179,0.904246458918863,0.871292203230871,0.904603126996791,0.87982096471712,0.953540248244156,0.961271891779118,0.935121550629594,0.959355962212722,0.956580867047158,0.971810970424816,0.929594199104103,0.929305901371171,1,0.957445755208677,0.921923732149106,0.929498099859792,0.951865926997731,0.879148271965894
"JV-148D03",0.926672723884074,0.919611292000897,0.925164679654823,0.767270249347597,0.824175728186282,0.853730274062788,0.870280580705615,0.772926883300931,0.928580164942689,0.885901076054134,0.86756397867247,0.907977693361576,0.941413553118853,0.904022225328487,0.90738200702961,0.900752488410532,0.922994487337595,0.927016779575063,0.904765648922834,0.911247462823432,0.893008884867485,0.908679243100614,0.883402495701966,0.892123915983377,0.926081562762091,0.858274847855205,0.838245058240423,0.868655629847212,0.840122424983817,1,0.9495969620725,0.907365882937048,0.915409121898844,0.914393045944124,0.943312929187738,0.902816889107566,0.922377567397539,0.953540248244156,0.922401316303637,0.886870145871615,0.905685322651652,0.912022085486099,0.875856887438631
"KT-926D03",0.925985462678222,0.87790409851399,0.944643761992061,0.865909130634324,0.84506427021125,0.903935141372469,0.910892703772439,0.769414902963124,0.895026675053583,0.918504928761445,0.86803573722531,0.877397748981487,0.92652377764465,1,0.930099682902448,0.868698928941855,0.950106438437185,0.886360856640367,0.923417638614717,0.918944183490456,0.90818100544077,0.900979632740372,0.897118478754077,0.928164149651438,0.924503191687634,0.845417746599854,0.827365490626783,0.850728752635153,0.855722581073006,0.904022225328487,0.923050041934582,0.896832792667383,0.897671479423718,0.897869800118715,0.891995783284493,0.90598527052479,0.948012918147372,0.91548774878225,0.931912229392426,0.882056419325043,0.949929089997126,0.893288447933711,0.937421737145843
"KT-515D03",0.946807147516541,0.956638729871726,0.958097695374934,0.836630808939215,0.866290616624185,0.913242261785563,0.907031261409998,0.762821931582695,0.964844842046407,0.909652149891293,0.870429475067497,0.924998907998432,0.95763417689967,0.923050041934582,0.959066830948482,0.915578024092828,0.953723306671953,0.93165576569604,0.921731533691751,0.948971004072249,0.931003252836708,0.95022044650033,0.921463620646996,0.929786193135044,0.939654971577672,0.860074550816883,0.86699320906533,0.920857904197986,0.907511488276689,0.9495969620725,1,0.929177562815342,0.93418638649901,0.925779350346196,0.960005125324238,0.947421758746915,0.914372162511558,0.961271891779118,0.936824939245698,0.943735020811065,0.937095397988207,0.925872105725359,0.931405324511857
"JV-048D03",0.946568664582121,0.939271278640403,0.925159291313818,0.83473890202565,0.823655488124498,0.88516140305272,0.863944647161326,0.752776661495944,0.956644554085312,0.880194061105023,0.840325220312565,0.865208490468058,0.93696999354041,0.897671479423718,0.933443217888584,0.888030145953942,0.900163952124231,0.931187317266363,0.878641921744451,0.96136810379126,0.905301474981634,0.921210497501427,0.902599615026672,0.885840254400168,0.935747275739966,0.859842395920789,0.804361120346317,0.880089226176354,0.884780253701266,0.915409121898844,0.93418638649901,0.888097124020082,1,0.927637690490455,0.965812065370592,0.945159364584156,0.893321102524209,0.959355962212722,0.925465277801925,0.907817527923592,0.923071098884212,0.910409295421674,0.866993209006511
"JV-035D03",0.949189560695668,0.953895793777446,0.901466528439469,0.783509417698517,0.842228797073932,0.842219601337312,0.91629804570609,0.830325162070938,0.935237657051221,0.882232518051365,0.853394603361028,0.891743375746726,0.945208391639935,0.886360856640367,0.88550369704574,0.883763934349847,0.891975083975762,1,0.920433201225812,0.933889544114969,0.897759140352385,0.895397733229275,0.882500429535741,0.945806008223742,0.97537231287,0.907164406920179,0.875066249672673,0.863577724910985,0.850085615441065,0.927016779575063,0.93165576569604,0.926988083728407,0.931187317266363,0.968366060278366,0.968188330673625,0.891608788716488,0.946140741715452,0.961478875700358,0.957917512387688,0.916213107358389,0.921387906059615,0.964615093409644,0.84581940383697
"BS-064D03",0.963741463948599,0.962000250443075,0.898659568957529,0.785988229370508,0.828405606342531,0.829220491807795,0.934909347171504,0.865611140397207,0.927637269069603,0.868924687971392,0.842355394166047,0.886219488756487,0.920455571410908,0.897869800118715,0.881919206173203,0.889052612577555,0.889584558905294,0.968366060278366,0.931647825555187,0.92839462313308,0.896128667792342,0.877188793149845,0.865182674331242,0.958170863465304,0.965037347697684,0.94529591469369,0.887078879091936,0.864367293927163,0.839727778638784,0.914393045944124,0.925779350346196,0.940118871164771,0.927637690490455,1,0.956874987263701,0.884966627465533,0.950806066481665,0.956580867047158,0.968634063098795,0.909005929030315,0.902389660931565,0.981470372414694,0.84839413274209
