feature	KT-695_D3_D10	KT-723_D3_D10	KT-247_D3_D10	KT-718_D3_D10	KT-880_D3_D10	KT-926_D3_D10	JV-138_D3_D10	KT-974_D3_D10	KT-193_D3_D10	KT-412_D3_D10	KT-805_D3_D10	BS-671_D3_D10	BS-351_D3_D10	JV-157_D3_D10	KT-522_D3_D10	KT-538_D3_D10	KT-539_D3_D10	KT-663_D3_D10	KT-515_D3_D10	BS-064_D3_D10	KT-771_D3_D10	BS-364_D3_D10	KT-417_D3_D10	KT-537_D3_D10	KT-716_D3_D10	KT-352_D3_D10	BS-336_D3_D10	KT-313_D3_D10	KT-525_D3_D10	KT-445_D3_D10	BS-377_D3_D10	KT-312_D3_D10	KT-612_D3_D10	JV-035_D3_D10	KT-434_D3_D10	BS-346_D3_D10	KT-705_D3_D10	BS-082_D3_D10	JV-148_D3_D10	KT-347_D3_D10
DG 30:0	1.0	1.0	1.0	1.0	1.0	1.0	0.628930817610063	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.684931506849315	1.0	1.0	1.0	1.0	0.628930817610063	1.0	0.6802721088435374	1.0	1.0	0.5102040816326531	0.46511627906976744	0.6369426751592357	0.4444444444444444	1.0	1.0	0.6535947712418301	1.0	0.6329113924050632	1.0
DG 32:0	1.015625	0.6916666666666668	0.9285714285714286	0.7978142076502732	0.6735395189003436	1.0052631578947369	0.2939001848428835	1.41	1.2552301255230127	0.8490566037735849	0.6086956521739131	1.9192546583850931	0.7203065134099615	0.9047619047619047	2.42	0.7051792828685259	0.5813953488372093	0.5719298245614034	0.7535714285714288	0.7385892116182572	0.5363636363636364	1.0924855491329482	0.6711409395973155	0.6944444444444444	1.56	0.4536423841059603	0.6406926406926406	0.5025125628140703	0.524904214559387	0.5984848484848486	0.5887573964497042	0.3408	0.5213358070500929	0.49076517150395776	0.6535947712418301	0.46345811051693403	0.7023255813953488	0.5376344086021506	0.6655405405405406	1.052980132450331
DG 32:1	0.6172839506172839	1.0153846153846153	0.4608294930875576	0.5617977528089888	0.37453183520599254	1.37	0.2695417789757412	1.0	0.8195121951219514	0.9651162790697675	0.32894736842105265	1.88	0.7072072072072072	1.3555555555555554	1.0	0.6448598130841122	0.6060606060606061	0.34602076124567477	0.6891385767790262	0.6813186813186812	0.37735849056603776	0.4926108374384236	1.0	0.6493506493506493	2.3200000000000003	0.35211267605633806	0.6681818181818181	0.5076142131979695	0.5263157894736842	0.6473429951690821	0.6797385620915033	0.6551724137931034	0.9061032863849766	0.3941176470588235	0.641025641025641	0.40105540897097625	0.43103448275862066	0.5681818181818182	0.9302325581395349	0.9387755102040816
DG 34:1	0.6045296167247387	0.9828926905132194	0.6862514688601645	0.7113259668508287	0.344066237350506	0.7775590551181103	0.41074856046065256	1.0641891891891893	2.056974459724951	1.1156583629893237	0.551665243381725	1.547826086956522	0.7462932454695221	1.2538461538461538	1.3009049773755657	0.6917808219178082	0.5780669144981413	0.38694638694638694	0.9526881720430106	0.8333333333333333	1.0344827586206895	0.7470238095238095	0.9874055415617128	0.9320987654320987	2.9784482758620685	0.36117381489841993	0.7926186291739894	0.736111111111111	0.5096296296296297	0.499330655957162	1.0972762645914398	0.9961340206185568	1.2331536388140163	0.5961342828077315	0.42332613390928725	0.5910569105691056	0.817283950617284	0.712230215827338	1.310077519379845	0.9430523917995445
DG 34:3	1.0	1.38	1.0	1.0	1.0	1.0	0.6451612903225806	1.0	1.0	1.0	0.6493506493506493	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.6993006993006994	1.0	0.6944444444444444	1.0	1.0	1.0	1.0	0.6993006993006994	1.35	1.0	1.0	1.0	1.0	0.6711409395973155	1.0	1.0	1.0	0.5780346820809249	1.0	1.0	1.3430656934306566	1.0
DG 36:3	0.9576923076923077	1.245398773006135	1.6909871244635193	0.6601307189542484	0.7022900763358778	1.0464135021097045	0.6470588235294118	1.3657142857142854	1.9802955665024626	0.844559585492228	0.5790349417637272	1.818548387096774	1.114942528735632	1.1358024691358024	2.06951871657754	1.1490683229813665	1.0956937799043063	0.7339449541284403	1.1224018475750577	1.4479166666666667	1.2958579881656804	1.0045454545454544	1.5198019801980198	1.2935779816513764	1.5909090909090908	0.6299694189602446	1.1590909090909092	1.1488095238095237	0.8461538461538461	0.592	1.5493562231759657	0.9435483870967741	1.4104234527687298	1.3983739837398375	0.6844660194174756	0.6584967320261437	1.020100502512563	0.6024096385542168	2.69811320754717	1.0414746543778801
DG 34:2	1.005524861878453	1.0431034482758619	1.071065989847716	0.726890756302521	0.39840637450199207	0.9938650306748468	0.7413127413127413	1.42	1.306122448979592	1.076530612244898	0.6241610738255033	2.69	0.8761467889908259	1.088888888888889	2.06	0.9489361702127659	1.6400000000000001	0.6123188405797102	1.0357142857142858	1.1191709844559585	0.7628458498023716	1.0978260869565217	1.3380281690140845	0.6993006993006994	2.25	0.6147859922178988	1.2011173184357542	0.6756756756756757	0.7234042553191489	0.6130434782608696	1.2076502732240437	1.3527131782945736	1.3867924528301885	0.8308270676691729	0.641025641025641	0.8676470588235297	0.9115646258503403	1.0	1.502145922746781	0.9827586206896551
DG 36:1	1.0508474576271187	1.0307692307692309	1.274074074074074	0.9236641221374046	1.0	1.27	0.9515151515151514	1.05	1.2231404958677685	0.9064748201438848	0.6535947712418301	1.47	0.9224806201550387	1.0075757575757576	1.4	1.6230769230769233	1.37	1.0	0.9637681159420292	1.08130081300813	0.8662420382165605	1.45	1.0	0.8474576271186441	1.27	0.7755102040816327	0.9411764705882354	1.0	0.8226950354609929	0.8702290076335878	0.8656716417910446	1.3410852713178294	1.1	1.12	0.9259259259259258	1.1791044776119404	1.0267857142857142	1.0	0.9365079365079364	1.0081967213114753
DG 36:2	0.8293216630196936	1.3529411764705883	0.937759336099585	0.7374784110535405	0.5487603305785124	0.9334862385321103	0.5781420765027322	1.3384146341463417	1.323590814196242	1.4531645569620253	0.7614269788182833	2.4827586206896552	0.9680284191829486	1.0947368421052632	1.7163461538461537	1.1263736263736261	1.1934782608695653	0.8	1.278772378516624	1.269155206286837	1.036923076923077	1.7039473684210524	1.948640483383686	1.8320895522388063	2.6737288135593213	0.6947368421052631	0.9517819706498952	1.6312849162011172	0.6344463971880492	0.47368421052631576	1.413793103448276	2.185840707964602	1.6886792452830188	1.1381031613976706	0.538860103626943	0.8713389121338911	0.8092643051771117	0.7543859649122806	1.5485232067510548	1.3718750000000002
DG 36:4	1.0	1.0	2.05	0.7299270072992701	1.0	1.37	1.42	1.0	1.5699999999999998	0.6134969325153374	1.0	1.6099999999999999	1.0	1.0	1.0	1.75	1.0	1.0	1.0	1.32	0.7042253521126761	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.2227722772277227	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.3
