feature	KT-539_D3_D60	BS-671_D3_D60	BS-064_D3_D60	KT-805_D3_D60	KT-926_D3_D60	KT-705_D3_D60	BS-336_D3_D60	BS-082_D3_D60	BS-351_D3_D60	KT-347_D3_D60	BS-377_D3_D60	KT-313_D3_D60	BS-364_D3_D60	KT-880_D3_D60	JV-138_D3_D60	KT-412_D3_D60	KT-515_D3_D60	KT-771_D3_D60	KT-723_D3_D60	KT-718_D3_D60	KT-417_D3_D60	KT-522_D3_D60	KT-312_D3_D60	JV-157_D3_D60	KT-538_D3_D60	KT-193_D3_D60	JV-035_D3_D60	KT-434_D3_D60	KT-247_D3_D60	KT-716_D3_D60	KT-974_D3_D60	KT-537_D3_D60	KT-612_D3_D60	KT-445_D3_D60	KT-525_D3_D60	KT-352_D3_D60	JV-148_D3_D60	BS-346_D3_D60	KT-663_D3_D60	KT-695_D3_D60
DG 30:0	1.0	1.0	1.0	1.0	1.0	0.6993006993006994	1.0	1.0	1.0	1.0	0.6756756756756757	1.0	1.0	1.0	1.0	0.6896551724137931	1.0	0.5464480874316939	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
DG 32:0	1.0	1.86144578313253	0.9128205128205129	1.2209302325581397	1.3741007194244603	0.6188524590163934	1.0136986301369864	0.6622516556291391	1.2789115646258502	1.5899999999999999	0.5392953929539296	0.6060606060606061	1.173913043478261	0.550561797752809	0.9085714285714285	0.46272493573264784	1.5401459854014599	0.5175438596491229	1.2296296296296296	1.46	1.0	2.42	1.1833333333333333	1.3013698630136985	1.1419354838709677	1.6853932584269662	1.3006993006993006	1.0	1.2142857142857144	0.9570552147239265	0.9527027027027026	1.0	1.5875706214689265	0.9813664596273293	1.37	1.37	1.437956204379562	1.1926605504587158	1.1319444444444444	1.95
DG 32:1	1.0	1.88	1.8599999999999999	0.6622516556291391	1.37	0.43103448275862066	0.930379746835443	0.6756756756756757	1.5699999999999998	1.38	0.8702928870292889	0.5494505494505495	1.0	1.0	0.47846889952153115	0.664	1.8399999999999999	0.3003003003003003	1.2452830188679247	1.0	1.0	1.0	1.524691358024691	2.44	1.38	0.8750000000000001	2.01	1.0	0.5617977528089888	1.557046979865772	1.0	1.0	1.191358024691358	0.8874172185430464	1.0	1.0	2.074074074074074	0.9212121212121213	1.0	1.0
DG 34:1	1.1915708812260535	1.7281553398058251	0.8808290155440414	1.2945891783567134	1.4363636363636365	0.6186915887850468	0.9337474120082815	1.068345323741007	1.2979942693409738	1.3398058252427187	0.950561797752809	0.5650319829424307	1.1756440281030445	0.562406015037594	1.0515970515970514	0.5653742110009017	2.8397435897435894	0.8267716535433071	1.6808510638297873	1.7881944444444446	1.96	1.9557823129251701	2.821167883211679	2.196765498652291	1.1698841698841698	2.2810457516339873	1.4835443037974683	0.3563636363636364	0.874251497005988	1.4395833333333334	0.8823529411764706	1.5978835978835977	1.7428571428571429	0.894484412470024	1.728643216080402	0.9384164222873901	3.608540925266904	1.0139470013947	1.064102564102564	1.1683501683501685
DG 34:3	1.0	1.0	1.0	1.0	1.0	1.0	1.35	1.0	1.0	1.0	0.7299270072992701	1.0	1.0	1.0	1.0	0.625	1.0	0.6369426751592357	1.38	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.5862068965517242	1.0	1.0	1.0
DG 36:3	1.3313953488372094	1.8333333333333333	1.0451127819548873	1.27007299270073	1.2462311557788945	0.7024221453287199	0.892128279883382	0.5586592178770949	1.3857142857142857	0.8528301886792452	0.763213530655391	0.9796954314720813	1.1218274111675126	0.736	1.0452488687782806	0.6626016260162602	2.1409691629955945	0.8538011695906432	1.6370967741935487	1.1609195402298849	1.7247191011235954	2.449367088607595	1.897297297297297	1.4488188976377954	1.4015151515151518	1.5343511450381677	1.3543307086614174	0.5708502024291499	1.1588235294117648	0.9364548494983276	1.2918918918918916	1.8675496688741724	1.2027777777777777	1.0325581395348837	1.3588235294117648	0.8619246861924688	3.122270742358079	1.476190476190476	0.9195402298850573	1.2512562814070354
DG 34:2	1.6400000000000001	1.6107784431137724	1.4400000000000002	1.0751445086705202	1.1172413793103448	0.7282608695652175	1.2285714285714284	0.6622516556291391	1.9100000000000001	1.71	0.9020408163265305	0.6369426751592357	1.442857142857143	0.4587155963302753	0.9696969696969697	0.7902621722846443	1.7516778523489935	0.6205787781350484	1.5921052631578947	1.130718954248366	1.9	2.06	2.1280487804878048	1.5806451612903227	1.4387096774193548	1.5238095238095237	1.3154761904761902	1.0	1.071065989847716	1.2784090909090908	1.42	1.0	1.6424581005586592	0.8867924528301887	1.3599999999999999	1.58	2.380952380952381	1.3038674033149174	1.0119760479041917	1.8199999999999998
DG 36:1	1.37	1.2782608695652176	1.33	0.8620689655172414	1.27	0.9829059829059829	0.973913043478261	0.9090909090909091	1.19	1.23	0.8592592592592592	1.0	1.45	1.0	1.5699999999999998	0.8456375838926175	1.33	0.9444444444444444	1.34	1.21	1.0	1.4	1.73	1.33	1.900900900900901	1.48	0.9491525423728815	1.0	1.3129770992366412	1.1759259259259258	1.05	1.0	1.3391304347826087	0.9500000000000002	1.16	1.1400000000000001	1.1132075471698113	1.58	1.32	1.24
DG 36:2	2.484162895927602	2.1763224181360203	2.2047781569965874	1.4531914893617022	1.2758620689655173	0.6239495798319328	1.1884816753926701	0.6718749999999999	1.6820987654320987	1.3303030303030305	1.1647727272727273	1.1541501976284583	3.393013100436681	0.7201735357917571	1.1677704194260488	0.7275031685678074	3.846153846153846	0.9296551724137931	2.6598639455782314	1.3908794788273615	2.094155844155844	3.9230769230769234	4.358823529411765	2.1894736842105265	1.9664268585131892	2.1063122923588042	2.1374999999999997	0.6842105263157895	1.0319634703196345	1.505966587112172	1.9086956521739133	2.063025210084034	1.811740890688259	0.9210526315789473	1.8512820512820514	1.3423728813559321	3.0840336134453783	2.5319148936170213	1.5457627118644068	1.3633093525179856
DG 36:4	1.0	1.6099999999999999	1.32	1.0	1.37	1.0	1.0	1.0	1.0	1.3	1.0	1.0	1.0	1.0	1.42	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.4699999999999998	1.0	1.75	1.5699999999999998	1.0	1.0	1.2812499999999998	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.6756756756756757	1.0	1.0
