"feature","contrast","method","statistic","pval","post.hoc.method","post.hoc.padj"
"SM 41:1;O2","ctrl-moderate","One-way ANOVA","5.501748941961596","0.007748195942286627","Tukey's HSD","0.0057"
"SM 41:1;O2","ctrl-severe","One-way ANOVA","5.501748941961596","0.007748195942286627","Tukey's HSD","0.423"
"SM 41:1;O2","moderate-severe","One-way ANOVA","5.501748941961596","0.007748195942286627","Tukey's HSD","0.648"
